Orthogroup	kog_cerevisiae_pos_go	kog_droso_pos_go	kog_elegans_pos_go	kog_humano_pos_go	protein_mansoni
OG0002702			NP_501432.4	NP_000436.2, NP_112598.3	6183.Smp_168650.1
OG0002703			NP_495772.2, NP_499720.1, NP_502272.1, NP_509266.1		
OG0002704			NP_507517.2	NP_005100.1, NP_037365.2	6183.Smp_131800.1
OG0002705			NP_492319.2	NP_004577.1, NP_055311.1	6183.Smp_017900.1
OG0002706			NP_492699.1, NP_510105.1	NP_055387.2	6183.Smp_171920.1
OG0002707			NP_504599.2	NP_003598.2, NP_006026.3	6183.Smp_158560.1
OG0002708			NP_491084.1, NP_509209.1	NP_006251.1	6183.Smp_049600.4
OG0002709			NP_508875.1	NP_002141.2, NP_116145.1	6183.Smp_007960.1
OG0002710			NP_491864.2, NP_491865.2	NP_055784.3	6183.Smp_170170.1
OG0002711			NP_497108.2	NP_005726.1, NP_005727.1	6183.Smp_072870.1
OG0002712			NP_495011.1	NP_002731.4, NP_002735.3	6183.Smp_096310.1
OG0002713			NP_492257.1	NP_008975.1, NP_115492.1	6183.Smp_126110.1
OG0002714			NP_504750.2	NP_060175.3, NP_588608.1	6183.Smp_086190.1
OG0002715			NP_495301.1	NP_003637.2, NP_004708.1	6183.Smp_131190.1
OG0002716			NP_491657.2, NP_492100.1, NP_492454.1, NP_498458.1		
OG0002717			NP_500128.2	NP_002826.3, NP_036543.5, NP_057051.4	
OG0002718			NP_505917.2, NP_508904.2, NP_509369.2		6183.Smp_143560.1
OG0002719			NP_506615.2	NP_001231.2, NP_490595.1	6183.Smp_130980.1
OG0002720			NP_509188.3	NP_057336.3, NP_075567.2	6183.Smp_083030.1
OG0002721			NP_510529.1	NP_002636.2, NP_002637.3	6183.Smp_172400.1
OG0002722			NP_500420.3	NP_055684.3	6183.Smp_016380.1, 6183.Smp_034660.1
OG0002723			NP_497235.2	NP_001610.2, NP_005151.2	6183.Smp_210820.1
OG0002724			NP_498266.1	NP_004694.2, NP_079092.2	6183.Smp_126170.1
OG0002725			NP_501545.1	NP_000480.3	6183.Smp_001180.1, 6183.Smp_153820.1
OG0002726			NP_496037.1, NP_496039.1, NP_496218.2, NP_496219.1		
OG0002727			NP_506097.3	NP_000171.1, NP_001513.2	6183.Smp_125450.1
OG0002728			NP_508018.2	NP_000897.3, NP_003986.2	6183.Smp_142620.1
OG0002729			NP_496992.3	NP_001982.2, NP_004447.2	6183.Smp_078900.1
OG0002730			NP_492529.2, NP_494371.1, NP_500555.2, NP_510003.2		
OG0002731			NP_492769.1	NP_057518.1, NP_116575.3	6183.Smp_136280.1
OG0002732			NP_495978.1	NP_002445.2, NP_076915.3	6183.Smp_034220.1
OG0002733			NP_506224.1	NP_115927.1	6183.Smp_097820.1, 6183.Smp_133420.1
OG0002734			NP_502544.1	NP_004914.2	6183.Smp_022870.1, 6183.Smp_178740.1
OG0002735			NP_495228.1, NP_509936.3	NP_114423.1	6183.Smp_136030.1
OG0002736			NP_504464.2, NP_505595.2, NP_505666.2, NP_508112.1		
OG0002737			NP_499988.1, NP_501996.2, NP_503771.1, NP_504388.2		
OG0002738			NP_509679.1	NP_006148.2, NP_006150.1, NP_659428.2	
OG0002739			NP_495588.2, NP_500723.1, NP_504708.1, NP_505019.2		
OG0002740			NP_498673.3	NP_038477.2, NP_038478.2	6183.Smp_170760.1
OG0002741			NP_497008.1, NP_503547.1, NP_503549.1, NP_504046.1		
OG0002742			NP_506267.1, NP_508280.1	NP_001087.2	6183.Smp_127730.1
OG0002743			NP_503823.2, NP_504044.3, NP_504045.1, NP_504052.1		
OG0002744			NP_500641.1, NP_500742.3, NP_501944.2, NP_501947.1		
OG0002745			NP_495960.2	NP_060167.2, NP_079215.2	6183.Smp_169540.1
OG0002746			NP_502300.2, NP_509859.1	NP_057386.2	6183.Smp_094340.1
OG0002747			NP_505698.2	NP_055839.3, NP_075048.1	6183.Smp_212400.1
OG0002748			NP_497719.1, NP_509566.1	NP_002397.2	6183.Smp_026930.1
OG0002749			NP_506504.2, NP_506506.1, NP_506508.2, NP_506510.2		
OG0002750			NP_510283.1	NP_055708.3, NP_055747.1, NP_061850.2	
OG0002751			NP_498011.1, NP_500993.1, NP_505658.1, NP_506323.1		
OG0002752			NP_499981.1	NP_000837.3, NP_000838.3, NP_001503.1	
OG0002753			NP_501534.2	NP_005442.2, NP_006448.5	6183.Smp_157310.1
OG0002754			NP_499274.3	NP_006305.2, NP_055742.2	6183.Smp_128390.1
OG0002755			NP_492762.1	NP_005704.1, NP_112729.1	6183.Smp_173020.1
OG0002756			NP_492069.1, NP_499536.1	NP_001346.1, NP_002406.1	
OG0002757			NP_494789.1, NP_494790.2	NP_060037.4	6183.Smp_092390.1
OG0002758			NP_491855.1	NP_079199.2	6183.Smp_142550.1, 6183.Smp_163440.1
OG0002759			NP_495565.2	NP_004790.2, NP_015563.2, NP_055548.4	
OG0002760			NP_496579.3	NP_061152.3	6183.Smp_161010.1, 6183.Smp_210660.1
OG0002761			NP_491637.2	NP_072174.3, NP_073585.8	6183.Smp_144280.1
OG0002762			NP_495662.2	NP_000255.2, NP_003729.3	6183.Smp_131940.1
OG0002763			NP_491642.2, NP_491643.2	NP_055754.3	6183.Smp_026040.1
OG0002764			NP_505995.2	NP_002363.2, NP_006113.2	6183.Smp_143430.1
OG0002765			NP_496209.1	NP_060440.2	6183.Smp_129160.1, 6183.Smp_157720.1
OG0002766			NP_490913.2, NP_508940.4	NP_064630.2	6183.Smp_124350.1
OG0002767			NP_501748.1, NP_501749.1	NP_055456.2	6183.Smp_138400.1
OG0002768			NP_508404.1	NP_004649.2, NP_008920.5, NP_031394.2	
OG0002769			NP_503420.3, NP_508185.2	NP_076436.3	6183.Smp_148450.1
OG0002770			NP_491605.2, NP_491606.2, NP_491607.2		6183.Smp_137440.1
OG0002771			NP_503013.2	NP_071895.3, NP_078875.4	6183.Smp_008620.1
OG0002772			NP_491302.1	NP_056992.4	6183.Smp_030860.1, 6183.Smp_162310.1
OG0002773			NP_508973.3	NP_068602.2	6183.Smp_146360.1, 6183.Smp_177240.1
OG0002774			NP_493947.1, NP_493948.1	NP_115667.2	6183.Smp_028140.1
OG0002775			NP_499588.1, NP_510384.2	NP_057418.1	6183.Smp_135660.1
OG0002776			NP_505856.1, NP_510223.1	NP_002373.3	6183.Smp_068220.1
OG0002777			NP_496269.1, NP_509196.2	NP_001285.1	6183.Smp_198530.1
OG0002778			NP_494398.1	NP_056324.2, NP_060560.1	6183.Smp_005000.1
OG0002779			NP_504684.2	NP_000301.1	6183.Smp_142970.1, 6183.Smp_142980.1
OG0002780			NP_497284.1, NP_510012.2, NP_510521.1	NP_003357.2	
OG0002781			NP_490706.2, NP_497807.1, NP_500819.1		6183.Smp_092780.2
OG0002782			NP_505177.1	NP_057205.2, NP_612401.2	6183.Smp_196600.1
OG0002783			NP_499786.3, NP_509673.1	NP_055569.1	6183.Smp_127890.1
OG0002784			NP_508184.2	NP_006794.1, NP_036227.1	6183.Smp_027010.2
OG0002785			NP_493696.1, NP_504132.1	NP_009193.2	6183.Smp_082030.1
OG0002786			NP_497603.3	NP_006336.3	6183.Smp_141280.1, 6183.Smp_162450.1
OG0002787			NP_502197.2	NP_001541.2, NP_006755.5	6183.Smp_004680.1
OG0002788			NP_498423.1, NP_510569.1	NP_004541.1	6183.Smp_127340.1
OG0002789			NP_502124.1, NP_502125.1	NP_003448.1	6183.Smp_025560.1
OG0002790			NP_502339.1	NP_006450.2, NP_009106.1	6183.Smp_138960.1
OG0002791			NP_503189.2, NP_504963.1, NP_507364.1, NP_507429.1		
OG0002792			NP_496399.1	NP_060223.2, NP_073574.2, NP_079164.1	
OG0002793			NP_500635.3, NP_508949.1	NP_612423.1	6183.Smp_071880.1
OG0002794			NP_493447.2, NP_495985.1	NP_542383.1	6183.Smp_000310.1
OG0002795			NP_493240.2, NP_493398.1, NP_495669.1, NP_497886.2		
OG0002796			NP_504484.2, NP_509586.1	NP_004278.2, NP_473363.1	
OG0002797			NP_510020.2	NP_000138.2, NP_114409.2	6183.Smp_146250.1
OG0002798			NP_491320.1	NP_008854.2, NP_071327.2	6183.Smp_199700.1
OG0002799			NP_493545.1	NP_000185.1, NP_064585.1	6183.Smp_103560.1
OG0002800			NP_492188.1, NP_495572.3, NP_495806.1, NP_509275.2		
OG0002801			NP_490985.1	NP_006125.2, NP_055128.1	6183.Smp_041830.1
OG0002802			NP_504235.2	NP_005624.2	6183.Smp_035190.2, 6183.Smp_199010.1
OG0002803			NP_497044.3, NP_509635.2	NP_005520.4	6183.Smp_163920.1
OG0002804			NP_508166.1	NP_004637.1	6183.Smp_130070.1, 6183.Smp_132700.1
OG0002805			NP_491965.1, NP_493661.1, NP_502380.1, NP_505503.1		
OG0002806			NP_508021.1	NP_003735.3, NP_004747.1	6183.Smp_045480.2
OG0002807			NP_508870.3	NP_000475.1, NP_001633.1, NP_005157.1	
OG0002808			NP_497759.1	NP_004552.2, NP_067043.2	6183.Smp_095290.1
OG0002809			NP_508350.1, NP_508359.1, NP_510482.1, NP_510483.1		
OG0002810			NP_509645.1	NP_005111.2, NP_443728.3	6183.Smp_166410.1
OG0002811			NP_498777.2	NP_000283.1, NP_002628.2	6183.Smp_149040.1
OG0002812			NP_491674.2	NP_079059.2	6183.Smp_125080.1, 6183.Smp_167640.1
OG0002813			NP_499662.2	NP_000807.2, NP_004952.2, NP_150092.2	
OG0002814			NP_504746.1, NP_505004.1, NP_505299.1, NP_506168.2		
OG0002815			NP_498743.2, NP_503056.4, NP_505883.1		6183.Smp_000900.1
OG0002816			NP_491673.1, NP_505396.2	NP_116279.2	6183.Smp_136170.1
OG0002817			NP_502974.2	NP_003143.2, NP_003144.3, NP_036580.2	
OG0002818			NP_497784.1, NP_497785.1	NP_055892.2	6183.Smp_012780.1
OG0002819			NP_510568.1	NP_004309.2, NP_115855.1, NP_115857.1	
OG0002820			NP_490799.2	NP_003020.2, NP_058544.3	6183.Smp_196040.1
OG0002821			NP_495774.1, NP_495775.1, NP_495776.1, NP_508585.1		
OG0002822			NP_498847.1	NP_060583.2, NP_071903.2	6183.Smp_197540.1
OG0002823			NP_506628.1	NP_060141.3, NP_113659.3	6183.Smp_053420.1
OG0002824			NP_490664.2	NP_055269.1, NP_113647.1	6183.Smp_147400.1
OG0002825			NP_498760.2	NP_002754.2	6183.Smp_045470.1, 6183.Smp_162760.1
OG0002826			NP_508149.1	NP_056465.2	6183.Smp_173850.1, 6183.Smp_173860.1
OG0002827			NP_495300.2	NP_003212.2, NP_003213.1	6183.Smp_157840.1
OG0002828			NP_491193.2	NP_000715.2, NP_000717.2	6183.Smp_141660.1
OG0002829			NP_496268.2	NP_005957.2, NP_005958.1	6183.Smp_041960.1
OG0002830			NP_508151.1	NP_006807.1, NP_110432.1	6183.Smp_174580.1
OG0002831			NP_508879.4	NP_001013645.1, NP_057094.2	6183.Smp_088940.1
OG0002832			NP_495248.1, NP_507796.1	NP_057556.2	6183.Smp_136320.1
OG0002833			NP_496290.2	NP_009148.2	6183.Smp_006680.1, 6183.Smp_031950.2
OG0002834			NP_497826.1	NP_057223.1	6183.Smp_007300.1, 6183.Smp_014270.1
OG0002835			NP_492352.1, NP_509152.1	NP_006467.4	6183.Smp_129080.1
OG0002836			NP_496565.2, NP_496566.1, NP_500084.2		6183.Smp_126160.1
OG0002837			NP_502304.2	NP_036606.2, NP_113620.1	6183.Smp_062260.2
OG0002838			NP_492677.1	NP_005959.2, NP_112480.2	6183.Smp_041480.2
OG0002839			NP_500930.1	NP_001048.2, NP_001049.1, NP_001050.1	
OG0002840			NP_491664.1	NP_002490.2, NP_005206.2, NP_066013.1	
OG0002841			NP_508706.2	NP_003572.2, NP_006144.1	6183.Smp_014850.1
OG0002842			NP_497650.4	NP_000199.2, NP_000866.1	6183.Smp_009990.1
OG0002843			NP_506256.3	NP_001398.2, NP_001399.1, NP_055061.1	
OG0002844			NP_494805.3, NP_496432.2, NP_497005.2		6183.Smp_196110.1
OG0002845			NP_492981.2, NP_492982.2	NP_002078.1	6183.Smp_170550.1
OG0002846			NP_494750.1, NP_495020.1, NP_497022.1, NP_498491.1		
OG0002847			NP_494813.2, NP_494814.1, NP_494815.1, NP_494816.2		
OG0002848			NP_499975.2, NP_506804.2, NP_506807.1, NP_506808.2		
OG0002849			NP_491304.1	NP_060534.1, NP_078871.1	6183.Smp_076040.3
OG0002850			NP_491766.2	NP_055780.2, NP_055864.2	6183.Smp_127380.1
OG0002851			NP_503395.1	NP_055978.4	6183.Smp_156140.1, 6183.Smp_175720.1
OG0002852			NP_500377.1	NP_060092.2	6183.Smp_145720.1, 6183.Smp_206040.1
OG0002853			NP_510487.1	NP_201575.3	6183.Smp_032790.1, 6183.Smp_152270.1
OG0002854			NP_496380.1, NP_506298.1	NP_002473.2	6183.Smp_058320.1
OG0002855			NP_491522.1	NP_003620.3, NP_005018.2	6183.Smp_196030.1
OG0002856			NP_497855.1	NP_002888.1, NP_002889.1, NP_058520.1	
OG0002857			NP_508918.2	NP_981942.1	6183.Smp_043930.1, 6183.Smp_059660.1
OG0002858			NP_494896.2, NP_495636.2, NP_499719.1	NP_003073.1	
OG0002859			NP_500105.1	NP_005197.3, NP_005198.1, NP_058431.2	
OG0002860			NP_510744.1	NP_004629.3, NP_542417.2	6183.Smp_166050.1
OG0002861			NP_499991.1, NP_499992.1	NP_054896.2	6183.Smp_093800.1
OG0002862				NP_004049.3, NP_542157.3	6183.Smp_019640.1, 6183.Smp_028210.1
OG0002863				NP_038462.1, NP_055406.2, NP_079497.2	6183.Smp_106110.1
OG0002864				NP_061142.2, NP_525021.3, NP_525022.2, NP_525023.2	
OG0002865				NP_001408.2, NP_071496.1, NP_114381.1	6183.Smp_089060.1
OG0002866				NP_057712.2, NP_567822.1, NP_567823.1	6183.Smp_180210.1
OG0002867				NP_002369.2, NP_004374.1, NP_647611.1	6183.Smp_125360.1
OG0002868				NP_000206.2, NP_002218.2, NP_003322.3, NP_004963.1	
OG0002869				NP_001206.2, NP_001207.2, NP_001209.1, NP_036245.1	
OG0002870				NP_000074.3, NP_000076.2, NP_004061.3, NP_004357.3	
OG0002871				NP_000316.2, NP_002644.4, NP_005020.1	6183.Smp_163140.1
OG0002872				NP_000513.2, NP_000514.2, NP_006352.2, NP_059106.2	
OG0002873				NP_003712.1, NP_075526.1, NP_604389.1	6183.Smp_019860.1
OG0002874				NP_076992.1, NP_543149.1, NP_543150.1	6183.Smp_046190.1
OG0002875				NP_000068.1, NP_001253.1, NP_001791.1, NP_511042.1	
OG0002876				NP_005417.1, NP_006654.2, NP_056131.2	6183.Smp_129670.1
OG0002877				NP_004406.2, NP_036222.3, NP_056363.2	6183.Smp_138620.1
OG0002878				NP_056165.1, NP_060573.2, NP_079337.2, NP_115646.3	
OG0002879				NP_003346.2, NP_003347.1, NP_068605.1, NP_073714.1	
OG0002880				NP_006255.1, NP_542414.1, NP_542415.1, NP_542416.1	
OG0002881				NP_003635.2, NP_003969.2, NP_077748.3, NP_958836.1	
OG0002882				NP_060819.3, NP_078993.4	6183.Smp_130920.1, 6183.Smp_130930.1
OG0002883				NP_008816.3, NP_078997.4, NP_207646.2	6183.Smp_171420.1
OG0002884				NP_002691.1, NP_004566.2, NP_006228.3	6183.Smp_009040.1
OG0002885				NP_001082.2, NP_003725.1, NP_033720.2	6183.Smp_017610.1
OG0002886				NP_000129.3, NP_001990.2, NP_115823.3	6183.Smp_001100.1
OG0002887				NP_000419.1, NP_000618.4, NP_003564.2, NP_066548.2	
OG0002888				NP_075386.1, NP_075387.1, NP_542199.1	6183.Smp_102240.1
OG0002889				NP_000055.2, NP_001002029.3, NP_001726.2, NP_009224.2	
OG0002890				NP_005243.1, NP_005244.1, NP_005429.1, NP_006723.2	
OG0002891				NP_000349.1, NP_006466.2	6183.Smp_170630.1, 6183.Smp_212710.1
OG0002892				NP_002419.1, NP_004986.1, NP_005932.2, NP_006681.1	
OG0002893				NP_003466.1, NP_005438.2, NP_009142.2	6183.Smp_080180.1
OG0002894				NP_057441.1, NP_085053.1	6183.Smp_079270.1, 6183.Smp_169700.2
OG0002895				NP_003678.2, NP_055291.2, NP_066272.1	6183.Smp_022340.1
OG0002896				NP_000159.3, NP_005260.1, NP_005261.2	6183.Smp_000530.1
OG0002897				NP_004884.1, NP_061119.1, NP_613075.1, NP_613258.2	
OG0002898				NP_055533.2, NP_055759.3, NP_071414.2	6183.Smp_045360.3
OG0002899				NP_060830.2	6183.Smp_155160.1, 6183.Smp_155180.1, 6183.Smp_210140.1
OG0002900				NP_005974.2, NP_036294.2, NP_036436.1, NP_116026.1	
OG0002901				NP_002044.2, NP_004111.2, NP_443173.2, NP_443174.1	
OG0002902				NP_055948.2	6183.Smp_080700.3, 6183.Smp_090240.1, 6183.Smp_210130.1
OG0002903				NP_003843.3, NP_005753.1, NP_056990.3	6183.Smp_082660.1
OG0002904				NP_001361749.1, NP_006006.3, NP_624361.1	6183.Smp_156170.1
OG0002905				NP_054772.1, NP_060261.2, NP_116228.1	6183.Smp_143690.1
OG0002906				NP_001514.2, NP_005319.1, NP_005320.2, NP_619515.1	
OG0002907				NP_002588.3, NP_005379.3, NP_072098.1	6183.Smp_036130.1
OG0002908				NP_002213.5, NP_002214.2, NP_002215.2	6183.Smp_151860.1
OG0002909				NP_060424.9	6183.Smp_173190.1, 6183.Smp_212090.1, 6183.Smp_212550.1
OG0002910				NP_000116.2, NP_001428.1, NP_001429.2, NP_004443.3	
OG0002911				NP_005027.2, NP_005028.5, NP_006229.1, NP_056953.2	
OG0002912				NP_000035.2, NP_000167.1, NP_000892.2, NP_000917.3	
OG0002913				NP_004370.1, NP_005162.1, NP_604391.1	6183.Smp_064010.1
OG0002914				NP_001177370.2, NP_001819.2, NP_037400.1, NP_064514.1	
OG0002915				NP_002364.5, NP_005900.2, NP_060644.4	6183.Smp_135080.1
OG0002916				NP_065934.1, NP_065979.1, NP_075560.2	6183.Smp_130690.1
OG0002917				NP_006437.3, NP_059131.1, NP_062818.1, NP_066580.1	
OG0002918				NP_001122105.1, NP_001122107.1, NP_004749.2	6183.Smp_176510.1
OG0002919				NP_000665.1, NP_000666.2, NP_000667.1, NP_000668.1	
OG0002920				NP_002492.2, NP_005587.2, NP_005588.2	6183.Smp_152430.1
OG0002921				NP_003141.2, NP_003142.1, NP_005410.1, NP_009330.1	
OG0002922				NP_057197.2, NP_061197.4, NP_067638.3, NP_659505.1	
OG0002923				NP_001074.2, NP_236914.2, NP_246273.2	6183.Smp_179590.1
OG0002924				NP_071334.1, NP_071356.1, NP_444274.1, NP_542770.2	
OG0002925				NP_000626.2, NP_002909.4, NP_602304.1	6183.Smp_170910.1
OG0002926				NP_004481.2, NP_005301.2, NP_061916.3	6183.Smp_052250.1
OG0002927				NP_003195.1, NP_004280.5, NP_006154.1, NP_006155.2	
OG0002928				NP_005718.2, NP_008883.2, NP_008931.1, NP_570139.3	
OG0002929				NP_000696.1, NP_001669.3, NP_001670.1, NP_036201.1	
OG0002930				NP_002890.2, NP_004155.2, NP_113679.1, NP_443192.1	
OG0002931				NP_005644.2, NP_055332.3, NP_055368.1	6183.Smp_019040.1
OG0002932				NP_003916.1, NP_003918.1, NP_004983.1	6183.Smp_138180.1
OG0002933				NP_115682.1	6183.Smp_125180.1, 6183.Smp_150930.1, 6183.Smp_201310.1
OG0002934				NP_002827.1, NP_006495.1, NP_543030.1, NP_569119.1	
OG0002935				NP_060456.3, NP_078807.1, NP_212134.3	6183.Smp_194010.1
OG0002936				NP_001083.2, NP_004318.3, NP_067585.2, NP_068781.2	
OG0002937				NP_055674.4, NP_060524.4, NP_061830.3	6183.Smp_139070.1
OG0002938				NP_036390.3, NP_036391.1, NP_055386.2	6183.Smp_121350.1
OG0002939				NP_002627.2, NP_031384.1, NP_056466.1, NP_077084.2	
OG0002940				NP_001557.1, NP_003857.2, NP_004018.1	6183.Smp_081260.1
OG0002941				NP_003736.1, NP_003868.1, NP_003946.3, NP_037456.5	
OG0002942				NP_002947.1, NP_003379.4, NP_115797.2	6183.Smp_059130.1
OG0002943				NP_036578.2, NP_060540.2, NP_116016.1	6183.Smp_092880.2
OG0002944				NP_003254.2, NP_003255.2, NP_006059.2, NP_112218.2	
OG0002945				NP_057646.1, NP_057694.2, NP_059138.1, NP_619542.1	
OG0002946				NP_114167.2, NP_114168.1, NP_114169.2, NP_149461.2	
OG0002947				NP_005941.1, NP_005942.1, NP_005944.1, NP_116324.2	
OG0002948				NP_000353.1, NP_003245.1, NP_003246.1, NP_003247.1	
OG0002949				NP_002362.1, NP_057077.1, NP_113672.1, NP_443118.1	
OG0002950				NP_004080.2, NP_006013.1, NP_055594.1, NP_112197.1	
OG0002951					6183.Smp_000160.1, 6183.Smp_008710.1, 6183.Smp_104970.1, 6183.Smp_189490.1
OG0002952					6183.Smp_022480.1, 6183.Smp_165170.1, 6183.Smp_173720.1, 6183.Smp_199590.1
OG0002953					6183.Smp_023620.1, 6183.Smp_095620.2, 6183.Smp_121940.1, 6183.Smp_125440.1
OG0002954					6183.Smp_024180.2, 6183.Smp_101970.1, 6183.Smp_135250.1, 6183.Smp_157110.1
OG0002955					6183.Smp_027820.1, 6183.Smp_126880.1, 6183.Smp_137250.1, 6183.Smp_168430.1
OG0002956					6183.Smp_029070.1, 6183.Smp_100310.1, 6183.Smp_106410.1, 6183.Smp_177260.1
OG0002957					6183.Smp_030650.1, 6183.Smp_138730.1, 6183.Smp_138750.1, 6183.Smp_212520.1
OG0002958					6183.Smp_032970.1, 6183.Smp_032980.1, 6183.Smp_032990.1, 6183.Smp_139970.1
OG0002959					6183.Smp_035540.1, 6183.Smp_147960.1, 6183.Smp_147980.1, 6183.Smp_167300.1
OG0002960					6183.Smp_037540.2, 6183.Smp_052510.1, 6183.Smp_142810.1, 6183.Smp_156550.1
OG0002961					6183.Smp_043570.1, 6183.Smp_044750.1, 6183.Smp_046290.1, 6183.Smp_145660.1
OG0002962					6183.Smp_061510.1, 6183.Smp_128100.1, 6183.Smp_155220.1, 6183.Smp_156960.2
OG0002963					6183.Smp_062240.1, 6183.Smp_123600.1, 6183.Smp_155640.1, 6183.Smp_168860.1
OG0002964					6183.Smp_070370.1, 6183.Smp_070380.1, 6183.Smp_075500.1, 6183.Smp_198560.1
OG0002965					6183.Smp_073450.1, 6183.Smp_124760.1, 6183.Smp_157380.1, 6183.Smp_184180.1
OG0002966					6183.Smp_081900.2, 6183.Smp_081920.1, 6183.Smp_166340.1, 6183.Smp_166350.1
OG0002967					6183.Smp_088700.1, 6183.Smp_088720.1, 6183.Smp_170410.1, 6183.Smp_170420.1
OG0002968					6183.Smp_089780.1, 6183.Smp_099640.1, 6183.Smp_179310.1, 6183.Smp_205110.1
OG0002969					6183.Smp_105020.1, 6183.Smp_128750.1, 6183.Smp_157020.1, 6183.Smp_197080.1
OG0002970					6183.Smp_108600.1, 6183.Smp_175890.1, 6183.Smp_181700.1, 6183.Smp_187110.1
OG0002971					6183.Smp_110050.1, 6183.Smp_120420.1, 6183.Smp_164810.1, 6183.Smp_182530.1
OG0002972					6183.Smp_113530.1, 6183.Smp_178240.1, 6183.Smp_184460.1, 6183.Smp_185350.1
OG0002973					6183.Smp_118890.1, 6183.Smp_120260.1, 6183.Smp_168440.1, 6183.Smp_193740.1
OG0002974					6183.Smp_119140.1, 6183.Smp_161760.1, 6183.Smp_201920.1, 6183.Smp_203290.1
OG0002975					6183.Smp_119580.1, 6183.Smp_134700.1, 6183.Smp_134710.1, 6183.Smp_134720.1
OG0002976					6183.Smp_126140.1, 6183.Smp_170280.1, 6183.Smp_173540.1, 6183.Smp_181010.1
OG0002977					6183.Smp_128640.1, 6183.Smp_155520.1, 6183.Smp_155540.1, 6183.Smp_160150.1
OG0002978					6183.Smp_129000.1, 6183.Smp_133070.1, 6183.Smp_133080.1, 6183.Smp_133090.1
OG0002979					6183.Smp_137980.1, 6183.Smp_153200.1, 6183.Smp_153210.1, 6183.Smp_204020.1
OG0002980					6183.Smp_141550.1, 6183.Smp_141560.1, 6183.Smp_160250.1, 6183.Smp_193710.1
OG0002981					6183.Smp_177580.1, 6183.Smp_183040.1, 6183.Smp_184280.1, 6183.Smp_205560.1
OG0002982					6183.Smp_200820.1, 6183.Smp_200840.1, 6183.Smp_200870.1, 6183.Smp_200880.1
OG0002983					6183.Smp_205450.1, 6183.Smp_205460.1, 6183.Smp_205470.1, 6183.Smp_205480.1
OG0002984	NP_010423.4			NP_006147.1	6183.Smp_130170.1
OG0002985	NP_013061.1			NP_061828.1	6183.Smp_046690.1
OG0002986	NP_013268.1	NP_476778.1		NP_002945.1	
OG0002987	NP_011624.1, NP_012184.1, NP_058162.3				
OG0002988	NP_012421.2, NP_058133.1, NP_058134.1				
OG0002989	NP_116647.1			NP_006297.2	6183.Smp_136970.1
OG0002990	NP_012711.1, NP_014431.1, NP_014947.3				
OG0002991	NP_012664.1, NP_013042.1, NP_013628.1				
OG0002992	NP_014030.1			NP_004290.2	6183.Smp_087930.1
OG0002993	NP_013350.1, NP_014384.3, NP_015098.1				
OG0002994	NP_015274.1		NP_491094.1	NP_003215.1	
OG0002995	NP_012500.3			NP_005338.1	6183.Smp_049550.1
OG0002996	NP_012579.1			NP_004125.3	6183.Smp_106130.2
OG0002997	NP_010717.1			NP_003746.2	6183.Smp_192360.1
OG0002998	NP_015031.1	NP_477188.1		NP_004066.1	
OG0002999	NP_011504.3		NP_506571.1		6183.Smp_207080.1
OG0003000	NP_013466.1			NP_002392.2, NP_006600.3	
OG0003001	NP_010323.3, NP_010324.3, NP_010325.1				
OG0003002	NP_116674.2	NP_611269.1	NP_510155.3		
OG0003003	NP_014926.1			NP_065108.1	6183.Smp_180040.1
OG0003004	NP_013487.1		NP_496476.2	NP_078900.1	
OG0003005	NP_013591.1, NP_014006.1, NP_015023.1				
OG0003006	NP_011511.3			NP_079431.1	6183.Smp_020590.1
OG0003007	NP_013090.1			NP_056235.5	6183.Smp_134060.1
OG0003008	NP_014082.1			NP_060853.3	6183.Smp_049510.1
OG0003009	NP_012904.3			NP_060376.2	6183.Smp_022110.1
OG0003010	NP_012709.1		NP_496146.1		6183.Smp_017750.1
OG0003011	NP_013230.1			NP_006775.1	6183.Smp_136010.1
OG0003012	NP_010199.1			NP_004631.1	6183.Smp_003660.1
OG0003013	NP_014689.1			NP_009173.1, NP_060802.1	
OG0003014	NP_012501.1		NP_490989.1	NP_004389.2	
OG0003015	NP_011344.1		NP_492326.1		6183.Smp_047110.1
OG0003016	NP_012267.1			NP_065988.1	6183.Smp_083710.1
OG0003017	NP_012124.1			NP_006422.1	6183.Smp_054340.2
OG0003018	NP_010621.1			NP_006653.2	6183.Smp_128890.2
OG0003019	NP_015243.1		NP_496802.2		6183.Smp_158610.2
OG0003020	NP_009956.2		NP_499079.1	NP_005605.1	
OG0003021	NP_014984.3			NP_008950.1	6183.Smp_051010.1
OG0003022	NP_010606.1			NP_570722.2	6183.Smp_151350.1
OG0003023	NP_015285.1			NP_060530.3	6183.Smp_129650.1
OG0003024	NP_013486.3			NP_056155.1	6183.Smp_122780.1
OG0003025	NP_013392.1		NP_498863.1	NP_068746.2	
OG0003026	NP_014236.1			NP_078856.4	6183.Smp_000110.1
OG0003027	NP_010673.1			NP_001952.1	6183.Smp_143150.1
OG0003028	NP_013784.1			NP_057200.1, NP_543139.4	
OG0003029	NP_012076.3, NP_012119.1, NP_013106.1				
OG0003030	NP_012906.3			NP_002018.1	6183.Smp_091770.1
OG0003031	NP_012728.1		NP_495653.1		6183.Smp_046020.1
OG0003032	NP_010669.1		NP_501588.1, NP_501594.1		
OG0003033	NP_013658.1			NP_057611.1, NP_060015.1	
OG0003034	NP_013999.1		NP_492678.1	NP_077282.3	
