Orthogroup	kog_elegans_pos_go	protein_mansoni
OG0001650	NP_501694.2	6183.Smp_167190.1
OG0001651	NP_502841.1	6183.Smp_156630.1
OG0001652	NP_497787.1	6183.Smp_089700.1
OG0001653	NP_496465.1, NP_497185.1	
OG0001654	NP_498014.2	6183.Smp_021330.2
OG0001655	NP_505980.1	6183.Smp_098370.2
OG0001656	NP_495846.1	6183.Smp_094500.1
OG0001657	NP_493356.2	6183.Smp_161940.1
OG0001658	NP_491477.2	6183.Smp_038080.1
OG0001659	NP_498281.2	6183.Smp_131550.1
OG0001660	NP_498673.3	6183.Smp_170760.1
OG0001661	NP_494767.2	6183.Smp_017670.1
OG0001662	NP_502032.2	6183.Smp_019170.1
OG0001663	NP_509451.2	6183.Smp_034000.1
OG0001664	NP_497319.1	6183.Smp_029730.1
OG0001665	NP_496846.1	6183.Smp_134940.1
OG0001666	NP_494215.2	6183.Smp_125070.2
OG0001667	NP_510450.1	6183.Smp_052060.1
OG0001668	NP_493856.3, NP_501893.1	
OG0001669	NP_496968.1	6183.Smp_134440.2
OG0001670	NP_504495.1	6183.Smp_170570.1
OG0001671	NP_508463.1, NP_510594.1	
OG0001672	NP_506752.1	6183.Smp_146330.1
OG0001673	NP_492022.3	6183.Smp_046140.1
OG0001674	NP_502156.1	6183.Smp_136260.2
OG0001675	NP_497549.2, NP_504248.1	
OG0001676	NP_502358.1	6183.Smp_120350.1
OG0001677	NP_495222.2	6183.Smp_142780.1
OG0001678	NP_498519.1	6183.Smp_130800.1
OG0001679	NP_500130.1	6183.Smp_199940.1
OG0001680	NP_509429.1	6183.Smp_163130.1
OG0001681	NP_510473.2	6183.Smp_170080.1
OG0001682	NP_509079.2, NP_510452.4	
OG0001683	NP_494694.2, NP_496729.2	
OG0001684	NP_508986.1, NP_508987.1	
OG0001685	NP_493642.1, NP_494428.1	
OG0001686	NP_493662.1	6183.Smp_004190.1
OG0001687	NP_499080.3	6183.Smp_041770.1
OG0001688	NP_509131.2	6183.Smp_099850.3
OG0001689	NP_505521.2	6183.Smp_050880.1
OG0001690	NP_499317.2	6183.Smp_082800.1
OG0001691	NP_498920.2	6183.Smp_069670.1
OG0001692	NP_492453.1, NP_507960.2	
OG0001693	NP_499743.2	6183.Smp_029360.1
OG0001694	NP_504415.2	6183.Smp_152830.1
OG0001695	NP_499811.1	6183.Smp_062420.3
OG0001696	NP_493007.2	6183.Smp_135770.1
OG0001697	NP_491702.1	6183.Smp_038340.1
OG0001698	NP_492753.2, NP_508435.2	
OG0001699	NP_498642.1	6183.Smp_158240.1
OG0001700	NP_502333.2	6183.Smp_000510.1
OG0001701	NP_492364.1	6183.Smp_175230.1
OG0001702	NP_495622.2, NP_502854.2	
OG0001703	NP_494939.1	6183.Smp_151420.1
OG0001704	NP_502513.1, NP_510181.3	
OG0001705	NP_506041.1	6183.Smp_156410.1
OG0001706	NP_497751.1	6183.Smp_124160.2
OG0001707	NP_500086.1	6183.Smp_090870.1
OG0001708	NP_508584.3	6183.Smp_096720.1
OG0001709	NP_510191.1	6183.Smp_013040.2
OG0001710	NP_506599.1	6183.Smp_005210.1
OG0001711	NP_499564.2	6183.Smp_137540.1
OG0001712	NP_498111.2	6183.Smp_038100.1
OG0001713	NP_508711.1	6183.Smp_029390.1
OG0001714	NP_506559.1	6183.Smp_147050.1
OG0001715	NP_493203.1	6183.Smp_002880.1
OG0001716	NP_492591.1	6183.Smp_173810.1
OG0001717	NP_505065.1	6183.Smp_079380.1
OG0001718	NP_501991.3	6183.Smp_045260.1
OG0001719	NP_495960.2	6183.Smp_169540.1
OG0001720	NP_491245.1	6183.Smp_018890.1
OG0001721	NP_492905.1	6183.Smp_043030.1
OG0001722	NP_491955.1	6183.Smp_028440.1
OG0001723	NP_499131.1	6183.Smp_034670.1
OG0001724	NP_509585.1	6183.Smp_078040.1
OG0001725	NP_496351.1, NP_496352.1	
OG0001726	NP_497663.1	6183.Smp_103790.1
OG0001727	NP_499291.1	6183.Smp_050540.1
OG0001728	NP_499362.1	6183.Smp_046890.1
OG0001729	NP_496708.2	6183.Smp_057930.1
OG0001730	NP_498513.2	6183.Smp_202500.1
OG0001731	NP_505372.1	6183.Smp_154950.1
OG0001732	NP_498122.2	6183.Smp_102920.1
OG0001733	NP_505573.1	6183.Smp_081450.1
OG0001734	NP_508994.1	6183.Smp_166520.1
OG0001735	NP_498606.1	6183.Smp_052330.1
OG0001736	NP_510443.5	6183.Smp_169940.1
OG0001737	NP_504496.1	6183.Smp_198690.1
OG0001738	NP_502300.2	6183.Smp_094340.1
OG0001739	NP_491777.3	6183.Smp_000660.1
OG0001740	NP_492416.2	6183.Smp_045620.1
OG0001741	NP_495983.1	6183.Smp_063260.1
OG0001742	NP_505698.2	6183.Smp_212400.1
OG0001743	NP_491413.2	6183.Smp_064380.1
OG0001744	NP_510709.1	6183.Smp_049150.1
OG0001745	NP_492452.3	6183.Smp_012860.1
OG0001746	NP_497973.1, NP_498055.1	
OG0001747	NP_501724.2, NP_508526.2	
OG0001748	NP_509392.3	6183.Smp_144310.1
OG0001749	NP_497000.1	6183.Smp_137920.1
OG0001750	NP_496060.1	6183.Smp_164220.1
OG0001751	NP_492340.1	6183.Smp_068100.1
OG0001752	NP_495753.1	6183.Smp_076530.1
OG0001753	NP_505392.3	6183.Smp_024240.1
OG0001754	NP_501418.1	6183.Smp_135100.1
OG0001755	NP_498540.1	6183.Smp_104720.1
OG0001756	NP_507941.2	6183.Smp_124300.1
OG0001757	NP_491930.1	6183.Smp_078730.1
OG0001758	NP_501298.1	6183.Smp_144030.1
OG0001759	NP_495436.1	6183.Smp_178490.1
OG0001760	NP_501280.1	6183.Smp_151180.1
OG0001761	NP_501266.1	6183.Smp_060820.1
OG0001762	NP_498587.2	6183.Smp_022090.1
OG0001763	NP_492508.1	6183.Smp_181270.2
OG0001764	NP_491004.1	6183.Smp_097370.1
OG0001765	NP_495841.1	6183.Smp_019380.1
OG0001766	NP_491740.1	6183.Smp_020050.1
OG0001767	NP_493014.1	6183.Smp_014620.1
OG0001768	NP_499106.1	6183.Smp_084900.1
OG0001769	NP_491416.1	6183.Smp_153790.1
OG0001770	NP_498611.1	6183.Smp_150230.1
OG0001771	NP_508980.2	6183.Smp_180910.1
OG0001772	NP_498042.1	6183.Smp_125670.1
OG0001773	NP_497937.1	6183.Smp_028430.1
OG0001774	NP_498457.1	6183.Smp_047370.1
OG0001775	NP_504656.1	6183.Smp_035270.2
OG0001776	NP_500034.1	6183.Smp_085640.1
OG0001777	NP_494835.1	6183.Smp_058650.1
OG0001778	NP_507909.1	6183.Smp_029240.2
OG0001779	NP_492436.2	6183.Smp_025550.1
OG0001780	NP_491479.2	6183.Smp_028490.1
OG0001781	NP_501422.1	6183.Smp_023530.1
OG0001782	NP_492205.2	6183.Smp_061040.1
OG0001783	NP_498455.2	6183.Smp_160030.1
OG0001784	NP_499347.1	6183.Smp_180380.1
OG0001785	NP_509437.1	6183.Smp_000130.1
OG0001786	NP_504613.1, NP_504614.1	
OG0001787	NP_501653.1	6183.Smp_159000.1
OG0001788	NP_501642.1	6183.Smp_121130.1
OG0001789	NP_504166.2	6183.Smp_004640.1
OG0001790	NP_492361.2	6183.Smp_099170.1
OG0001791	NP_499570.1	6183.Smp_134400.1
OG0001792	NP_508106.1	6183.Smp_124630.1
OG0001793	NP_500214.1	6183.Smp_033670.5
OG0001794	NP_498118.1	6183.Smp_072790.1
OG0001795	NP_491713.2	6183.Smp_165330.1
OG0001796	NP_499587.1	6183.Smp_172090.1
OG0001797	NP_498715.1	6183.Smp_175750.1
OG0001798	NP_495257.3	6183.Smp_153150.1
OG0001799	NP_501591.2	6183.Smp_194900.1
OG0001800	NP_498704.1	6183.Smp_021910.1
OG0001801	NP_498051.1	6183.Smp_166830.1
OG0001802	NP_505215.2	6183.Smp_034410.1
OG0001803	NP_491023.2, NP_506318.1	
OG0001804	NP_490765.1	6183.Smp_152440.1
OG0001805	NP_492812.2	6183.Smp_075470.1
OG0001806	NP_506144.1	6183.Smp_133270.1
OG0001807	NP_492206.1	6183.Smp_197480.1
OG0001808	NP_498475.1	6183.Smp_084790.1
OG0001809	NP_500841.1	6183.Smp_131660.1
OG0001810	NP_494712.1, NP_498470.1	
OG0001811	NP_491319.1	6183.Smp_026630.1
OG0001812	NP_491370.1	6183.Smp_210570.1
OG0001813	NP_509999.1	6183.Smp_030250.1
OG0001814	NP_497657.1	6183.Smp_017090.1
OG0001815	NP_496092.1	6183.Smp_007170.1
OG0001816	NP_497821.1	6183.Smp_055890.1
OG0001817	NP_501257.1	6183.Smp_001960.1
OG0001818	NP_491061.1	6183.Smp_042090.1
OG0001819	NP_498580.2	6183.Smp_012380.1
OG0001820	NP_496353.1	6183.Smp_210320.1
OG0001821	NP_499652.1	6183.Smp_171120.1
OG0001822	NP_505099.2	6183.Smp_060950.1
OG0001823	NP_491234.1	6183.Smp_099420.1
OG0001824	NP_497894.2	6183.Smp_022430.1
OG0001825	NP_506691.1	6183.Smp_044280.1
OG0001826	NP_503146.1	6183.Smp_063650.4
OG0001827	NP_504814.1, NP_507482.1	
OG0001828	NP_500143.1, NP_500144.2	
OG0001829	NP_498707.1	6183.Smp_150460.1
OG0001830	NP_493403.1	6183.Smp_122050.1
OG0001831	NP_492823.2	6183.Smp_164830.1
OG0001832	NP_499095.1	6183.Smp_136400.1
OG0001833	NP_492519.2, NP_510724.1	
OG0001834	NP_505181.1	6183.Smp_124320.1
OG0001835	NP_499268.1	6183.Smp_067260.1
OG0001836	NP_497910.1	6183.Smp_073880.1
OG0001837	NP_500466.3	6183.Smp_046500.2
OG0001838	NP_495430.1	6183.Smp_081820.3
OG0001839	NP_497428.1	6183.Smp_097380.1
OG0001840	NP_503370.1	6183.Smp_158430.1
OG0001841	NP_494763.1	6183.Smp_141330.1
OG0001842	NP_493435.1	6183.Smp_053130.1
OG0001843	NP_499094.1	6183.Smp_103200.1
OG0001844	NP_500627.1	6183.Smp_155870.1
OG0001845	NP_495277.1	6183.Smp_073790.1
OG0001846	NP_505219.1	6183.Smp_010090.1
OG0001847	NP_495206.2	6183.Smp_045710.1
OG0001848	NP_504551.3	6183.Smp_058140.2
OG0001849	NP_501040.1	6183.Smp_085520.1
OG0001850	NP_502781.1	6183.Smp_068480.1
OG0001851	NP_491519.1	6183.Smp_020800.1
OG0001852	NP_501361.1	6183.Smp_061870.1
OG0001853	NP_498410.1	6183.Smp_028930.1
OG0001854	NP_504826.2	6183.Smp_040280.1
OG0001855	NP_498857.2	6183.Smp_172050.1
OG0001856	NP_492238.2, NP_492239.1	
OG0001857	NP_496043.1, NP_502566.1	
OG0001858	NP_499964.1	6183.Smp_032260.1
OG0001859	NP_505066.1	6183.Smp_024930.1
OG0001860	NP_506375.1	6183.Smp_210230.1
OG0001861	NP_497850.2	6183.Smp_006590.1
OG0001862	NP_492445.1	6183.Smp_092490.1
OG0001863	NP_492334.1	6183.Smp_002190.1
OG0001864	NP_505879.1	6183.Smp_079310.1
OG0001865	NP_498584.1	6183.Smp_038510.1
OG0001866	NP_491608.1	6183.Smp_171570.1
OG0001867	NP_498815.1	6183.Smp_164780.1
OG0001868	NP_491381.1	6183.Smp_138670.1
OG0001869	NP_501187.1, NP_501326.2	
OG0001870	NP_498300.2	6183.Smp_087250.1
OG0001871	NP_496776.1	6183.Smp_146200.2
OG0001872	NP_490764.1, NP_492106.1	
OG0001873	NP_501534.2	6183.Smp_157310.1
OG0001874	NP_500620.1	6183.Smp_149440.1
OG0001875	NP_491613.1	6183.Smp_035410.1
OG0001876	NP_490719.1	6183.Smp_012740.2
OG0001877	NP_499340.1	6183.Smp_211140.1
OG0001878	NP_502655.1	6183.Smp_031570.1
OG0001879	NP_501870.1	6183.Smp_081510.1
OG0001880	NP_497538.1	6183.Smp_084930.1
OG0001881	NP_495709.1, NP_496391.1	
OG0001882	NP_508109.1	6183.Smp_164720.1
OG0001883	NP_492741.1, NP_492742.1	
OG0001884	NP_492052.2	6183.Smp_012200.1
OG0001885	NP_491744.3, NP_491745.2	
OG0001886	NP_493611.2	6183.Smp_026270.1
OG0001887	NP_510462.2	6183.Smp_094930.1
OG0001888	NP_502594.2	6183.Smp_144540.1
OG0001889	NP_491399.1	6183.Smp_001830.1
OG0001890	NP_492572.1	6183.Smp_153950.1
OG0001891	NP_497221.1	6183.Smp_027040.1
OG0001892	NP_502186.1	6183.Smp_032760.1
OG0001893	NP_499183.1	6183.Smp_055130.1
OG0001894	NP_498859.1	6183.Smp_088390.1
OG0001895	NP_492370.1	6183.Smp_061560.1
OG0001896	NP_497832.2	6183.Smp_161580.1
OG0001897	NP_499448.1	6183.Smp_128150.1
OG0001898	NP_492762.1	6183.Smp_173020.1
OG0001899	NP_496208.2	6183.Smp_090920.1
OG0001900	NP_494847.2	6183.Smp_166120.1
OG0001901	NP_499073.1, NP_499128.1	
OG0001902	NP_491889.1	6183.Smp_020770.1
OG0001903	NP_502365.1	6183.Smp_074470.1
OG0001904	NP_508023.1	6183.Smp_095590.1
OG0001905	NP_508808.1	6183.Smp_003410.1
OG0001906	NP_490812.1, NP_510815.2	
OG0001907	NP_500569.1	6183.Smp_210630.1
OG0001908	NP_495286.1	6183.Smp_082120.1
OG0001909	NP_506573.1	6183.Smp_058680.2
OG0001910	NP_500895.1	6183.Smp_017450.1
OG0001911	NP_490842.1	6183.Smp_045510.1
OG0001912	NP_499181.1, NP_508935.2	
OG0001913	NP_491407.2	6183.Smp_162000.1
OG0001914	NP_491032.1	6183.Smp_038680.1
OG0001915	NP_502034.1	6183.Smp_210830.1
OG0001916	NP_508145.2	6183.Smp_005020.1
OG0001917	NP_497939.2	6183.Smp_153840.1
OG0001918	NP_492222.2	6183.Smp_175760.1
OG0001919	NP_502330.1	6183.Smp_211250.1
OG0001920	NP_504629.1	6183.Smp_157140.2
OG0001921	NP_501924.1	6183.Smp_008500.2
OG0001922	NP_498785.1	6183.Smp_140890.1
OG0001923	NP_493616.1	6183.Smp_210940.1
OG0001924	NP_508927.2	6183.Smp_128380.1
OG0001925	NP_502573.1	6183.Smp_166580.1
OG0001926	NP_490829.1	6183.Smp_061590.1
OG0001927	NP_496516.1	6183.Smp_197880.1
OG0001928	NP_490861.3	6183.Smp_138200.1
OG0001929	NP_500829.2	6183.Smp_150890.1
OG0001930	NP_499375.1	6183.Smp_033590.1
OG0001931	NP_498196.1	6183.Smp_088990.1
OG0001932	NP_509383.2	6183.Smp_132770.1
OG0001933	NP_492599.1	6183.Smp_142510.2
OG0001934	NP_501375.2	6183.Smp_093740.3
OG0001935	NP_504828.1	6183.Smp_148410.1
OG0001936	NP_507244.1	6183.Smp_170510.1
OG0001937	NP_498516.3	6183.Smp_133320.1
OG0001938	NP_501725.2	6183.Smp_130180.1
OG0001939	NP_496534.1	6183.Smp_163040.1
OG0001940	NP_509204.3	6183.Smp_163810.1
OG0001941	NP_492775.2	6183.Smp_143680.1
OG0001942	NP_494782.1	6183.Smp_162600.1
OG0001943	NP_499097.1	6183.Smp_161480.1
OG0001944	NP_501352.1	6183.Smp_052640.1
OG0001945	NP_498104.1	6183.Smp_055720.3
OG0001946	NP_491160.1	6183.Smp_167810.1
OG0001947	NP_506153.1	6183.Smp_126760.1
OG0001948	NP_498798.2	6183.Smp_105710.1
OG0001949	NP_497969.1	6183.Smp_180420.1
OG0001950	NP_496383.3	6183.Smp_151380.1
OG0001951	NP_501328.1	6183.Smp_180900.1
OG0001952	NP_498274.1	6183.Smp_097830.1
OG0001953	NP_504537.1, NP_505931.3	
OG0001954	NP_497422.3	6183.Smp_122960.1
OG0001955	NP_501035.1	6183.Smp_128770.1
OG0001956	NP_497006.1	6183.Smp_084740.1
OG0001957	NP_498392.2	6183.Smp_086460.1
OG0001958	NP_499067.3	6183.Smp_153250.1
OG0001959	NP_498020.1	6183.Smp_160770.1
OG0001960	NP_495269.1	6183.Smp_158300.1
OG0001961	NP_509268.1	6183.Smp_133700.1
OG0001962	NP_492781.2	6183.Smp_157940.1
OG0001963	NP_499172.1	6183.Smp_124110.1
OG0001964	NP_491217.1	6183.Smp_137380.1
OG0001965	NP_492266.2	6183.Smp_157920.1
OG0001966	NP_492518.2	6183.Smp_060420.1
OG0001967	NP_505210.2	6183.Smp_163560.1
OG0001968	NP_500157.2	6183.Smp_148480.1
OG0001969	NP_502299.1	6183.Smp_175430.1
OG0001970	NP_491953.1	6183.Smp_137430.1
OG0001971	NP_501179.1	6183.Smp_095470.1
OG0001972	NP_491733.2	6183.Smp_210340.1
OG0001973	NP_492446.3	6183.Smp_145600.1
OG0001974	NP_506126.2	6183.Smp_136110.1
OG0001975	NP_493625.4	6183.Smp_160060.1
OG0001976	NP_497198.1, NP_501231.1	
OG0001977	NP_495825.1	6183.Smp_147360.1
OG0001978	NP_504547.1	6183.Smp_148230.1
OG0001979	NP_502368.1	6183.Smp_001390.1
OG0001980	NP_497334.2	6183.Smp_145500.1
OG0001981	NP_491513.2	6183.Smp_161110.1
OG0001982	NP_492743.3	6183.Smp_133990.2
OG0001983	NP_491637.2	6183.Smp_144280.1
OG0001984	NP_495662.2	6183.Smp_131940.1
OG0001985	NP_505567.2	6183.Smp_064050.2
OG0001986	NP_498159.2	6183.Smp_006830.1
OG0001987	NP_502527.1, NP_502528.2	
OG0001988	NP_507238.1	6183.Smp_008490.1
OG0001989	NP_504245.3	6183.Smp_100030.1
OG0001990	NP_499558.1	6183.Smp_158140.1
OG0001991	NP_505995.2	6183.Smp_143430.1
OG0001992	NP_509282.4	6183.Smp_194590.1
OG0001993	NP_500267.1	6183.Smp_175660.1
OG0001994	NP_501841.1	6183.Smp_042810.1
OG0001995	NP_496793.1	6183.Smp_163190.1
OG0001996	NP_509661.1	6183.Smp_127180.1
OG0001997	NP_499594.2	6183.Smp_163340.1
OG0001998	NP_492674.2	6183.Smp_038940.1
OG0001999	NP_499796.2	6183.Smp_009550.1
OG0002000	NP_494840.1	6183.Smp_038930.1
OG0002001	NP_502178.1	6183.Smp_156880.1
OG0002002	NP_502354.2	6183.Smp_128740.1
OG0002003	NP_507877.1	6183.Smp_099310.1
OG0002004	NP_492449.2	6183.Smp_151050.1
OG0002005	NP_495549.1, NP_495550.1	
OG0002006	NP_496477.2	6183.Smp_124700.1
OG0002007	NP_508971.1	6183.Smp_047190.1
OG0002008	NP_490716.1	6183.Smp_128050.1
OG0002009	NP_506071.1	6183.Smp_083150.1
OG0002010	NP_494440.1	6183.Smp_082560.1
OG0002011	NP_502198.1	6183.Smp_161750.1
OG0002012	NP_509219.1	6183.Smp_211000.1
OG0002013	NP_501938.1	6183.Smp_029990.1
OG0002014	NP_502283.1	6183.Smp_151070.1
OG0002015	NP_508511.1	6183.Smp_135480.1
OG0002016	NP_492796.1	6183.Smp_126490.1
OG0002017	NP_501064.1	6183.Smp_000030.1
OG0002018	NP_496328.2	6183.Smp_125550.1
OG0002019	NP_491014.2	6183.Smp_170800.2
OG0002020	NP_491553.1	6183.Smp_052800.1
OG0002021	NP_506193.1	6183.Smp_032480.1
OG0002022	NP_505604.2	6183.Smp_048760.1
OG0002023	NP_498534.2	6183.Smp_211070.1
OG0002024	NP_498037.2	6183.Smp_087920.1
OG0002025	NP_501359.1	6183.Smp_035280.1
OG0002026	NP_501320.2	6183.Smp_137650.1
OG0002027	NP_494298.1	6183.Smp_017890.1
OG0002028	NP_506170.2	6183.Smp_057650.1
OG0002029	NP_510177.1	6183.Smp_029160.1
OG0002030	NP_497411.2	6183.Smp_052790.1
OG0002031	NP_500149.1	6183.Smp_210530.1
OG0002032	NP_494788.3	6183.Smp_142210.1
OG0002033	NP_502517.1	6183.Smp_050820.1
OG0002034	NP_491574.1	6183.Smp_144490.1
OG0002035	NP_502809.2	6183.Smp_146800.1
OG0002036	NP_506581.1	6183.Smp_132590.1
OG0002037	NP_495209.1	6183.Smp_128690.1
OG0002038	NP_508940.4	6183.Smp_124350.1
OG0002039	NP_495691.1	6183.Smp_030780.1
OG0002040	NP_496958.2	6183.Smp_133300.1
OG0002041	NP_491282.1, NP_492849.3	
OG0002042	NP_491250.1	6183.Smp_166240.1
OG0002043	NP_496178.1	6183.Smp_098450.1
OG0002044	NP_500974.2	6183.Smp_156450.2
OG0002045	NP_498494.2	6183.Smp_026250.3
OG0002046	NP_498555.1	6183.Smp_046680.1
OG0002047	NP_509973.1	6183.Smp_140330.1
OG0002048	NP_510336.3	6183.Smp_160470.1
OG0002049	NP_498346.2	6183.Smp_175250.1
OG0002050	NP_501496.2	6183.Smp_142180.1
OG0002051	NP_490888.2	6183.Smp_094050.2
OG0002052	NP_499883.1	6183.Smp_161130.1
OG0002053	NP_498068.1	6183.Smp_084870.1
OG0002054	NP_498698.1	6183.Smp_001170.1
OG0002055	NP_499880.3	6183.Smp_011980.1
OG0002056	NP_505626.1	6183.Smp_013560.1
OG0002057	NP_502704.1	6183.Smp_153480.1
OG0002058	NP_499143.1	6183.Smp_124950.1
OG0002059	NP_493620.2, NP_508850.2	
OG0002060	NP_507133.4	6183.Smp_035430.2
OG0002061	NP_502558.2	6183.Smp_075220.1
OG0002062	NP_495663.1	6183.Smp_143760.1
OG0002063	NP_497480.2	6183.Smp_136180.1
OG0002064	NP_504007.1	6183.Smp_143840.1
OG0002065	NP_500647.2	6183.Smp_211050.1
OG0002066	NP_506850.1	6183.Smp_057530.1
OG0002067	NP_503026.3	6183.Smp_148940.1
OG0002068	NP_498160.2	6183.Smp_127580.1
OG0002069	NP_501835.2	6183.Smp_161980.1
OG0002070	NP_493980.1	6183.Smp_003340.1
OG0002071	NP_496322.2	6183.Smp_194370.1
OG0002072	NP_506380.2	6183.Smp_147940.2
OG0002073	NP_503052.1	6183.Smp_146680.1
OG0002074	NP_498812.2	6183.Smp_167960.1
OG0002075	NP_491750.3	6183.Smp_021980.1
OG0002076	NP_505831.1	6183.Smp_128500.1
OG0002077	NP_501503.1	6183.Smp_169740.1
OG0002078	NP_498234.1	6183.Smp_088550.1
OG0002079	NP_500997.1	6183.Smp_129110.2
OG0002080	NP_507683.2	6183.Smp_082860.1
OG0002081	NP_508530.1	6183.Smp_000990.1
OG0002082	NP_505409.1, NP_505410.1	
OG0002083	NP_504292.2	6183.Smp_132350.1
OG0002084	NP_498634.1	6183.Smp_017640.1
OG0002085	NP_495990.1	6183.Smp_173320.1
OG0002086	NP_497566.3	6183.Smp_131650.1
OG0002087	NP_496760.1	6183.Smp_171660.1
OG0002088	NP_498762.2	6183.Smp_152400.1
OG0002089	NP_503151.1	6183.Smp_031000.2
OG0002090	NP_490715.1	6183.Smp_032510.1
OG0002091	NP_491590.1	6183.Smp_012340.1
OG0002092	NP_503178.2	6183.Smp_149960.1
OG0002093	NP_495238.2	6183.Smp_055900.3
OG0002094	NP_509496.3	6183.Smp_146100.1
OG0002095	NP_499044.1	6183.Smp_141490.1
OG0002096	NP_491266.1	6183.Smp_009540.1
OG0002097	NP_498026.1	6183.Smp_054750.1
OG0002098	NP_500156.2	6183.Smp_021550.1
OG0002099	NP_498688.1	6183.Smp_071610.1
OG0002100	NP_496226.2	6183.Smp_139510.1
OG0002101	NP_503353.2	6183.Smp_123520.1
OG0002102	NP_501399.1	6183.Smp_040970.1
OG0002103	NP_495618.1	6183.Smp_175220.1
OG0002104	NP_490830.3	6183.Smp_175950.1
OG0002105	NP_490958.1	6183.Smp_143020.1
OG0002106	NP_491710.2	6183.Smp_126520.1
OG0002107	NP_508866.1	6183.Smp_064750.1
OG0002108	NP_503036.1	6183.Smp_093100.1
OG0002109	NP_492116.1	6183.Smp_018150.1
OG0002110	NP_496136.1	6183.Smp_170110.1
OG0002111	NP_502067.2	6183.Smp_130450.1
OG0002112	NP_506695.2	6183.Smp_144850.1
OG0002113	NP_491691.1	6183.Smp_156000.2
OG0002114	NP_504952.1	6183.Smp_176840.1
OG0002115	NP_498117.3	6183.Smp_143110.1
OG0002116	NP_497310.2	6183.Smp_165040.1
OG0002117	NP_509421.2	6183.Smp_133790.1
OG0002118	NP_508458.1	6183.Smp_079800.1
OG0002119	NP_496492.1	6183.Smp_078710.1
OG0002120	NP_495439.2	6183.Smp_212500.1
OG0002121	NP_493723.3	6183.Smp_008580.1
OG0002122	NP_495171.1	6183.Smp_022630.1
OG0002123	NP_490749.1	6183.Smp_018530.2
OG0002124	NP_495336.1	6183.Smp_002180.1
OG0002125	NP_496560.1	6183.Smp_098850.1
OG0002126	NP_502267.1	6183.Smp_093820.1
OG0002127	NP_501046.1	6183.Smp_013070.1
OG0002128	NP_496224.2	6183.Smp_154980.1
OG0002129	NP_493396.1	6183.Smp_123130.1
OG0002130	NP_499368.1	6183.Smp_073220.1
OG0002131	NP_499749.1	6183.Smp_103320.1
OG0002132	NP_493544.2	6183.Smp_043200.1
OG0002133	NP_499173.1	6183.Smp_022140.1
OG0002134	NP_508943.3	6183.Smp_020540.2
OG0002135	NP_497606.4, NP_506610.1	
OG0002136	NP_491621.1, NP_495546.2	
OG0002137	NP_491842.2	6183.Smp_005640.1
OG0002138	NP_498411.1	6183.Smp_123510.1
OG0002139	NP_503733.1	6183.Smp_038870.1
OG0002140	NP_505616.2	6183.Smp_143030.1
OG0002141	NP_495006.2	6183.Smp_028630.1
OG0002142	NP_510324.2	6183.Smp_102400.1
OG0002143	NP_503013.2	6183.Smp_008620.1
OG0002144	NP_501065.2	6183.Smp_105680.1
OG0002145	NP_498362.1	6183.Smp_158600.1
OG0002146	NP_498003.2, NP_510238.2	
OG0002147	NP_508644.1	6183.Smp_133480.1
OG0002148	NP_498093.1	6183.Smp_040800.1
OG0002149	NP_495796.1	6183.Smp_041890.2
OG0002150	NP_492228.1	6183.Smp_150960.1
OG0002151	NP_500926.3, NP_500927.3	
OG0002152	NP_507940.1	6183.Smp_051260.1
OG0002153	NP_505736.2	6183.Smp_068110.1
OG0002154	NP_495679.1	6183.Smp_157150.1
OG0002155	NP_496239.2	6183.Smp_175840.1
OG0002156	NP_491303.3	6183.Smp_163100.1
OG0002157	NP_502195.3	6183.Smp_002230.1
OG0002158	NP_508208.2	6183.Smp_129990.1
OG0002159	NP_501233.1	6183.Smp_180370.1
OG0002160	NP_492458.1	6183.Smp_065610.1
OG0002161	NP_498267.3	6183.Smp_174990.1
OG0002162	NP_493554.1	6183.Smp_149450.1
OG0002163	NP_498078.2	6183.Smp_026700.1
OG0002164	NP_492379.1	6183.Smp_096200.1
OG0002165	NP_505653.1	6183.Smp_129630.1
OG0002166	NP_499516.1	6183.Smp_158840.1
OG0002167	NP_506243.1, NP_507692.1	
OG0002168	NP_505179.1	6183.Smp_054820.1
OG0002169	NP_499311.2	6183.Smp_126460.1
OG0002170	NP_495958.1	6183.Smp_131960.1
OG0002171	NP_501024.1, NP_508889.1	
OG0002172	NP_497788.1	6183.Smp_140080.1
OG0002173	NP_501917.2	6183.Smp_177790.1
OG0002174	NP_494366.2	6183.Smp_212000.1
OG0002175	NP_503392.3	6183.Smp_167950.1
OG0002176	NP_499256.2	6183.Smp_053100.1
OG0002177	NP_491341.1	6183.Smp_151510.1
OG0002178	NP_506358.3	6183.Smp_018460.1
OG0002179	NP_491986.1	6183.Smp_015780.1
OG0002180	NP_495959.2	6183.Smp_196350.1
OG0002181	NP_497777.1	6183.Smp_043350.1
OG0002182	NP_500364.2	6183.Smp_193790.1
OG0002183	NP_493066.1, NP_493067.2	
OG0002184	NP_494756.1	6183.Smp_088460.1
OG0002185	NP_496073.1	6183.Smp_131400.1
OG0002186	NP_505473.1	6183.Smp_161170.1
OG0002187	NP_509446.1	6183.Smp_061230.1
OG0002188	NP_504048.1, NP_506432.1	
OG0002189	NP_496407.1, NP_501272.2	
OG0002190	NP_505188.3	6183.Smp_123650.1
OG0002191	NP_495511.1, NP_495512.1	
