Orthogroup	Total	protein_mansoni	resultado_cel	resultado_dme	resultado_sce
OG0002511	4	6183.Smp_154230.2	NP_497591.1	AAF53289.2	NP_013741.1
OG0002513	4	6183.Smp_154270.1	NP_501857.1	AAF49102.2	NP_012925.3
OG0002514	4	6183.Smp_154340.1	NP_493740.1	AAF53839.2	NP_009532.1
OG0002515	4	6183.Smp_154420.1	NP_499260.1	NP_477042.1	NP_011309.1
OG0002516	4	6183.Smp_154470.1	NP_499926.1	NP_477423.1	NP_014271.3
OG0002520	4	6183.Smp_154980.1	NP_496224.2	NP_610095.1	NP_014849.3
OG0002521	4	6183.Smp_155480.1	NP_495087.1	NP_525106.2	NP_009713.1
OG0002524	4	6183.Smp_156270.1	NP_504567.1	AAF57374.1	NP_009973.1
OG0002526	4	6183.Smp_156450.2	NP_500974.2	AAF46314.1	NP_011944.2
OG0002527	4	6183.Smp_156570.1	NP_506824.1	NP_610200.1	NP_011404.1
OG0002529	4	6183.Smp_156670.1	NP_500523.4	NP_511124.1	NP_010141.1
OG0002530	4	6183.Smp_156780.1	NP_498756.1	AAF47877.3	NP_014565.2
OG0002531	4	6183.Smp_156920.1	NP_497062.1	AAF55204.2	NP_011787.4
OG0002532	4	6183.Smp_156990.1	NP_492357.2	AAF50197.2	NP_015283.1
OG0002533	4	6183.Smp_157410.1	NP_491363.1	AAF47942.3	NP_012980.1
OG0002534	4	6183.Smp_157510.1	NP_495019.1	NP_610928.1	NP_010929.3
OG0002536	4	6183.Smp_157710.1	NP_501500.1	AAF49901.1	NP_010856.1
OG0002538	4	6183.Smp_157920.1	NP_492266.2	NP_608841.1	NP_014074.1
OG0002539	4	6183.Smp_158130.1	NP_490931.1	AAF53257.2	NP_011521.1
OG0002540	4	6183.Smp_158140.1	NP_499558.1	AAF53813.2	NP_013335.1
OG0002542	4	6183.Smp_158300.1	NP_495269.1	AAF59046.2	NP_013939.1
OG0002543	4	6183.Smp_158380.1	NP_491780.1	AAF55639.1	NP_012242.1
OG0002545	4	6183.Smp_158600.1	NP_498362.1	NP_524494.1	NP_011493.1
OG0002546	4	6183.Smp_158610.2	NP_496802.2	AAF55260.3	NP_015243.1
OG0002548	4	6183.Smp_158840.1	NP_499516.1	NP_611851.1	NP_012175.1
OG0002551	4	6183.Smp_159870.1	NP_501798.1	Q9VJZ7.1	NP_010372.3
OG0002554	4	6183.Smp_160090.1	NP_504838.1	AAF50654.1	NP_011792.1
OG0002555	4	6183.Smp_160420.1	NP_495125.1	AAF57129.1	NP_012749.1
OG0002557	4	6183.Smp_160530.1	NP_496829.1	CAA15684.1	NP_014307.1
OG0002558	4	6183.Smp_160580.1	NP_510669.1	AAF55022.1	NP_011594.3
OG0002559	4	6183.Smp_160770.1	NP_498020.1	NP_608996.1	NP_012912.1
OG0002564	4	6183.Smp_161350.1	NP_496837.1	AAF56483.1	NP_009560.1
OG0002565	4	6183.Smp_161380.1	NP_496592.1	NP_476821.1	NP_014975.2
OG0002566	4	6183.Smp_161590.1	NP_505071.1	AAF54441.1	NP_014427.1
OG0002568	4	6183.Smp_161940.1	NP_493356.2	AAF50127.2	NP_011081.1
OG0002569	4	6183.Smp_161980.1	NP_501835.2	XP_081229.1	NP_014621.1
OG0002571	4	6183.Smp_162270.1	NP_503029.2	AAF53985.1	NP_012355.1
OG0002572	4	6183.Smp_162630.1	NP_501800.1	NP_477310.2	NP_012712.1
OG0002573	4	6183.Smp_162880.1	NP_493169.2	Q9VZS6.2	NP_010935.1
OG0002574	4	6183.Smp_162890.1	NP_494393.2	NP_523428.1	NP_012551.2
OG0002575	4	6183.Smp_162920.1	NP_506393.1	AAF59351.3	NP_014722.1
OG0002577	4	6183.Smp_163100.1	NP_491303.3	AAF48097.3	NP_013244.1
OG0002578	4	6183.Smp_163190.1	NP_496793.1	AAC95521.1	NP_011100.1
OG0002582	4	6183.Smp_163850.1	NP_498713.3	AAF45376.2	NP_015365.1
OG0002585	4	6183.Smp_164540.1	NP_502165.2	NP_609490.1	NP_010883.3
OG0002586	4	6183.Smp_164610.1	NP_506423.1	AAF51964.1	NP_011095.1
OG0002587	4	6183.Smp_164650.1	NP_491411.1	NP_477014.1	NP_010232.1
OG0002588	4	6183.Smp_164770.1	NP_490885.3	AAF46252.2	NP_015176.1
OG0002591	4	6183.Smp_165330.1	NP_491713.2	AAF49823.2	NP_014905.1
OG0002594	4	6183.Smp_165560.1	NP_497896.1	AAF47170.1	NP_014620.1
OG0002595	4	6183.Smp_165580.1	NP_499487.1	AAF50150.1	NP_012123.1
OG0002597	4	6183.Smp_165900.1	NP_506513.1	NP_609566.1	NP_010405.3
OG0002598	4	6183.Smp_165980.1	NP_491427.1	Q9VD25.1	NP_014400.1
OG0002599	4	6183.Smp_166310.1	NP_498725.1	NP_476712.1	NP_013962.1
OG0002600	4	6183.Smp_166430.1	NP_492130.1	NP_524396.1	NP_015147.1
OG0002602	4	6183.Smp_166580.1	NP_502573.1	NP_477150.1	NP_010664.3
OG0002603	4	6183.Smp_166680.1	NP_498119.1	Q9V784.2	NP_014372.1
OG0002604	4	6183.Smp_166830.1	NP_498051.1	AAF54183.1	NP_009976.1
OG0002605	4	6183.Smp_166840.1	NP_493426.2	NP_476956.3	NP_011790.1
OG0002606	4	6183.Smp_166980.1	NP_499814.1	NP_523391.3	NP_013963.1
OG0002607	4	6183.Smp_167150.1	NP_498096.2	NP_523783.1	NP_013064.1
OG0002609	4	6183.Smp_167210.1	NP_509772.1	AAF52423.4	NP_010744.3
OG0002610	4	6183.Smp_167220.1	NP_505525.1	AAF56796.2	NP_014619.1
OG0002611	4	6183.Smp_167330.1	NP_509821.1	AAF54308.2	NP_011760.3
OG0002612	4	6183.Smp_167550.1	NP_502693.2	AAF50219.2	NP_012498.1
OG0002613	4	6183.Smp_167570.1	NP_505509.1	AAF46749.2	NP_011086.3
OG0002616	4	6183.Smp_168050.1	NP_499157.2	AAF51022.2	NP_012505.1
OG0002617	4	6183.Smp_168330.1	NP_508272.1	AAF49531.2	NP_009813.1
OG0002618	4	6183.Smp_168370.1	NP_509554.2	AAF48943.3	NP_009359.1
OG0002619	4	6183.Smp_168520.1	NP_497782.1	AAF51695.2	NP_013254.1
OG0002620	4	6183.Smp_168660.1	NP_502593.2	AAF46286.2	NP_010225.1
OG0002621	4	6183.Smp_169030.1	NP_499478.2	NP_611176.1	NP_009953.1
OG0002622	4	6183.Smp_169060.1	NP_492363.1	AAF49331.1	NP_015504.1
OG0002624	4	6183.Smp_169180.1	NP_501120.1	AAF52899.1	NP_012915.3
OG0002627	4	6183.Smp_169770.1	NP_491700.2	AAF46094.1	NP_013189.1
OG0002629	4	6183.Smp_169870.1	NP_495704.1	Q9VCR7.2	NP_010000.1
OG0002630	4	6183.Smp_169980.1	NP_495701.2	AAF55703.2	NP_011946.1
OG0002631	4	6183.Smp_169990.1	NP_501354.1	AAF49092.1	NP_010805.1
OG0002632	4	6183.Smp_170110.1	NP_496136.1	AAF57691.2	NP_012455.1
OG0002634	4	6183.Smp_170230.1	NP_495237.1	NP_610003.1	NP_012270.1
OG0002636	4	6183.Smp_170570.1	NP_504495.1	AAF56816.1	NP_013667.1
OG0002637	4	6183.Smp_170590.1	NP_493507.1	AAF54604.1	NP_010491.4
OG0002638	4	6183.Smp_170690.1	NP_502669.2	AAF50820.2	NP_013243.1
OG0002639	4	6183.Smp_170950.1	NP_492346.2	AAF54268.1	NP_012656.1
OG0002642	4	6183.Smp_171120.1	NP_499652.1	AAF55859.1	NP_015080.1
OG0002643	4	6183.Smp_171150.1	NP_498112.1	AAF58030.1	NP_009691.1
OG0002644	4	6183.Smp_171160.1	NP_492284.2	AAF58487.2	NP_014639.1
OG0002645	4	6183.Smp_171230.1	NP_504457.2	AAF52058.2	NP_012138.1
OG0002646	4	6183.Smp_171260.1	NP_495711.1	AAM11153.1	NP_009745.2
OG0002653	4	6183.Smp_171710.1	NP_496331.1	NP_610995.1	NP_116687.1
OG0002654	4	6183.Smp_171830.1	NP_496062.3	NP_611646.1	NP_116655.1
OG0002656	4	6183.Smp_171880.1	NP_502332.1	AAF50660.1	NP_009399.2
OG0002658	4	6183.Smp_172090.1	NP_499587.1	AAF54055.2	NP_013344.1
OG0002660	4	6183.Smp_172510.1	NP_499759.2	AAF47301.1	NP_014172.1
OG0002661	4	6183.Smp_172530.1	NP_490962.1	NP_477185.1	NP_015344.1
OG0002665	4	6183.Smp_173180.2	NP_499457.1	NP_536733.1	NP_009364.1
OG0002666	4	6183.Smp_173330.1	NP_495180.2	AAF46816.4	NP_012381.1
OG0002668	4	6183.Smp_173810.1	NP_492591.1	NP_476880.1	NP_011325.1
OG0002669	4	6183.Smp_173840.1	NP_504558.1	AAF56205.1	NP_010277.1
OG0002672	4	6183.Smp_174130.1	NP_500037.2	AAF50323.1	NP_011576.1
OG0002673	4	6183.Smp_174370.1	NP_505625.1	AAF50032.1	NP_012778.1
OG0002675	4	6183.Smp_174450.1	NP_508970.1	NP_477222.1	NP_011800.3
OG0002676	4	6183.Smp_174680.1	NP_496307.1	AAF55111.1	NP_012730.1
OG0002677	4	6183.Smp_175200.1	NP_507972.1	AAF55495.2	NP_011067.3
OG0002679	4	6183.Smp_175230.1	NP_492364.1	P17719.3	NP_014879.1
OG0002681	4	6183.Smp_175320.1	NP_505855.2	AAF46062.3	NP_116628.1
OG0002682	4	6183.Smp_175420.1	NP_498755.1	Q9VCA9.1	NP_013167.1
OG0002683	4	6183.Smp_175750.1	NP_498715.1	AAF55854.3	NP_014231.1
OG0002684	4	6183.Smp_176060.1	NP_491231.2	AAF48687.2	NP_011700.1
OG0002686	4	6183.Smp_176270.1	NP_505968.1	NP_523582.4	NP_013126.1
OG0002687	4	6183.Smp_176290.1	NP_500619.1	NP_611967.1	NP_015228.1
OG0002688	4	6183.Smp_176340.1	NP_493645.1	AAF46204.1	NP_015003.1
OG0002691	4	6183.Smp_176440.1	NP_506259.2	AAF56933.1	NP_014755.1
OG0002692	4	6183.Smp_176530.1	NP_499234.2	AAF53728.1	NP_013910.1
OG0002695	4	6183.Smp_177040.1	NP_491783.1	AAF57928.1	NP_009558.2
OG0002696	4	6183.Smp_177080.1	NP_495010.2	AAF47719.1	NP_011450.1
OG0002699	4	6183.Smp_178260.1	NP_499437.2	AAF55908.2	NP_014297.3
OG0002700	4	6183.Smp_178700.1	NP_499296.2	AAF51953.1	NP_015324.1
OG0002701	4	6183.Smp_178750.1	NP_503060.1	NP_524026.1	NP_012897.3
OG0002702	4	6183.Smp_178920.1	NP_502120.1	AAK93197.1	NP_010251.1
OG0002704	4	6183.Smp_180010.1	NP_492215.1	AAF54829.1	NP_013490.3
OG0002705	4	6183.Smp_180060.1	NP_498128.1	AAF46199.2	NP_014768.2
OG0002707	4	6183.Smp_180370.1	NP_501233.1	NP_609711.1	NP_011661.2
OG0002708	4	6183.Smp_180400.1	NP_492694.1	NP_524941.3	NP_014245.1
OG0002709	4	6183.Smp_180420.1	NP_497969.1	AAF46140.1	NP_011631.1
OG0002711	4	6183.Smp_180900.1	NP_501328.1	AAF50264.2	NP_010443.3
OG0002712	4	6183.Smp_181240.1	NP_497510.2	AAF56239.2	NP_009473.2
OG0002713	4	6183.Smp_181380.1	NP_495413.1	AAF54971.1	NP_012259.3
OG0002714	4	6183.Smp_181480.1	NP_498345.1	AAF54397.2	NP_015295.1
OG0002715	4	6183.Smp_186640.1	NP_502661.3	AAF54941.1	NP_013513.3
OG0002716	4	6183.Smp_186650.1	NP_496336.1	NP_477005.1	NP_012230.3
OG0002717	4	6183.Smp_186980.1	NP_491168.1	NP_523765.1	NP_012809.1
OG0002719	4	6183.Smp_193790.1	NP_500364.2	AAF49406.2	NP_009919.3
OG0002720	4	6183.Smp_194160.1	NP_497837.1	NP_608785.2	NP_015165.1
OG0002721	4	6183.Smp_194590.1	NP_509282.4	AAF52254.1	NP_010772.1
OG0002722	4	6183.Smp_194620.1	NP_493229.1	AAF56565.1	NP_012410.1
OG0002723	4	6183.Smp_194820.1	NP_492438.1	NP_476661.1	NP_011352.1
OG0002724	4	6183.Smp_194930.1	NP_497068.2	AAF45410.1	NP_444296.1
OG0002725	4	6183.Smp_196120.1	NP_496491.1	NP_610161.1	NP_011967.1
OG0002726	4	6183.Smp_196160.1	NP_492330.2	AAF48965.2	NP_014779.1
OG0002728	4	6183.Smp_196960.1	NP_506560.1	AAF54134.2	NP_014516.1
OG0002731	4	6183.Smp_198420.1	NP_493272.1	P56538	NP_015341.1
OG0002733	4	6183.Smp_198680.1	NP_497205.1	NP_524796.1	NP_014678.1
OG0002734	4	6183.Smp_198690.1	NP_504496.1	NP_524711.1	NP_013580.1
OG0002736	4	6183.Smp_198850.1	NP_498052.1	AAF55927.1	NP_015323.1
OG0002737	4	6183.Smp_198940.1	NP_506713.1	NP_608347.1	NP_010179.1
OG0002738	4	6183.Smp_199100.1	NP_497182.2	NP_477178.1	NP_011098.3
OG0002739	4	6183.Smp_199130.1	NP_495016.1	AAF55646.2	NP_011853.1
OG0002743	4	6183.Smp_199730.1	NP_496402.1	NP_611855.1	NP_011068.1
OG0002744	4	6183.Smp_200410.1	NP_491532.3	NP_477367.1	NP_014717.2
OG0002746	4	6183.Smp_200920.1	NP_495811.1	AAF45418.2	NP_015194.1
OG0002748	4	6183.Smp_204730.1	NP_501318.1	AAF52936.2	NP_010991.3
OG0002749	4	6183.Smp_204770.1	NP_499264.1	AAF46159.1	NP_014398.1
OG0002751	4	6183.Smp_207000.1	NP_498632.1	NP_524938.1	NP_012997.3
OG0002752	4	6183.Smp_207020.1	NP_490865.4	AAF49328.2	NP_011051.3
OG0002754	4	6183.Smp_207080.1	NP_506571.1	Q9XZJ4.2	NP_011504.3
OG0002755	4	6183.Smp_208010.1	NP_500367.1	XP_081633.1	NP_012503.2
OG0002756	4	6183.Smp_210190.1	NP_491640.1	AAF57398.1	NP_014430.1
OG0002757	4	6183.Smp_210260.1	NP_498690.2	NP_476833.1	NP_014436.1
OG0002759	4	6183.Smp_210420.1	NP_505571.1	AAF55178.1	NP_014758.3
OG0002760	4	6183.Smp_210460.1	NP_505679.2	AAF57848.2	NP_011274.2
OG0002761	4	6183.Smp_210480.1	NP_490725.3	NP_608376.1	NP_011001.1
OG0002762	4	6183.Smp_210630.1	NP_500569.1	NP_524519.1	NP_014631.1
OG0002763	4	6183.Smp_210650.1	NP_509306.2	AAF48272.1	NP_012367.2
OG0002765	4	6183.Smp_210740.1	NP_491066.1	NP_523968.1	NP_012599.3
OG0002767	4	6183.Smp_210770.1	NP_501644.1	Q9W552.1	NP_012482.1
OG0002768	4	6183.Smp_210830.1	NP_502034.1	NP_609807.1	NP_014252.2
OG0002769	4	6183.Smp_210890.1	NP_501801.1	XP_079890.1	NP_009565.1
OG0002770	4	6183.Smp_210960.1	NP_496289.2	NP_610024.1	NP_013611.1
OG0002771	4	6183.Smp_211070.1	NP_498534.2	NP_610913.1	NP_015391.1
OG0002772	4	6183.Smp_211090.1	NP_500737.1	NP_609617.1	NP_011372.3
OG0002773	4	6183.Smp_211170.1	NP_499538.2	NP_524320.1	NP_010429.1
OG0002774	4	6183.Smp_211330.1	NP_498646.1	P23128.3	NP_010121.1
OG0002775	4	6183.Smp_212080.1	NP_502295.1	AAF52603.4	NP_014102.1
OG0002776	4	6183.Smp_212140.1	NP_506486.1	AAF55525.1	NP_010206.1
OG0002777	4	6183.Smp_212190.1	NP_506579.1	NP_609118.1	NP_014328.3
OG0002778	4	6183.Smp_212490.1	NP_502144.1	NP_610414.1	NP_010086.2
OG0002779	4	6183.Smp_212500.1	NP_495439.2	AAF47228.1	NP_010552.3
OG0002780	4	6183.Smp_212570.1	NP_491483.4	AAF47364.2	NP_014736.1
OG0002781	4	6183.Smp_212580.2	NP_499610.1	AAF48392.2	NP_015266.1
OG0002782	4	6183.Smp_900000.1	NP_006961.1	NP_008278.1	NP_009305.1
OG0002783	4	6183.Smp_900010.1	NP_006962.1	NP_008279.1	NP_009326.1
OG0002784	4	6183.Smp_900060.1	NP_006959.1	NP_008282.1	NP_009328.1
