Orthogroup	Total	protein_mansoni	resultado_cel
OG0002997	2	6183.Smp_127180.1	NP_510658.1
OG0002998	2	6183.Smp_127280.1	NP_505828.3
OG0002999	2	6183.Smp_127340.1	NP_498423.1
OG0003000	2	6183.Smp_127380.1	NP_491766.2
OG0003003	2	6183.Smp_127580.1	NP_498160.2
OG0003004	2	6183.Smp_127660.1	NP_493581.1
OG0003005	2	6183.Smp_127680.1	NP_510431.1
OG0003006	2	6183.Smp_127730.1	NP_508280.1
OG0003010	2	6183.Smp_127890.1	NP_509673.1
OG0003011	2	6183.Smp_127940.1	NP_492258.1
OG0003012	2	6183.Smp_128050.1	NP_490716.1
OG0003013	2	6183.Smp_128120.1	NP_492104.2
OG0003015	2	6183.Smp_128300.1	NP_505061.1
OG0003016	2	6183.Smp_128310.1	NP_503359.2
OG0003017	2	6183.Smp_128380.1	NP_509693.2
OG0003018	2	6183.Smp_128420.1	NP_493346.1
OG0003019	2	6183.Smp_128500.1	NP_505831.1
OG0003021	2	6183.Smp_128570.1	NP_493364.1
OG0003022	2	6183.Smp_128610.1	NP_493394.1
OG0003023	2	6183.Smp_128680.1	NP_497259.1
OG0003024	2	6183.Smp_128690.1	NP_495209.1
OG0003025	2	6183.Smp_128740.1	NP_502354.2
OG0003026	2	6183.Smp_128770.1	NP_501035.1
OG0003027	2	6183.Smp_128810.1	NP_496426.1
OG0003028	2	6183.Smp_128840.1	NP_491093.1
OG0003029	2	6183.Smp_128890.2	NP_499653.1
OG0003030	2	6183.Smp_128960.1	NP_500378.1
OG0003031	2	6183.Smp_129110.2	NP_500997.1
OG0003032	2	6183.Smp_129130.1	NP_497810.1
OG0003033	2	6183.Smp_129140.2	NP_499247.2
OG0003035	2	6183.Smp_129210.1	NP_493528.1
OG0003038	2	6183.Smp_129320.1	NP_492303.1
OG0003039	2	6183.Smp_129340.1	NP_499755.1
OG0003041	2	6183.Smp_129420.1	NP_506131.1
OG0003042	2	6183.Smp_129430.1	NP_492441.1
OG0003043	2	6183.Smp_129500.1	NP_496872.1
OG0003045	2	6183.Smp_129630.1	NP_505653.1
OG0003046	2	6183.Smp_129670.1	NP_505955.1
OG0003047	2	6183.Smp_129760.1	NP_506870.1
OG0003048	2	6183.Smp_129770.1	NP_494276.2
OG0003049	2	6183.Smp_129950.1	NP_492671.1
OG0003050	2	6183.Smp_130000.1	NP_492196.1
OG0003051	2	6183.Smp_130030.1	NP_493619.1
OG0003052	2	6183.Smp_130040.1	NP_492790.1
OG0003053	2	6183.Smp_130110.1	NP_491977.1
OG0003054	2	6183.Smp_130180.1	NP_501725.2
OG0003055	2	6183.Smp_130340.1	NP_508177.2
OG0003057	2	6183.Smp_130450.1	NP_502067.2
OG0003058	2	6183.Smp_130470.1	NP_491426.2
OG0003059	2	6183.Smp_130490.1	NP_499930.2
OG0003060	2	6183.Smp_130510.1	NP_506266.2
OG0003061	2	6183.Smp_130610.1	NP_496448.1
OG0003063	2	6183.Smp_130680.1	NP_498047.2
OG0003066	2	6183.Smp_130740.1	NP_492190.2
OG0003067	2	6183.Smp_130790.2	NP_492350.1
OG0003068	2	6183.Smp_130800.1	NP_498519.1
OG0003069	2	6183.Smp_130850.1	NP_492384.1
OG0003070	2	6183.Smp_130900.1	NP_505985.1
OG0003071	2	6183.Smp_130980.1	NP_506615.2
OG0003073	2	6183.Smp_131070.1	NP_499379.2
OG0003074	2	6183.Smp_131090.1	NP_497616.1
OG0003075	2	6183.Smp_131100.1	NP_500581.1
OG0003076	2	6183.Smp_131150.1	NP_496283.1
OG0003077	2	6183.Smp_131190.1	NP_495301.1
OG0003078	2	6183.Smp_131220.1	NP_495221.1
OG0003079	2	6183.Smp_131360.1	NP_491652.1
OG0003081	2	6183.Smp_131400.1	NP_496073.1
OG0003082	2	6183.Smp_131460.1	NP_495664.1
OG0003083	2	6183.Smp_131560.1	NP_492423.2
OG0003084	2	6183.Smp_131570.1	NP_495929.1
OG0003085	2	6183.Smp_131650.1	NP_497566.3
OG0003086	2	6183.Smp_131660.1	NP_500841.1
OG0003087	2	6183.Smp_131670.1	NP_502081.1
OG0003088	2	6183.Smp_131690.1	NP_510082.1
OG0003089	2	6183.Smp_131700.1	NP_506014.1
OG0003090	2	6183.Smp_131770.1	NP_497743.1
OG0003091	2	6183.Smp_131800.1	NP_507517.2
OG0003092	2	6183.Smp_131860.1	NP_495800.1
OG0003093	2	6183.Smp_131870.1	NP_509298.1
OG0003094	2	6183.Smp_131960.1	NP_495958.1
OG0003095	2	6183.Smp_132020.1	NP_496075.1
OG0003096	2	6183.Smp_132030.1	NP_501593.1
OG0003097	2	6183.Smp_132170.1	NP_496969.2
OG0003098	2	6183.Smp_132210.1	NP_492376.1
OG0003099	2	6183.Smp_132300.1	NP_497178.1
OG0003100	2	6183.Smp_132350.1	NP_504292.2
OG0003101	2	6183.Smp_132450.2	NP_493305.1
OG0003102	2	6183.Smp_132540.1	NP_510437.2
OG0003103	2	6183.Smp_132590.1	NP_506581.1
OG0003104	2	6183.Smp_132620.2	NP_495161.1
OG0003105	2	6183.Smp_132640.1	NP_496711.1
OG0003106	2	6183.Smp_132690.1	NP_501067.1
OG0003107	2	6183.Smp_132720.1	NP_492569.2
OG0003109	2	6183.Smp_132870.1	NP_502122.1
OG0003110	2	6183.Smp_132940.1	NP_502796.1
OG0003112	2	6183.Smp_133050.1	NP_499846.2
OG0003113	2	6183.Smp_133110.1	NP_503148.1
OG0003114	2	6183.Smp_133120.2	NP_506478.1
OG0003115	2	6183.Smp_133180.2	NP_509054.1
OG0003116	2	6183.Smp_133230.1	NP_502795.2
OG0003117	2	6183.Smp_133270.1	NP_506144.1
OG0003118	2	6183.Smp_133280.1	NP_498035.1
OG0003119	2	6183.Smp_133320.1	NP_498516.3
OG0003120	2	6183.Smp_133350.1	NP_499919.1
OG0003121	2	6183.Smp_133370.1	NP_495273.1
OG0003122	2	6183.Smp_133390.1	NP_492189.2
OG0003123	2	6183.Smp_133440.1	NP_492768.1
OG0003125	2	6183.Smp_133470.1	NP_497077.2
OG0003126	2	6183.Smp_133540.1	NP_502296.1
OG0003127	2	6183.Smp_133590.1	NP_508464.2
OG0003128	2	6183.Smp_133600.1	NP_499844.1
OG0003130	2	6183.Smp_133700.1	NP_509268.1
OG0003131	2	6183.Smp_133790.1	NP_509421.2
OG0003132	2	6183.Smp_133820.1	NP_493378.1
OG0003134	2	6183.Smp_133850.1	NP_491116.2
OG0003136	2	6183.Smp_133940.1	NP_492912.1
OG0003137	2	6183.Smp_133990.2	NP_492743.3
OG0003138	2	6183.Smp_134010.1	NP_503138.1
OG0003139	2	6183.Smp_134020.1	NP_491526.1
OG0003140	2	6183.Smp_134050.1	NP_498789.2
OG0003141	2	6183.Smp_134060.1	NP_494781.1
OG0003142	2	6183.Smp_134250.1	NP_501491.4
OG0003143	2	6183.Smp_134350.1	NP_491990.1
OG0003144	2	6183.Smp_134360.1	NP_491031.2
OG0003145	2	6183.Smp_134390.1	NP_510623.1
OG0003146	2	6183.Smp_134400.1	NP_499570.1
OG0003147	2	6183.Smp_134420.1	NP_495470.1
OG0003148	2	6183.Smp_134440.2	NP_496968.1
OG0003150	2	6183.Smp_134500.1	NP_493343.1
OG0003151	2	6183.Smp_134570.1	NP_509975.1
OG0003152	2	6183.Smp_134590.1	NP_492094.1
OG0003153	2	6183.Smp_134650.1	NP_507243.2
OG0003154	2	6183.Smp_134670.2	NP_495843.1
OG0003155	2	6183.Smp_134690.1	NP_491746.1
OG0003156	2	6183.Smp_134820.1	NP_510535.2
OG0003157	2	6183.Smp_134830.1	NP_493393.1
OG0003158	2	6183.Smp_134850.1	NP_499453.3
OG0003159	2	6183.Smp_134880.1	NP_493639.1
OG0003160	2	6183.Smp_134890.1	NP_499429.1
OG0003161	2	6183.Smp_134910.1	NP_510253.1
OG0003162	2	6183.Smp_135100.1	NP_501418.1
OG0003163	2	6183.Smp_135120.1	NP_496956.1
OG0003165	2	6183.Smp_135160.1	NP_501053.2
OG0003166	2	6183.Smp_135210.1	NP_502737.3
OG0003167	2	6183.Smp_135260.1	NP_491454.2
OG0003168	2	6183.Smp_135280.1	NP_493386.1
OG0003169	2	6183.Smp_135360.1	NP_491714.1
OG0003170	2	6183.Smp_135480.1	NP_508511.1
OG0003171	2	6183.Smp_135500.1	NP_491544.3
OG0003173	2	6183.Smp_135660.1	NP_510384.2
OG0003174	2	6183.Smp_135770.1	NP_493007.2
OG0003175	2	6183.Smp_135790.1	NP_495155.4
OG0003176	2	6183.Smp_136010.1	NP_495256.1
OG0003177	2	6183.Smp_136030.1	NP_495228.1
OG0003178	2	6183.Smp_136110.1	NP_506126.2
OG0003179	2	6183.Smp_136180.1	NP_497480.2
OG0003180	2	6183.Smp_136260.2	NP_496479.1
OG0003181	2	6183.Smp_136270.1	NP_495088.1
OG0003182	2	6183.Smp_136280.1	NP_492769.1
OG0003183	2	6183.Smp_136290.1	NP_498984.1
OG0003184	2	6183.Smp_136400.1	NP_499095.1
OG0003185	2	6183.Smp_136470.1	NP_494723.1
OG0003186	2	6183.Smp_136520.1	NP_499239.1
OG0003187	2	6183.Smp_136710.1	NP_499385.3
OG0003188	2	6183.Smp_136750.1	NP_499447.2
OG0003189	2	6183.Smp_136770.1	NP_498287.1
OG0003191	2	6183.Smp_136950.1	NP_504832.1
OG0003192	2	6183.Smp_136970.1	NP_491486.1
OG0003193	2	6183.Smp_137000.1	NP_497836.2
OG0003194	2	6183.Smp_137020.1	NP_497582.3
OG0003195	2	6183.Smp_137040.1	NP_499392.1
OG0003196	2	6183.Smp_137140.1	NP_508796.2
OG0003197	2	6183.Smp_137160.1	NP_497274.3
OG0003198	2	6183.Smp_137190.1	NP_495183.1
OG0003199	2	6183.Smp_137210.1	NP_491525.1
OG0003200	2	6183.Smp_137230.1	NP_502142.1
OG0003201	2	6183.Smp_137380.1	NP_491217.1
OG0003202	2	6183.Smp_137390.1	NP_496320.4
OG0003203	2	6183.Smp_137430.1	NP_491953.1
OG0003204	2	6183.Smp_137590.1	NP_497843.1
OG0003205	2	6183.Smp_137650.1	NP_501320.2
OG0003206	2	6183.Smp_137870.1	NP_498027.2
OG0003207	2	6183.Smp_137910.1	NP_493532.2
OG0003208	2	6183.Smp_137920.1	NP_497000.1
OG0003210	2	6183.Smp_138200.1	NP_490861.3
OG0003212	2	6183.Smp_138420.2.1	NP_509530.2
OG0003213	2	6183.Smp_138430.1	NP_506125.1
OG0003214	2	6183.Smp_138450.1	NP_494841.3
OG0003215	2	6183.Smp_138500.1	NP_509761.2
OG0003216	2	6183.Smp_138520.1	NP_498699.1
OG0003217	2	6183.Smp_138590.1	NP_498626.2
OG0003218	2	6183.Smp_138640.1	NP_501912.1
OG0003219	2	6183.Smp_138670.1	NP_491381.1
OG0003221	2	6183.Smp_138760.1	NP_495015.1
OG0003223	2	6183.Smp_138840.1	NP_498105.1
OG0003224	2	6183.Smp_138880.1	NP_508446.1
OG0003225	2	6183.Smp_138910.1	NP_508229.1
OG0003226	2	6183.Smp_138920.1	NP_507507.1
OG0003227	2	6183.Smp_138930.2	NP_498596.1
OG0003228	2	6183.Smp_138960.1	NP_502339.1
OG0003230	2	6183.Smp_139200.1	NP_497731.1
OG0003231	2	6183.Smp_139220.1	NP_493572.2
OG0003232	2	6183.Smp_139230.1	NP_498722.1
OG0003234	2	6183.Smp_139340.1	NP_493376.1
OG0003235	2	6183.Smp_139360.1	NP_492181.1
OG0003236	2	6183.Smp_139720.1	NP_503070.2
OG0003238	2	6183.Smp_140080.1	NP_497788.1
OG0003239	2	6183.Smp_140180.1	NP_491892.1
OG0003240	2	6183.Smp_140290.1	NP_492327.1
OG0003241	2	6183.Smp_140330.1	NP_509973.1
OG0003243	2	6183.Smp_140440.1	NP_500791.2
OG0003244	2	6183.Smp_140480.1	NP_496152.1
OG0003245	2	6183.Smp_140490.1	NP_509347.1
OG0003246	2	6183.Smp_140530.1	NP_500069.1
OG0003247	2	6183.Smp_140610.1	NP_506191.1
OG0003248	2	6183.Smp_140680.1	NP_502166.1
OG0003249	2	6183.Smp_140690.1	NP_492476.1
OG0003250	2	6183.Smp_140770.1	NP_497295.1
OG0003251	2	6183.Smp_140890.1	NP_498785.1
OG0003252	2	6183.Smp_140900.2	NP_502127.1
OG0003254	2	6183.Smp_141100.1	NP_499359.3
OG0003255	2	6183.Smp_141150.1	NP_494808.1
OG0003256	2	6183.Smp_141220.1	NP_505118.1
OG0003257	2	6183.Smp_141240.1	NP_502432.1
OG0003259	2	6183.Smp_141330.1	NP_494763.1
OG0003260	2	6183.Smp_141360.1	NP_505977.1
OG0003261	2	6183.Smp_141380.1	NP_495185.1
OG0003263	2	6183.Smp_141470.1	NP_502547.2
OG0003264	2	6183.Smp_141520.1	NP_501262.1
OG0003265	2	6183.Smp_141580.1	NP_499145.2
OG0003266	2	6183.Smp_141600.1	NP_510427.2
OG0003267	2	6183.Smp_141630.1	NP_497853.1
OG0003268	2	6183.Smp_141660.1	NP_491193.2
OG0003269	2	6183.Smp_141680.1	NP_492597.1
OG0003270	2	6183.Smp_141720.1	NP_500402.1
OG0003271	2	6183.Smp_141770.1	NP_494721.1
OG0003272	2	6183.Smp_141820.3	NP_492675.1
OG0003273	2	6183.Smp_141860.1	NP_498087.1
OG0003274	2	6183.Smp_141880.1	NP_493666.2
OG0003275	2	6183.Smp_141970.1	NP_495009.1
OG0003276	2	6183.Smp_142010.2	NP_500396.2
OG0003278	2	6183.Smp_142190.1	NP_501935.1
OG0003279	2	6183.Smp_142210.1	NP_494788.3
OG0003280	2	6183.Smp_142270.1	NP_492034.1
OG0003281	2	6183.Smp_142510.2	NP_492599.1
OG0003282	2	6183.Smp_142560.1	NP_491668.1
OG0003283	2	6183.Smp_142600.1	NP_510137.2
OG0003284	2	6183.Smp_142640.1	NP_493241.1
OG0003285	2	6183.Smp_142710.1	NP_491970.2
OG0003286	2	6183.Smp_142770.1	NP_496987.1
OG0003287	2	6183.Smp_142780.1	NP_495222.2
OG0003288	2	6183.Smp_142850.1	NP_499364.1
OG0003289	2	6183.Smp_142890.1	NP_490834.1
OG0003290	2	6183.Smp_142910.1	NP_491069.1
OG0003291	2	6183.Smp_142930.1	NP_492333.1
OG0003292	2	6183.Smp_143020.1	NP_490958.1
OG0003293	2	6183.Smp_143030.1	NP_505616.2
OG0003294	2	6183.Smp_143060.1	NP_508767.1
OG0003295	2	6183.Smp_143110.1	NP_498117.3
OG0003296	2	6183.Smp_143150.1	NP_492457.1
OG0003297	2	6183.Smp_143170.1	NP_506018.1
OG0003299	2	6183.Smp_143240.1	NP_497264.2
OG0003300	2	6183.Smp_143370.1	NP_495994.1
OG0003301	2	6183.Smp_143390.1	NP_498764.1
OG0003303	2	6183.Smp_143430.1	NP_505995.2
OG0003304	2	6183.Smp_143490.1	NP_497858.1
OG0003305	2	6183.Smp_143650.1	NP_500550.1
OG0003306	2	6183.Smp_143660.1	NP_500552.1
OG0003307	2	6183.Smp_143680.1	NP_492775.2
OG0003308	2	6183.Smp_143690.1	NP_491612.1
OG0003309	2	6183.Smp_143730.1	NP_503367.1
OG0003310	2	6183.Smp_143760.1	NP_495663.1
OG0003311	2	6183.Smp_143780.1	NP_492063.1
OG0003313	2	6183.Smp_143830.1	NP_502367.3
OG0003314	2	6183.Smp_143840.1	NP_504007.1
OG0003315	2	6183.Smp_143920.1	NP_504953.1
OG0003317	2	6183.Smp_144090.2	NP_500465.4
OG0003318	2	6183.Smp_144120.1	NP_508669.1
OG0003319	2	6183.Smp_144200.1	NP_492048.1
OG0003320	2	6183.Smp_144310.1	NP_509114.1
OG0003321	2	6183.Smp_144380.1	NP_509648.1
OG0003322	2	6183.Smp_144490.1	NP_491574.1
OG0003323	2	6183.Smp_144540.1	NP_502594.2
OG0003324	2	6183.Smp_144560.1	NP_509712.1
OG0003328	2	6183.Smp_144850.1	NP_506695.2
OG0003329	2	6183.Smp_144860.1	NP_495036.3
OG0003330	2	6183.Smp_144930.1	NP_491524.1
OG0003331	2	6183.Smp_144970.1	NP_499778.1
OG0003332	2	6183.Smp_145040.1	NP_498662.1
OG0003333	2	6183.Smp_145050.1	NP_496819.1
OG0003334	2	6183.Smp_145140.1	NP_501822.1
OG0003335	2	6183.Smp_145200.1	NP_498898.2
OG0003336	2	6183.Smp_145230.1	NP_498088.1
OG0003337	2	6183.Smp_145250.1	NP_495797.1
OG0003338	2	6183.Smp_145280.1	NP_504451.3
OG0003340	2	6183.Smp_145300.1	NP_490898.1
OG0003341	2	6183.Smp_145320.1	NP_505493.1
OG0003342	2	6183.Smp_145350.1	NP_500245.3
OG0003343	2	6183.Smp_145500.1	NP_497334.2
OG0003344	2	6183.Smp_145600.1	NP_492446.3
OG0003346	2	6183.Smp_145780.1	NP_506145.2
OG0003347	2	6183.Smp_145800.1	NP_495918.1
OG0003350	2	6183.Smp_145970.1	NP_500916.1
OG0003351	2	6183.Smp_146030.1	NP_499445.2
OG0003352	2	6183.Smp_146060.1	NP_490772.2
OG0003353	2	6183.Smp_146090.1	NP_498899.1
OG0003354	2	6183.Smp_146100.1	NP_509496.3
OG0003355	2	6183.Smp_146140.1	NP_498412.1
OG0003356	2	6183.Smp_146190.1	NP_498579.2
OG0003357	2	6183.Smp_146250.1	NP_510020.2
OG0003358	2	6183.Smp_146330.1	NP_503126.2
OG0003359	2	6183.Smp_146340.1	NP_490891.2
OG0003361	2	6183.Smp_146680.1	NP_508521.2
OG0003362	2	6183.Smp_146800.1	NP_500253.1
OG0003363	2	6183.Smp_146900.1	NP_494872.2
OG0003364	2	6183.Smp_146910.1	NP_500387.2
OG0003365	2	6183.Smp_147040.1	NP_495675.1
OG0003366	2	6183.Smp_147050.1	NP_506559.1
OG0003367	2	6183.Smp_147070.1	NP_502052.1
OG0003368	2	6183.Smp_147120.1	NP_498867.1
OG0003369	2	6183.Smp_147140.1	NP_492315.4
OG0003370	2	6183.Smp_147240.1	NP_505441.1
OG0003371	2	6183.Smp_147330.1	NP_500405.3
OG0003372	2	6183.Smp_147360.1	NP_495825.1
OG0003373	2	6183.Smp_147370.1	NP_492274.3
OG0003374	2	6183.Smp_147390.1	NP_506694.3
OG0003375	2	6183.Smp_147400.1	NP_490664.2
OG0003376	2	6183.Smp_147410.1	NP_498290.1
OG0003378	2	6183.Smp_147560.1	NP_495866.2
OG0003379	2	6183.Smp_147570.1	NP_499456.1
OG0003380	2	6183.Smp_147620.1	NP_497003.3
OG0003381	2	6183.Smp_147650.1	NP_509362.1
OG0003382	2	6183.Smp_147810.1	NP_493691.2
OG0003383	2	6183.Smp_147850.1	NP_490904.1
OG0003384	2	6183.Smp_147860.1	NP_498881.2
OG0003385	2	6183.Smp_147870.1	NP_496370.2
OG0003386	2	6183.Smp_147940.2	NP_506380.2
OG0003388	2	6183.Smp_148050.1	NP_502812.1
OG0003389	2	6183.Smp_148070.1	NP_501283.2
OG0003390	2	6183.Smp_148120.1	NP_491403.1
OG0003391	2	6183.Smp_148150.1	NP_509262.2
OG0003392	2	6183.Smp_148230.1	NP_504547.1
OG0003393	2	6183.Smp_148410.1	NP_504828.1
OG0003394	2	6183.Smp_148440.1	NP_498057.1
OG0003395	2	6183.Smp_148480.1	NP_500157.2
OG0003396	2	6183.Smp_148540.1	NP_506079.1
OG0003397	2	6183.Smp_148560.1	NP_491034.1
OG0003399	2	6183.Smp_148650.1	NP_509145.3
OG0003400	2	6183.Smp_148660.1	NP_498653.2
OG0003401	2	6183.Smp_148670.1	NP_503402.3
OG0003402	2	6183.Smp_148720.1	NP_493533.1
OG0003403	2	6183.Smp_148770.1	NP_498556.1
OG0003404	2	6183.Smp_148790.1	NP_500734.3
OG0003405	2	6183.Smp_148800.1	NP_499681.1
OG0003406	2	6183.Smp_148920.1	NP_499776.1
OG0003407	2	6183.Smp_148940.1	NP_503026.3
OG0003408	2	6183.Smp_148990.1	NP_491134.1
OG0003409	2	6183.Smp_149040.1	NP_498777.2
OG0003410	2	6183.Smp_149050.2	NP_493506.1
OG0003411	2	6183.Smp_149070.1	NP_493972.3
OG0003412	2	6183.Smp_149200.1	NP_502033.2
OG0003413	2	6183.Smp_149230.1	NP_492533.2
OG0003414	2	6183.Smp_149260.1	NP_506582.1
OG0003416	2	6183.Smp_149300.1	NP_498230.1
OG0003417	2	6183.Smp_149360.1	NP_499100.1
OG0003418	2	6183.Smp_149430.1	NP_507852.2
OG0003419	2	6183.Smp_149450.1	NP_493554.1
OG0003420	2	6183.Smp_149540.1	NP_499750.1
OG0003421	2	6183.Smp_149570.1	NP_492304.1
OG0003422	2	6183.Smp_149770.1	NP_497452.1
OG0003424	2	6183.Smp_149870.1	NP_500891.2
OG0003425	2	6183.Smp_149900.1	NP_503522.1
OG0003426	2	6183.Smp_149960.1	NP_503178.2
OG0003427	2	6183.Smp_149980.1	NP_508443.1
OG0003428	2	6183.Smp_150040.2	NP_490952.2
OG0003429	2	6183.Smp_150080.1	NP_491932.1
OG0003430	2	6183.Smp_150160.1	NP_498559.1
OG0003431	2	6183.Smp_150200.1	NP_496950.2
OG0003432	2	6183.Smp_150220.2	NP_498245.2
OG0003433	2	6183.Smp_150230.1	NP_498611.1
OG0003434	2	6183.Smp_150300.1	NP_508148.1
OG0003435	2	6183.Smp_150360.1	NP_492389.1
OG0003436	2	6183.Smp_150370.1	NP_509674.2
OG0003437	2	6183.Smp_150380.1	NP_508389.1
OG0003438	2	6183.Smp_150450.1	NP_501395.1
OG0003439	2	6183.Smp_150460.1	NP_498707.1
OG0003440	2	6183.Smp_150510.1	NP_505227.1
OG0003441	2	6183.Smp_150520.1	NP_502539.1
OG0003443	2	6183.Smp_150660.1	NP_499596.2
OG0003444	2	6183.Smp_150680.1	NP_498114.1
OG0003445	2	6183.Smp_150690.1	NP_500311.1
OG0003446	2	6183.Smp_150850.2	NP_498848.4
OG0003447	2	6183.Smp_150890.1	NP_500829.2
OG0003448	2	6183.Smp_150960.1	NP_492228.1
OG0003449	2	6183.Smp_150980.1	NP_499949.2
OG0003450	2	6183.Smp_151030.1	NP_502083.1
OG0003451	2	6183.Smp_151040.1	NP_497951.2
OG0003452	2	6183.Smp_151050.1	NP_499240.1
OG0003453	2	6183.Smp_151070.1	NP_502283.1
OG0003455	2	6183.Smp_151180.1	NP_501280.1
OG0003456	2	6183.Smp_151190.1	NP_495490.1
OG0003457	2	6183.Smp_151280.1	NP_494968.1
OG0003458	2	6183.Smp_151380.1	NP_496383.3
OG0003459	2	6183.Smp_151420.1	NP_494939.1
OG0003460	2	6183.Smp_151510.1	NP_491341.1
OG0003461	2	6183.Smp_151520.1	NP_496135.1
OG0003462	2	6183.Smp_151650.1	NP_491662.1
OG0003463	2	6183.Smp_151690.1	NP_498350.1
OG0003464	2	6183.Smp_151780.1	NP_497990.1
OG0003466	2	6183.Smp_151880.1	NP_497311.2
OG0003467	2	6183.Smp_152000.1	NP_507514.1
OG0003468	2	6183.Smp_152010.1	NP_508402.1
OG0003470	2	6183.Smp_152140.1	NP_498416.2
OG0003472	2	6183.Smp_152190.1	NP_500281.1
OG0003473	2	6183.Smp_152220.1	NP_505438.1
OG0003474	2	6183.Smp_152230.1	NP_498151.2
OG0003475	2	6183.Smp_152260.1	NP_505649.2
OG0003477	2	6183.Smp_152370.1	NP_492310.1
OG0003478	2	6183.Smp_152400.1	NP_498762.2
OG0003479	2	6183.Smp_152430.1	NP_495581.2
OG0003480	2	6183.Smp_152440.1	NP_490765.1
OG0003481	2	6183.Smp_152510.1	NP_504577.1
OG0003482	2	6183.Smp_152520.1	NP_502697.1
OG0003483	2	6183.Smp_152650.1	NP_507906.1
OG0003485	2	6183.Smp_152690.1	NP_496593.1
OG0003486	2	6183.Smp_152750.1	NP_501863.2
OG0003488	2	6183.Smp_152830.1	NP_504415.2
OG0003489	2	6183.Smp_152860.1	NP_498636.2
OG0003490	2	6183.Smp_152980.1	NP_495392.1
OG0003491	2	6183.Smp_153150.1	NP_495257.3
OG0003492	2	6183.Smp_153160.1	NP_496245.1
OG0003493	2	6183.Smp_153460.1	NP_505415.2
OG0003494	2	6183.Smp_153480.1	NP_493773.1
OG0003495	2	6183.Smp_153490.1	NP_493106.1
OG0003496	2	6183.Smp_153590.1	NP_492270.1
OG0003497	2	6183.Smp_153710.1	NP_502531.1
OG0003498	2	6183.Smp_153760.2	NP_498192.2
OG0003499	2	6183.Smp_153770.1	NP_496498.1
OG0003500	2	6183.Smp_153790.1	NP_491416.1
OG0003501	2	6183.Smp_153820.1	NP_491423.1
OG0003502	2	6183.Smp_153840.1	NP_497939.2
OG0003505	2	6183.Smp_153950.1	NP_492572.1
OG0003506	2	6183.Smp_153960.1	NP_508175.1
OG0003507	2	6183.Smp_154110.1	NP_499335.2
OG0003508	2	6183.Smp_154230.2	NP_497591.1
OG0003509	2	6183.Smp_154250.1	NP_509350.2
OG0003510	2	6183.Smp_154270.1	NP_501857.1
OG0003511	2	6183.Smp_154330.1	NP_507808.1
OG0003512	2	6183.Smp_154340.1	NP_493740.1
OG0003513	2	6183.Smp_154420.1	NP_499260.1
OG0003514	2	6183.Smp_154440.1	NP_501603.3
OG0003515	2	6183.Smp_154470.1	NP_499926.1
OG0003516	2	6183.Smp_154600.1	NP_510660.1
OG0003517	2	6183.Smp_154640.1	NP_497613.2
OG0003518	2	6183.Smp_154650.1	NP_492662.1
OG0003519	2	6183.Smp_154690.1	NP_497965.2
OG0003520	2	6183.Smp_154730.1	NP_497799.1
OG0003521	2	6183.Smp_154780.1	NP_492400.1
OG0003523	2	6183.Smp_154850.1	NP_493928.1
OG0003524	2	6183.Smp_154950.1	NP_505372.1
OG0003525	2	6183.Smp_154980.1	NP_496224.2
OG0003526	2	6183.Smp_155040.1	NP_492427.3
OG0003527	2	6183.Smp_155060.2	NP_501543.1
OG0003529	2	6183.Smp_155250.1	NP_502094.1
OG0003530	2	6183.Smp_155270.1	NP_509225.1
OG0003531	2	6183.Smp_155400.1	NP_495114.3
OG0003532	2	6183.Smp_155480.1	NP_495087.1
OG0003533	2	6183.Smp_155700.1	NP_505155.2
OG0003534	2	6183.Smp_155740.1	NP_498591.1
OG0003535	2	6183.Smp_155750.1	NP_493518.1
OG0003536	2	6183.Smp_155780.1	NP_498616.1
OG0003537	2	6183.Smp_156000.2	NP_491691.1
OG0003538	2	6183.Smp_156060.1	NP_499212.1
OG0003539	2	6183.Smp_156160.1	NP_497573.3
OG0003540	2	6183.Smp_156270.1	NP_504567.1
OG0003541	2	6183.Smp_156410.1	NP_499650.2
OG0003542	2	6183.Smp_156450.2	NP_500974.2
OG0003543	2	6183.Smp_156580.1	NP_508684.4
OG0003544	2	6183.Smp_156620.1	NP_499032.1
OG0003545	2	6183.Smp_156630.1	NP_502841.1
OG0003546	2	6183.Smp_156670.1	NP_500523.4
OG0003547	2	6183.Smp_156780.1	NP_498756.1
OG0003548	2	6183.Smp_156860.1	NP_495591.2
OG0003549	2	6183.Smp_156880.1	NP_502178.1
OG0003550	2	6183.Smp_156900.1	NP_492323.1
OG0003551	2	6183.Smp_156920.1	NP_497062.1
OG0003552	2	6183.Smp_156950.1	NP_507699.1
OG0003553	2	6183.Smp_156990.1	NP_492357.2
OG0003554	2	6183.Smp_157070.1	NP_502530.1
OG0003555	2	6183.Smp_157100.1	NP_495847.1
OG0003556	2	6183.Smp_157140.2	NP_504629.1
OG0003557	2	6183.Smp_157160.1	NP_506083.1
OG0003558	2	6183.Smp_157230.1	NP_498222.1
OG0003559	2	6183.Smp_157270.1	NP_509308.2
OG0003561	2	6183.Smp_157350.1	NP_507869.1
OG0003562	2	6183.Smp_157360.1	NP_505969.1
OG0003563	2	6183.Smp_157410.1	NP_491363.1
OG0003564	2	6183.Smp_157510.1	NP_495019.1
OG0003565	2	6183.Smp_157520.1	NP_509799.1
