Orthogroup	Total	protein_mansoni	resultado_dme
OG0002781	2	6183.Smp_121130.1	AAF57002.2
OG0002782	2	6183.Smp_121350.1	AAF59152.2
OG0002783	2	6183.Smp_121420.1	NP_523969.1
OG0002784	2	6183.Smp_121430.2	Q9XYN7.1
OG0002785	2	6183.Smp_121640.1	P41900.2
OG0002786	2	6183.Smp_121780.1	AAF58906.3
OG0002787	2	6183.Smp_121790.1	NP_523598.2
OG0002788	2	6183.Smp_121810.1	AAF54051.1
OG0002789	2	6183.Smp_121880.1	AAF53307.1
OG0002790	2	6183.Smp_121920.1	NP_610881.1
OG0002791	2	6183.Smp_121990.1	AAF58099.2
OG0002793	2	6183.Smp_122370.2	AAF57200.1
OG0002794	2	6183.Smp_122490.1	NP_524606.1
OG0002796	2	6183.Smp_122780.1	AAF47943.1
OG0002797	2	6183.Smp_122800.1	AAF56783.3
OG0002798	2	6183.Smp_122830.1	AAF55196.2
OG0002799	2	6183.Smp_122840.1	NP_573098.1
OG0002800	2	6183.Smp_122890.1	AAF56618.2
OG0002801	2	6183.Smp_122910.1	NP_524891.1
OG0002802	2	6183.Smp_122970.1	AAF52690.2
OG0002803	2	6183.Smp_123040.1	AAF56236.2
OG0002804	2	6183.Smp_123050.1	AAF57785.2
OG0002805	2	6183.Smp_123060.1	NP_572812.3
OG0002806	2	6183.Smp_123130.1	NP_572488.1
OG0002807	2	6183.Smp_123165.1	NP_610311.1
OG0002808	2	6183.Smp_123170.1	NP_523889.1
OG0002809	2	6183.Smp_123180.1	NP_476753.1
OG0002810	2	6183.Smp_123210.1	AAF50343.2
OG0002811	2	6183.Smp_123240.1	NP_572881.1
OG0002812	2	6183.Smp_123250.1	AAF57033.1
OG0002813	2	6183.Smp_123290.1	NP_477213.1
OG0002814	2	6183.Smp_123340.1	NP_609619.1
OG0002815	2	6183.Smp_123390.1	AAF57339.1
OG0002816	2	6183.Smp_123410.2	NP_476927.1
OG0002817	2	6183.Smp_123490.1	AAF56373.4
OG0002818	2	6183.Smp_123500.1	NP_476591.1
OG0002819	2	6183.Smp_123510.1	AAF54353.1
OG0002820	2	6183.Smp_123520.1	AAF49200.3
OG0002821	2	6183.Smp_123530.1	AAF49141.1
OG0002822	2	6183.Smp_123610.1	AAF54342.1
OG0002823	2	6183.Smp_123640.1	NP_476867.1
OG0002824	2	6183.Smp_123650.1	AAF47668.1
OG0002825	2	6183.Smp_123680.1	NP_609738.1
OG0002826	2	6183.Smp_123710.1	AAF59156.2
OG0002827	2	6183.Smp_123770.1	AAF58128.2
OG0002828	2	6183.Smp_123810.1	AAF48174.1
OG0002829	2	6183.Smp_123930.1	AAF45426.1
OG0002830	2	6183.Smp_124020.1	NP_524409.2
OG0002831	2	6183.Smp_124100.1	AAF56321.3
OG0002832	2	6183.Smp_124110.1	AAF55582.1
OG0002833	2	6183.Smp_124120.1	AAF50735.1
OG0002834	2	6183.Smp_124130.1	AAF52279.3
OG0002835	2	6183.Smp_124160.2	AAF46867.1
OG0002836	2	6183.Smp_124220.1	AAF58883.1
OG0002837	2	6183.Smp_124230.1	NP_524583.1
OG0002838	2	6183.Smp_124300.1	AAF46760.2
OG0002839	2	6183.Smp_124320.1	NP_524939.1
OG0002840	2	6183.Smp_124350.1	AAF47556.1
OG0002841	2	6183.Smp_124430.1	AAF48830.2
OG0002842	2	6183.Smp_124460.1	AAF50342.1
OG0002843	2	6183.Smp_124490.1	AAF46189.2
OG0002844	2	6183.Smp_124500.1	AAF55199.3
OG0002845	2	6183.Smp_124630.1	AAF53931.2
OG0002846	2	6183.Smp_124700.1	AAF50214.1
OG0002847	2	6183.Smp_124780.1	AAF48893.4
OG0002848	2	6183.Smp_124830.1	AAF55180.2
OG0002849	2	6183.Smp_124840.1	NP_609837.1
OG0002850	2	6183.Smp_124860.1	NP_609766.1
OG0002852	2	6183.Smp_124910.1	AAF45320.1
OG0002853	2	6183.Smp_124920.1	AAF09172.1
OG0002854	2	6183.Smp_124940.1	AAF50293.2
OG0002855	2	6183.Smp_125070.2	NP_608424.1
OG0002857	2	6183.Smp_125290.1	AAF46397.3
OG0002858	2	6183.Smp_125360.1	AAF54668.3
OG0002859	2	6183.Smp_125370.1	AAF49129.3
OG0002860	2	6183.Smp_125450.1	AAF52119.2
OG0002861	2	6183.Smp_125520.1	AAF54614.1
OG0002862	2	6183.Smp_125550.1	AAD55412.1
OG0002863	2	6183.Smp_125680.1	AAF59191.2
OG0002864	2	6183.Smp_125690.1	AAF50356.5
OG0002865	2	6183.Smp_125760.1	NP_524871.1
OG0002866	2	6183.Smp_125790.1	AAF55504.1
OG0002868	2	6183.Smp_125980.1	AAF46797.1
OG0002870	2	6183.Smp_126030.1	NP_523360.1
OG0002871	2	6183.Smp_126110.1	AAF52059.2
OG0002872	2	6183.Smp_126120.1	AAF50787.3
OG0002873	2	6183.Smp_126160.1	AAF58993.2
OG0002874	2	6183.Smp_126170.1	AAF46670.2
OG0002875	2	6183.Smp_126190.1	AAF50503.1
OG0002876	2	6183.Smp_126200.1	NP_573174.1
OG0002877	2	6183.Smp_126260.1	AAF48622.1
OG0002878	2	6183.Smp_126300.1	AAF51860.1
OG0002879	2	6183.Smp_126320.1	AAF57373.1
OG0002880	2	6183.Smp_126350.1	Q24418.1
OG0002881	2	6183.Smp_126370.1	NP_610630.1
OG0002883	2	6183.Smp_126460.1	AAF54041.1
OG0002884	2	6183.Smp_126490.1	AAF49134.1
OG0002885	2	6183.Smp_126520.1	NP_477448.1
OG0002887	2	6183.Smp_126670.1	AAF55505.1
OG0002888	2	6183.Smp_126690.1	NP_524451.1
OG0002889	2	6183.Smp_126720.1	AAF54193.2
OG0002890	2	6183.Smp_126740.1	AAF56841.1
OG0002891	2	6183.Smp_126750.1	AAF56916.1
OG0002892	2	6183.Smp_126770.2	AAF51677.1
OG0002893	2	6183.Smp_126810.1	AAF52034.1
OG0002894	2	6183.Smp_126870.1	AAF49729.3
OG0002895	2	6183.Smp_126910.1	AAF58744.1
OG0002896	2	6183.Smp_126920.1	AAF52840.2
OG0002897	2	6183.Smp_126990.1	AAF54506.3
OG0002898	2	6183.Smp_127020.1	AAF56337.3
OG0002899	2	6183.Smp_127050.1	AAF46847.3
OG0002900	2	6183.Smp_127070.1	NP_476904.1
OG0002901	2	6183.Smp_127100.1	AAF57437.2
OG0002903	2	6183.Smp_127160.1	AAF57568.1
OG0002904	2	6183.Smp_127180.1	AAF59342.1
OG0002905	2	6183.Smp_127240.1	AAF51640.3
OG0002906	2	6183.Smp_127250.1	AAF48025.4
OG0002907	2	6183.Smp_127310.1	AAF45375.2
OG0002908	2	6183.Smp_127340.1	AAF59336.2
OG0002909	2	6183.Smp_127380.1	AAF52479.2
OG0002912	2	6183.Smp_127580.1	AAF47351.2
OG0002913	2	6183.Smp_127680.1	AAF46135.3
OG0002914	2	6183.Smp_127700.1	NP_569992.1
OG0002918	2	6183.Smp_127840.1	AAF56356.3
OG0002919	2	6183.Smp_127890.1	AAF51622.1
OG0002920	2	6183.Smp_127940.1	AAF52497.2
OG0002921	2	6183.Smp_128050.1	AAF53575.1
OG0002922	2	6183.Smp_128120.1	AAF56339.1
OG0002923	2	6183.Smp_128130.1	AAF47030.2
OG0002924	2	6183.Smp_128150.1	NP_477271.1
OG0002925	2	6183.Smp_128200.2	NP_477025.1
OG0002927	2	6183.Smp_128280.2	AAF46320.1
OG0002928	2	6183.Smp_128300.1	NP_611334.1
OG0002929	2	6183.Smp_128310.1	AAF47625.1
OG0002930	2	6183.Smp_128350.1	AAF50759.1
OG0002931	2	6183.Smp_128380.1	AAF49409.2
OG0002932	2	6183.Smp_128390.1	T13160
OG0002933	2	6183.Smp_128420.1	NP_524534.1
OG0002935	2	6183.Smp_128580.1	AAF58071.2
OG0002936	2	6183.Smp_128680.1	AAF48322.2
OG0002937	2	6183.Smp_128690.1	AAF54512.1
OG0002938	2	6183.Smp_128740.1	NP_610531.1
OG0002939	2	6183.Smp_128770.1	AAF49100.3
OG0002940	2	6183.Smp_128790.1	NP_524843.2
OG0002941	2	6183.Smp_128810.1	XP_080607.1
OG0002942	2	6183.Smp_128840.1	AAF55145.2
OG0002943	2	6183.Smp_128950.1	AAF56487.1
OG0002944	2	6183.Smp_128960.1	AAF50190.2
OG0002945	2	6183.Smp_128980.1	NP_609441.1
OG0002946	2	6183.Smp_129060.1	AAF51256.2
OG0002947	2	6183.Smp_129120.1	AAF55415.3
OG0002948	2	6183.Smp_129130.1	NP_524070.2
OG0002949	2	6183.Smp_129140.2	AAF58169.2
OG0002951	2	6183.Smp_129210.1	AAF49462.1
OG0002953	2	6183.Smp_129260.1	AAF45445.2
OG0002955	2	6183.Smp_129320.1	AAF47383.2
OG0002956	2	6183.Smp_129340.1	NP_477160.1
OG0002957	2	6183.Smp_129400.1	AAF56978.3
OG0002958	2	6183.Smp_129420.1	NP_524382.1
OG0002959	2	6183.Smp_129430.1	NP_477021.1
OG0002960	2	6183.Smp_129500.1	NP_523743.1
OG0002961	2	6183.Smp_129510.1	AAF50227.1
OG0002963	2	6183.Smp_129630.1	AAF50409.1
OG0002964	2	6183.Smp_129650.1	AAF49539.2
OG0002965	2	6183.Smp_129670.1	AAF46699.3
OG0002966	2	6183.Smp_129950.1	AAF47513.1
OG0002967	2	6183.Smp_129990.1	AAF48024.2
OG0002968	2	6183.Smp_130000.1	AAF53156.2
OG0002969	2	6183.Smp_130110.1	AAF52040.2
OG0002971	2	6183.Smp_130170.1	AAF53724.1
OG0002972	2	6183.Smp_130180.1	NP_611592.2
OG0002973	2	6183.Smp_130340.1	AAF47375.2
OG0002975	2	6183.Smp_130440.1	AAF54478.2
OG0002976	2	6183.Smp_130450.1	NP_476865.1
OG0002977	2	6183.Smp_130460.1	AAF51107.2
OG0002978	2	6183.Smp_130470.1	AAF51527.3
OG0002979	2	6183.Smp_130480.1	NP_608503.1
OG0002980	2	6183.Smp_130490.1	AAF55632.1
OG0002981	2	6183.Smp_130510.1	AAF45555.4
OG0002982	2	6183.Smp_130610.1	AAF45720.2
OG0002983	2	6183.Smp_130630.1	NP_610417.1
OG0002984	2	6183.Smp_130650.1	NP_611896.1
OG0002985	2	6183.Smp_130680.1	NP_476706.1
OG0002987	2	6183.Smp_130750.1	NP_609486.2
OG0002988	2	6183.Smp_130790.2	AAF47584.2
OG0002989	2	6183.Smp_130800.1	NP_610427.2
OG0002990	2	6183.Smp_130810.1	NP_523394.1
OG0002991	2	6183.Smp_130850.1	NP_611136.1
OG0002992	2	6183.Smp_130920.1	AAF57640.2
OG0002993	2	6183.Smp_130940.1	AAF49180.1
OG0002994	2	6183.Smp_130980.1	NP_524963.2
OG0002995	2	6183.Smp_131000.1	AAF52182.2
OG0002996	2	6183.Smp_131070.1	AAF56915.1
OG0002997	2	6183.Smp_131090.1	AAD34738.1
OG0002998	2	6183.Smp_131100.1	NP_572246.1
OG0002999	2	6183.Smp_131150.1	AAF55107.3
OG0003000	2	6183.Smp_131190.1	AAF46430.2
OG0003001	2	6183.Smp_131220.1	NP_477247.1
OG0003002	2	6183.Smp_131280.1	AAF50213.2
OG0003003	2	6183.Smp_131360.1	NP_611467.1
OG0003005	2	6183.Smp_131400.1	AAF55558.1
OG0003006	2	6183.Smp_131500.1	AAF47536.1
OG0003007	2	6183.Smp_131520.1	NP_608891.1
OG0003008	2	6183.Smp_131560.1	AAF47230.1
OG0003009	2	6183.Smp_131570.1	AAF57198.1
OG0003010	2	6183.Smp_131650.1	AAF56380.2
OG0003011	2	6183.Smp_131670.1	NP_476635.1
OG0003012	2	6183.Smp_131700.1	AAF56846.1
OG0003013	2	6183.Smp_131770.1	AAF50131.1
OG0003014	2	6183.Smp_131800.1	AAF55567.2
OG0003015	2	6183.Smp_131860.1	NP_523606.1
OG0003016	2	6183.Smp_131870.1	Q07327.2
OG0003017	2	6183.Smp_131940.1	P18502.2
OG0003018	2	6183.Smp_131960.1	NP_608780.1
OG0003019	2	6183.Smp_132000.1	AAF48900.3
OG0003020	2	6183.Smp_132040.1	AAF52473.1
OG0003022	2	6183.Smp_132210.1	AAF50023.1
OG0003023	2	6183.Smp_132260.1	NP_477499.1
OG0003024	2	6183.Smp_132270.1	NP_524208.1
OG0003025	2	6183.Smp_132300.1	NP_523934.1
OG0003026	2	6183.Smp_132350.1	AAF54043.1
OG0003027	2	6183.Smp_132450.2	AAF45327.2
OG0003028	2	6183.Smp_132540.1	NP_476727.1
OG0003029	2	6183.Smp_132560.1	XP_081194.1
OG0003030	2	6183.Smp_132570.1	AAF57221.2
OG0003031	2	6183.Smp_132590.1	AAF50106.3
OG0003032	2	6183.Smp_132620.2	NP_572320.2
OG0003033	2	6183.Smp_132640.1	AAF48491.2
OG0003034	2	6183.Smp_132660.1	AAF50584.1
OG0003035	2	6183.Smp_132690.1	NP_524156.1
OG0003036	2	6183.Smp_132720.1	NP_572952.1
OG0003038	2	6183.Smp_132870.1	AAF55010.1
OG0003039	2	6183.Smp_132930.1	AAF55612.4
OG0003040	2	6183.Smp_132940.1	AAF53213.2
OG0003041	2	6183.Smp_133040.1	NP_609648.1
OG0003042	2	6183.Smp_133110.1	AAF48249.1
OG0003043	2	6183.Smp_133160.1	AAF55268.1
OG0003044	2	6183.Smp_133180.2	NP_476890.1
OG0003045	2	6183.Smp_133270.1	AAD55437.1
OG0003046	2	6183.Smp_133280.1	NP_573081.1
OG0003047	2	6183.Smp_133300.1	AAF52452.2
OG0003048	2	6183.Smp_133320.1	AAF58926.3
OG0003049	2	6183.Smp_133350.1	NP_610484.1
OG0003050	2	6183.Smp_133390.1	NP_609238.1
OG0003051	2	6183.Smp_133420.1	AAF59340.3
OG0003052	2	6183.Smp_133440.1	AAF49133.2
OG0003053	2	6183.Smp_133470.1	AAF47253.2
OG0003054	2	6183.Smp_133540.1	NP_610149.1
OG0003055	2	6183.Smp_133590.1	AAF56286.2
OG0003056	2	6183.Smp_133600.1	AAF50300.2
OG0003058	2	6183.Smp_133700.1	AAF49220.1
OG0003059	2	6183.Smp_133710.1	NP_524780.1
OG0003060	2	6183.Smp_133740.1	NP_611735.1
OG0003061	2	6183.Smp_133790.1	AAF55144.1
OG0003062	2	6183.Smp_133820.1	AAF47231.2
OG0003063	2	6183.Smp_133850.1	AAF53769.1
OG0003064	2	6183.Smp_133860.1	NP_569948.3
OG0003065	2	6183.Smp_133880.1	NP_524688.1
OG0003067	2	6183.Smp_133940.1	AAF51446.1
OG0003068	2	6183.Smp_133990.2	NP_524909.1
OG0003069	2	6183.Smp_134010.1	NP_572532.1
OG0003070	2	6183.Smp_134020.1	AAF50592.1
OG0003071	2	6183.Smp_134060.1	AAF49638.2
OG0003072	2	6183.Smp_134140.1	NP_525061.2
OG0003073	2	6183.Smp_134200.1	AAF50630.1
OG0003074	2	6183.Smp_134230.1	AAF50574.1
OG0003075	2	6183.Smp_134250.1	NP_523946.1
OG0003076	2	6183.Smp_134360.1	AAF58349.1
OG0003077	2	6183.Smp_134370.1	NP_569977.1
OG0003078	2	6183.Smp_134390.1	AAF54271.3
OG0003079	2	6183.Smp_134400.1	NP_476596.1
OG0003080	2	6183.Smp_134420.1	NP_610554.1
OG0003081	2	6183.Smp_134430.1	NP_476879.1
OG0003083	2	6183.Smp_134500.1	NP_609520.1
OG0003084	2	6183.Smp_134510.1	AAF46987.2
OG0003085	2	6183.Smp_134590.1	AAF59405.4
OG0003086	2	6183.Smp_134650.1	AAF49665.1
OG0003087	2	6183.Smp_134670.2	AAF46565.3
OG0003088	2	6183.Smp_134790.1	P49906.1
OG0003089	2	6183.Smp_134830.1	AAF55899.2
OG0003090	2	6183.Smp_134850.1	AAF48625.2
OG0003091	2	6183.Smp_134880.1	AAF47675.1
OG0003092	2	6183.Smp_134890.1	AAF55241.1
OG0003093	2	6183.Smp_134910.1	AAF49569.3
OG0003094	2	6183.Smp_134940.1	AAF57738.2
OG0003095	2	6183.Smp_134950.1	AAF45414.1
OG0003096	2	6183.Smp_135080.1	AAF45622.5
OG0003097	2	6183.Smp_135100.1	AAF50474.1
OG0003098	2	6183.Smp_135110.1	AAF47037.3
OG0003099	2	6183.Smp_135120.1	NP_611270.1
OG0003101	2	6183.Smp_135280.1	NP_609675.2
OG0003102	2	6183.Smp_135360.1	NP_476749.1
OG0003103	2	6183.Smp_135380.1	P05084.2
OG0003105	2	6183.Smp_135570.1	NP_511165.1
OG0003106	2	6183.Smp_135660.1	AAF58167.2
OG0003107	2	6183.Smp_135740.1	Q9VHI4.1
OG0003108	2	6183.Smp_135770.1	AAF49939.3
OG0003109	2	6183.Smp_135880.1	AAF50096.2
OG0003111	2	6183.Smp_136010.1	AAF55529.1
OG0003113	2	6183.Smp_136170.1	AAF51938.1
OG0003114	2	6183.Smp_136180.1	AAF51794.1
OG0003115	2	6183.Smp_136260.2	AAF56785.1
OG0003116	2	6183.Smp_136280.1	AAF46074.1
OG0003117	2	6183.Smp_136330.1	NP_609067.2
OG0003118	2	6183.Smp_136360.1	AAF52011.1
OG0003119	2	6183.Smp_136400.1	AAF47623.2
OG0003120	2	6183.Smp_136470.1	AAF49064.4
OG0003121	2	6183.Smp_136520.1	AAF51879.2
OG0003122	2	6183.Smp_136530.1	AAF49554.1
OG0003123	2	6183.Smp_136570.1	AAF52611.4
OG0003124	2	6183.Smp_136580.1	AAF50421.2
OG0003125	2	6183.Smp_136710.1	P22700.2
OG0003126	2	6183.Smp_136740.1	O77277.2
OG0003127	2	6183.Smp_136750.1	AAC47312.4
OG0003128	2	6183.Smp_136770.1	NP_572562.1
OG0003130	2	6183.Smp_136910.1	NP_573044.1
OG0003131	2	6183.Smp_136950.1	NP_572323.1
OG0003132	2	6183.Smp_136970.1	AAF56231.1
OG0003133	2	6183.Smp_136980.1	AAF49370.2
OG0003135	2	6183.Smp_137040.1	AAF50332.1
OG0003136	2	6183.Smp_137170.1	AAF59350.5
OG0003137	2	6183.Smp_137190.1	NP_511094.1
OG0003138	2	6183.Smp_137230.1	AAF52943.2
OG0003139	2	6183.Smp_137380.1	AAF45312.1
OG0003140	2	6183.Smp_137390.1	NP_477480.1
OG0003141	2	6183.Smp_137430.1	AAF47416.2
OG0003142	2	6183.Smp_137520.1	AAF54364.1
OG0003143	2	6183.Smp_137540.1	Q9VQ79.2
OG0003144	2	6183.Smp_137590.1	Q9VEP1.1
OG0003145	2	6183.Smp_137610.1	AAF57562.1
OG0003146	2	6183.Smp_137750.1	NP_476838.1
OG0003147	2	6183.Smp_137770.1	AAF56049.3
OG0003148	2	6183.Smp_137870.1	AAF47232.2
OG0003149	2	6183.Smp_137910.1	AAF54300.3
OG0003150	2	6183.Smp_137920.1	NP_572928.1
OG0003151	2	6183.Smp_137940.1	AAF50139.1
OG0003152	2	6183.Smp_137950.2	AAF49072.2
OG0003153	2	6183.Smp_137970.1	AAF47343.2
OG0003155	2	6183.Smp_138150.1	AAF55053.2
OG0003156	2	6183.Smp_138160.1	AAF54990.2
OG0003157	2	6183.Smp_138200.1	NP_608361.3
OG0003158	2	6183.Smp_138240.1	AAF56392.3
OG0003159	2	6183.Smp_138280.1	AAF52025.1
OG0003161	2	6183.Smp_138430.1	NP_523380.2
OG0003162	2	6183.Smp_138500.1	AAF58766.2
OG0003163	2	6183.Smp_138590.1	AAF56175.1
OG0003164	2	6183.Smp_138640.1	NP_477351.1
OG0003165	2	6183.Smp_138670.1	NP_524284.1
OG0003166	2	6183.Smp_138700.2	NP_611306.1
OG0003167	2	6183.Smp_138760.1	AAF49436.1
OG0003169	2	6183.Smp_138840.1	NP_523420.1
OG0003170	2	6183.Smp_138880.1	AAF50154.3
OG0003171	2	6183.Smp_138910.1	AAF58176.1
OG0003172	2	6183.Smp_138930.2	AAF56211.1
OG0003173	2	6183.Smp_139180.1	NP_524155.1
OG0003174	2	6183.Smp_139200.1	NP_477119.1
OG0003175	2	6183.Smp_139220.1	AAF50967.3
OG0003176	2	6183.Smp_139230.1	AAF52218.2
OG0003178	2	6183.Smp_139400.1	AAF54393.1
OG0003179	2	6183.Smp_139480.1	AAF59329.4
OG0003180	2	6183.Smp_139510.1	AAD38645.1
OG0003181	2	6183.Smp_139630.1	AAF50799.1
OG0003182	2	6183.Smp_139720.1	NP_524931.1
OG0003183	2	6183.Smp_139930.1	NP_476687.1
OG0003184	2	6183.Smp_139940.1	AAF59100.3
OG0003185	2	6183.Smp_139950.1	AAF52560.1
OG0003187	2	6183.Smp_140080.1	AAF51095.1
OG0003188	2	6183.Smp_140150.1	AAF45864.1
OG0003189	2	6183.Smp_140230.1	AAF55081.2
OG0003190	2	6183.Smp_140290.1	NP_611839.1
OG0003191	2	6183.Smp_140330.1	AAF55990.4
OG0003193	2	6183.Smp_140430.1	AAF54337.1
OG0003194	2	6183.Smp_140440.1	AAF50969.1
OG0003195	2	6183.Smp_140480.1	NP_611940.1
OG0003196	2	6183.Smp_140490.1	AAF55812.2
OG0003197	2	6183.Smp_140520.2	AAF56803.1
OG0003198	2	6183.Smp_140550.1	AAF55944.2
OG0003199	2	6183.Smp_140640.1	AAF54439.1
OG0003200	2	6183.Smp_140680.1	NP_524110.1
OG0003201	2	6183.Smp_140690.1	NP_476708.1
OG0003202	2	6183.Smp_140700.1	AAF50497.2
OG0003203	2	6183.Smp_140730.1	P22809.3
OG0003204	2	6183.Smp_140770.1	AAF49044.3
OG0003205	2	6183.Smp_140790.1	NP_524613.1
OG0003206	2	6183.Smp_140830.1	NP_608997.3
OG0003207	2	6183.Smp_140840.1	AAF48252.2
OG0003208	2	6183.Smp_140890.1	NP_610735.1
OG0003210	2	6183.Smp_140940.1	AAF56089.1
OG0003211	2	6183.Smp_140950.1	Q9Y0I1.1
OG0003212	2	6183.Smp_140980.1	AAF53700.2
OG0003213	2	6183.Smp_141000.1	AAF54812.1
OG0003214	2	6183.Smp_141080.1	NP_608525.1
OG0003216	2	6183.Smp_141160.1	AAF58385.1
OG0003217	2	6183.Smp_141220.1	AAF58956.1
OG0003218	2	6183.Smp_141230.1	NP_523564.1
OG0003219	2	6183.Smp_141240.1	AAF50237.1
OG0003221	2	6183.Smp_141330.1	NP_610315.1
OG0003222	2	6183.Smp_141360.1	NP_610527.1
OG0003223	2	6183.Smp_141380.1	NP_610733.1
OG0003225	2	6183.Smp_141470.1	AAF52256.2
OG0003226	2	6183.Smp_141520.1	AAF59321.1
OG0003227	2	6183.Smp_141540.1	NP_524399.1
OG0003228	2	6183.Smp_141580.1	AAF45892.1
OG0003229	2	6183.Smp_141610.1	NP_572920.1
OG0003230	2	6183.Smp_141630.1	AAF51478.2
OG0003231	2	6183.Smp_141660.1	AAF53083.2
OG0003232	2	6183.Smp_141720.1	AAF56432.1
OG0003233	2	6183.Smp_141820.3	AAF57835.1
OG0003234	2	6183.Smp_141970.1	NP_610781.1
OG0003235	2	6183.Smp_142110.1	AAF53692.2
OG0003237	2	6183.Smp_142170.1	AAF56320.3
OG0003238	2	6183.Smp_142180.1	NP_477321.2
OG0003239	2	6183.Smp_142210.1	AAF45652.1
OG0003240	2	6183.Smp_142270.1	AAF52934.2
OG0003241	2	6183.Smp_142380.1	AAF51323.1
OG0003242	2	6183.Smp_142400.2	AAF56696.1
OG0003243	2	6183.Smp_142510.2	NP_477436.1
OG0003245	2	6183.Smp_142560.1	NP_476775.1
OG0003246	2	6183.Smp_142600.1	AAF55751.3
OG0003247	2	6183.Smp_142620.1	AAF55244.2
OG0003248	2	6183.Smp_142640.1	AAF46554.2
OG0003249	2	6183.Smp_142650.2	AAF47657.5
OG0003250	2	6183.Smp_142850.1	AAF59021.1
OG0003251	2	6183.Smp_142910.1	NP_477395.1
OG0003252	2	6183.Smp_142930.1	AAF55774.2
OG0003253	2	6183.Smp_142950.1	AAF51670.1
OG0003254	2	6183.Smp_142990.1	NP_477313.1
OG0003255	2	6183.Smp_143020.1	NP_608573.1
OG0003256	2	6183.Smp_143030.1	AAF56852.1
OG0003257	2	6183.Smp_143050.1	AAF56343.3
OG0003258	2	6183.Smp_143060.1	AAF55874.1
OG0003259	2	6183.Smp_143110.1	AAF55313.2
OG0003260	2	6183.Smp_143150.1	AAF57226.2
OG0003261	2	6183.Smp_143170.1	NP_569959.1
OG0003263	2	6183.Smp_143240.1	AAF47736.3
OG0003264	2	6183.Smp_143350.1	AAF56117.1
OG0003265	2	6183.Smp_143370.1	AAF49547.3
OG0003266	2	6183.Smp_143390.1	AAF57230.2
OG0003268	2	6183.Smp_143430.1	AAF54375.1
OG0003269	2	6183.Smp_143490.1	AAF54557.1
OG0003271	2	6183.Smp_143560.1	AAF49128.2
OG0003272	2	6183.Smp_143680.1	AAF53381.3
OG0003273	2	6183.Smp_143690.1	XP_080775.1
OG0003274	2	6183.Smp_143730.1	NP_610551.1
OG0003275	2	6183.Smp_143740.1	NP_610501.1
OG0003276	2	6183.Smp_143780.1	NP_477356.1
OG0003278	2	6183.Smp_143840.1	Q9XTL9.2
OG0003279	2	6183.Smp_143920.1	AAF49538.2
OG0003281	2	6183.Smp_144030.1	NP_524661.1
OG0003282	2	6183.Smp_144090.2	AAF54331.1
OG0003283	2	6183.Smp_144200.1	AAF58102.2
OG0003284	2	6183.Smp_144380.1	AAF56902.2
OG0003285	2	6183.Smp_144490.1	AAF46410.2
OG0003286	2	6183.Smp_144540.1	AAF51325.2
OG0003287	2	6183.Smp_144560.1	AAF49304.3
OG0003291	2	6183.Smp_144850.1	NP_611865.1
OG0003292	2	6183.Smp_144860.1	AAF50317.3
OG0003293	2	6183.Smp_144870.1	AAF55555.1
OG0003294	2	6183.Smp_144930.1	AAF54670.2
OG0003295	2	6183.Smp_144970.1	AAF48104.3
OG0003296	2	6183.Smp_145010.1	AAF55257.1
OG0003297	2	6183.Smp_145020.1	AAF51799.1
OG0003298	2	6183.Smp_145050.1	AAF51539.2
OG0003299	2	6183.Smp_145180.1	NP_612093.1
OG0003300	2	6183.Smp_145190.1	AAF54358.1
OG0003301	2	6183.Smp_145200.1	AAF58639.1
OG0003302	2	6183.Smp_145230.1	Q24432.3
OG0003303	2	6183.Smp_145250.1	NP_572861.1
OG0003304	2	6183.Smp_145280.1	AAF55270.1
OG0003306	2	6183.Smp_145300.1	NP_477225.1
OG0003307	2	6183.Smp_145320.1	AAF49285.1
OG0003308	2	6183.Smp_145500.1	AAF50614.2
OG0003309	2	6183.Smp_145600.1	AAF46390.3
OG0003310	2	6183.Smp_145670.1	AAF50571.1
OG0003311	2	6183.Smp_145740.1	AAF50387.1
OG0003313	2	6183.Smp_145800.1	NP_477479.1
OG0003314	2	6183.Smp_145840.1	AAF47563.1
OG0003316	2	6183.Smp_145880.1	AAF59187.1
OG0003317	2	6183.Smp_145900.1	NP_476594.1
OG0003318	2	6183.Smp_145930.1	AAF47255.3
OG0003319	2	6183.Smp_145970.1	NP_476868.1
OG0003320	2	6183.Smp_146030.1	XP_080139.1
OG0003321	2	6183.Smp_146060.1	NP_524177.1
OG0003322	2	6183.Smp_146100.1	AAF55848.1
OG0003323	2	6183.Smp_146140.1	AAF57348.2
OG0003324	2	6183.Smp_146190.1	NP_523462.2
OG0003326	2	6183.Smp_146250.1	AAF50054.2
OG0003327	2	6183.Smp_146300.1	AAF56221.1
OG0003328	2	6183.Smp_146310.1	NP_608732.1
OG0003329	2	6183.Smp_146330.1	NP_476852.1
OG0003330	2	6183.Smp_146340.1	AAF59119.1
OG0003331	2	6183.Smp_146710.1	NP_524677.1
OG0003332	2	6183.Smp_146800.1	AAF56318.1
OG0003333	2	6183.Smp_146900.1	AAF58269.2
OG0003334	2	6183.Smp_146910.1	AAF55588.5
OG0003335	2	6183.Smp_147020.1	AAF56027.4
OG0003336	2	6183.Smp_147040.1	AAF58472.3
OG0003337	2	6183.Smp_147050.1	AAF53231.1
OG0003338	2	6183.Smp_147120.1	AAF55865.1
