Orthogroup	kog_cerevisiae_pos_go	protein_mansoni
OG0001934	NP_012657.1	6183.Smp_093440.1
OG0001935	NP_012778.1	6183.Smp_174370.1
OG0001936	NP_010692.3	6183.Smp_128840.1
OG0001937	NP_009985.1	6183.Smp_029370.1
OG0001938	NP_011075.3	6183.Smp_098950.1
OG0001939	NP_010296.3	6183.Smp_007000.1
OG0001940	NP_015071.1	6183.Smp_124940.1
OG0001941	NP_011592.3	6183.Smp_021800.1
OG0001942	NP_014758.3	6183.Smp_210420.1
OG0001943	NP_011283.1	6183.Smp_006340.1
OG0001944	NP_014178.1	6183.Smp_084810.1
OG0001945	NP_011876.1	6183.Smp_050350.2
OG0001946	NP_014570.1	6183.Smp_029740.1
OG0001947	NP_012608.1	6183.Smp_048930.1
OG0001948	NP_012994.1	6183.Smp_149360.1
OG0001949	NP_014008.1	6183.Smp_035080.1
OG0001950	NP_013963.1	6183.Smp_166980.1
OG0001951	NP_009626.1	6183.Smp_045430.3
OG0001952	NP_015323.1	6183.Smp_198850.1
OG0001953	NP_012288.1	6183.Smp_031730.1
OG0001954	NP_015315.1	6183.Smp_020220.2
OG0001955	NP_010115.1	6183.Smp_050570.1
OG0001956	NP_009353.1	6183.Smp_012050.1
OG0001957	NP_011468.1	6183.Smp_082710.1
OG0001958	NP_011543.4, NP_015362.1	
OG0001959	NP_015190.1	6183.Smp_077090.1
OG0001960	NP_012199.3	6183.Smp_032230.1
OG0001961	NP_009811.3	6183.Smp_079240.1
OG0001962	NP_013167.1	6183.Smp_175420.1
OG0001963	NP_009355.3	6183.Smp_165780.1
OG0001964	NP_012202.1	6183.Smp_073720.1
OG0001965	NP_011990.1	6183.Smp_064520.1
OG0001966	NP_010888.1	6183.Smp_104660.1
OG0001967	NP_014942.4	6183.Smp_140680.1
OG0001968	NP_014867.1	6183.Smp_006850.1
OG0001969	NP_013987.1	6183.Smp_024880.1
OG0001970	NP_009990.1	6183.Smp_092380.1
OG0001971	NP_015513.1	6183.Smp_073570.1
OG0001972	NP_015014.3	6183.Smp_060090.1
OG0001973	NP_013175.1	6183.Smp_070130.1
OG0001974	NP_014167.1	6183.Smp_007540.1
OG0001975	NP_010163.1	6183.Smp_137190.1
OG0001976	NP_015407.1	6183.Smp_106050.1
OG0001977	NP_009865.2, NP_009967.2	
OG0001978	NP_015312.1	6183.Smp_066480.1
OG0001979	NP_011534.1	6183.Smp_023160.1
OG0001980	NP_011332.2	6183.Smp_058990.1
OG0001981	NP_010090.1	6183.Smp_004940.1
OG0001982	NP_011274.2	6183.Smp_210460.1
OG0001983	NP_009776.1	6183.Smp_093670.1
OG0001984	NP_010818.1	6183.Smp_024120.1
OG0001985	NP_012431.1	6183.Smp_168770.1
OG0001986	NP_010936.1, NP_011011.3	
OG0001987	NP_013377.1	6183.Smp_075560.1
OG0001988	NP_013543.3	6183.Smp_078640.1
OG0001989	NP_012865.1	6183.Smp_071830.1
OG0001990	NP_015203.1	6183.Smp_082790.1
OG0001991	NP_015279.1	6183.Smp_009320.2
OG0001992	NP_013301.1	6183.Smp_027880.1
OG0001993	NP_010894.1	6183.Smp_123240.1
OG0001994	NP_015508.1	6183.Smp_060910.1
OG0001995	NP_009693.3	6183.Smp_158910.1
OG0001996	NP_009813.1	6183.Smp_168330.1
OG0001997	NP_011577.3	6183.Smp_012530.1
OG0001998	NP_015113.1	6183.Smp_021760.1
OG0001999	NP_014430.1	6183.Smp_210190.1
OG0002000	NP_014853.3	6183.Smp_008440.1
OG0002001	NP_010371.1	6183.Smp_036940.1
OG0002002	NP_013429.1	6183.Smp_058720.1
OG0002003	NP_013366.1, NP_014810.1	
OG0002004	NP_058135.1	6183.Smp_093320.1
OG0002005	NP_116690.3	6183.Smp_066940.1
OG0002006	NP_010222.1, NP_013492.3	
OG0002007	NP_012013.1	6183.Smp_132030.1
OG0002008	NP_014161.1	6183.Smp_077980.1
OG0002009	NP_013189.1	6183.Smp_169770.1
OG0002010	NP_012672.1	6183.Smp_066370.1
OG0002011	NP_010425.1	6183.Smp_164120.1
OG0002012	NP_015510.1	6183.Smp_007640.1
OG0002013	NP_014736.1	6183.Smp_212570.1
OG0002014	NP_010012.1	6183.Smp_070090.1
OG0002015	NP_014975.2	6183.Smp_161380.1
OG0002016	NP_014584.1	6183.Smp_019010.1
OG0002017	NP_013277.1	6183.Smp_170910.1
OG0002018	NP_013670.1	6183.Smp_146910.1
OG0002019	NP_012327.1	6183.Smp_105080.1
OG0002020	NP_116628.1	6183.Smp_175320.1
OG0002021	NP_012900.1	6183.Smp_064020.4
OG0002022	NP_116670.1	6183.Smp_018260.1
OG0002023	NP_012434.1	6183.Smp_013860.1
OG0002024	NP_014357.1	6183.Smp_141220.1
OG0002025	NP_015156.1	6183.Smp_162430.1
OG0002026	NP_010740.3	6183.Smp_133330.1
OG0002027	NP_009935.1, NP_010676.1	
OG0002028	NP_009449.1, NP_015355.1	
OG0002029	NP_012451.1, NP_012946.3	
OG0002030	NP_012453.1, NP_012943.1	
OG0002031	NP_013522.1	6183.Smp_144090.2
OG0002032	NP_015295.1	6183.Smp_181480.1
OG0002033	NP_010748.3	6183.Smp_045750.1
OG0002034	NP_015501.2	6183.Smp_124120.1
OG0002035	NP_013215.1	6183.Smp_152140.1
OG0002036	NP_010805.1	6183.Smp_169990.1
OG0002037	NP_012299.1, NP_012905.1	
OG0002038	NP_010969.1	6183.Smp_136270.1
OG0002039	NP_013332.1	6183.Smp_023470.1
OG0002040	NP_009806.3	6183.Smp_046550.1
OG0002041	NP_011983.1, NP_014283.3	
OG0002042	NP_010935.1	6183.Smp_162880.1
OG0002043	NP_012476.1	6183.Smp_197500.1
OG0002044	NP_011679.3	6183.Smp_026090.1
OG0002045	NP_012547.2	6183.Smp_128810.1
OG0002046	NP_013611.1	6183.Smp_210960.1
OG0002047	NP_014722.1	6183.Smp_162920.1
OG0002048	NP_116673.1	6183.Smp_166280.1
OG0002049	NP_009923.2	6183.Smp_090820.1
OG0002050	NP_012771.1	6183.Smp_000470.1
OG0002051	NP_014633.1	6183.Smp_102450.1
OG0002052	NP_010660.1	6183.Smp_007500.1
OG0002053	NP_009361.1	6183.Smp_022320.2
OG0002054	NP_013954.1	6183.Smp_169300.1
OG0002055	NP_013928.1	6183.Smp_010260.1
OG0002056	NP_012997.3	6183.Smp_207000.1
OG0002057	NP_012636.1	6183.Smp_097620.1
OG0002058	NP_012463.1	6183.Smp_100380.1
OG0002059	NP_012155.1, NP_014346.1	
OG0002060	NP_014242.1, NP_036194.1	
OG0002061	NP_011388.1	6183.Smp_024060.1
OG0002062	NP_015099.1	6183.Smp_029230.1
OG0002063	NP_015227.1	6183.Smp_010400.1
OG0002064	NP_010463.1, NP_014940.4	
OG0002065	NP_010913.2	6183.Smp_030290.1
OG0002066	NP_012071.1	6183.Smp_173050.2
OG0002067	NP_014001.1	6183.Smp_017650.2
OG0002068	NP_011294.1	6183.Smp_051390.1
OG0002069	NP_010224.1, NP_013680.2	
OG0002070	NP_012258.3	6183.Smp_030180.1
OG0002071	NP_014968.1	6183.Smp_145020.1
OG0002072	NP_014151.1	6183.Smp_137830.1
OG0002073	NP_011996.2	6183.Smp_095810.1
OG0002074	NP_014409.1	6183.Smp_207070.1
OG0002075	NP_014639.1	6183.Smp_171160.1
OG0002076	NP_014289.1	6183.Smp_078520.1
OG0002077	NP_012266.1	6183.Smp_007630.1
OG0002078	NP_012676.3	6183.Smp_159190.1
OG0002079	NP_011614.1	6183.Smp_150050.1
OG0002080	NP_014638.1	6183.Smp_040710.1
OG0002081	NP_010106.1, NP_012186.1	
OG0002082	NP_010410.3, NP_013200.1	
OG0002083	NP_011625.3	6183.Smp_145880.1
OG0002084	NP_012367.2	6183.Smp_210650.1
OG0002085	NP_012061.3	6183.Smp_130740.1
OG0002086	NP_012650.1, NP_015439.1	
OG0002087	NP_009998.2, NP_014428.1	
OG0002088	NP_013910.1	6183.Smp_176530.1
OG0002089	NP_012018.1	6183.Smp_102820.1
OG0002090	NP_010793.2, NP_013278.1	
OG0002091	NP_013206.1	6183.Smp_033140.1
OG0002092	NP_012530.1	6183.Smp_038410.1
OG0002093	NP_010185.1	6183.Smp_095680.1
OG0002094	NP_011920.1, NP_011922.1	
OG0002095	NP_010531.1, NP_012352.2	
OG0002096	NP_010651.3	6183.Smp_071000.1
OG0002097	NP_013364.1	6183.Smp_169920.1
OG0002098	NP_009326.1	6183.Smp_900010.1
OG0002099	NP_009790.3	6183.Smp_036390.1
OG0002100	NP_009942.2	6183.Smp_016900.1
OG0002101		6183.Smp_000020.1, 6183.Smp_210490.1
OG0002102		6183.Smp_000040.1, 6183.Smp_139760.1
OG0002103		6183.Smp_000290.1, 6183.Smp_077900.1
OG0002104		6183.Smp_000320.1, 6183.Smp_194720.1
OG0002105		6183.Smp_000370.1, 6183.Smp_192220.1
OG0002106		6183.Smp_000380.1, 6183.Smp_028850.1
OG0002107		6183.Smp_000500.2, 6183.Smp_177100.1
OG0002108		6183.Smp_000530.1, 6183.Smp_157270.1
OG0002109		6183.Smp_000630.1, 6183.Smp_010380.1
OG0002110		6183.Smp_000700.1, 6183.Smp_124950.1
OG0002111		6183.Smp_001180.1, 6183.Smp_153820.1
OG0002112		6183.Smp_002390.1, 6183.Smp_095460.1
OG0002113		6183.Smp_002600.1, 6183.Smp_071610.1
OG0002114		6183.Smp_002870.1, 6183.Smp_179060.1
OG0002115		6183.Smp_003000.1, 6183.Smp_094760.1
OG0002116		6183.Smp_004200.1, 6183.Smp_152220.1
OG0002117		6183.Smp_004590.1, 6183.Smp_140990.1
OG0002118		6183.Smp_004690.1, 6183.Smp_148290.1
OG0002119		6183.Smp_005260.1, 6183.Smp_064360.1
OG0002120		6183.Smp_005910.1, 6183.Smp_040550.1
OG0002121		6183.Smp_006250.2, 6183.Smp_159100.1
OG0002122		6183.Smp_006680.1, 6183.Smp_031950.2
OG0002123		6183.Smp_007070.1, 6183.Smp_202290.1
OG0002124		6183.Smp_007260.2, 6183.Smp_136710.1
OG0002125		6183.Smp_007300.1, 6183.Smp_014270.1
OG0002126		6183.Smp_007690.1, 6183.Smp_174920.1
OG0002127		6183.Smp_008190.1, 6183.Smp_144620.1
OG0002128		6183.Smp_008340.1, 6183.Smp_147840.1
OG0002129		6183.Smp_008450.1, 6183.Smp_173420.1
OG0002130		6183.Smp_008860.1, 6183.Smp_180500.1
OG0002131		6183.Smp_008910.1, 6183.Smp_156850.1
OG0002132		6183.Smp_009020.1, 6183.Smp_135380.1
OG0002133		6183.Smp_009310.1, 6183.Smp_046780.1
OG0002134		6183.Smp_009760.1, 6183.Smp_009780.2
OG0002135		6183.Smp_009800.1, 6183.Smp_097940.1
OG0002136		6183.Smp_010250.1, 6183.Smp_162970.1
OG0002137		6183.Smp_010940.1, 6183.Smp_141330.1
OG0002138		6183.Smp_011150.1, 6183.Smp_173480.1
OG0002139		6183.Smp_012950.1, 6183.Smp_070360.1
OG0002140		6183.Smp_013080.1, 6183.Smp_126110.1
OG0002141		6183.Smp_013460.1, 6183.Smp_127650.1
OG0002142		6183.Smp_013540.1, 6183.Smp_050270.1
OG0002143		6183.Smp_014050.1, 6183.Smp_090450.1
OG0002144		6183.Smp_014420.1, 6183.Smp_129980.1
OG0002145		6183.Smp_014570.1, 6183.Smp_130100.1
OG0002146		6183.Smp_014680.1, 6183.Smp_132970.1
OG0002147		6183.Smp_015020.1, 6183.Smp_130300.1
OG0002148		6183.Smp_015030.1, 6183.Smp_015050.1
OG0002149		6183.Smp_015490.1, 6183.Smp_120900.1
OG0002150		6183.Smp_016200.3, 6183.Smp_033970.1
OG0002151		6183.Smp_016600.1, 6183.Smp_145980.2
OG0002152		6183.Smp_016640.1, 6183.Smp_123670.1
OG0002153		6183.Smp_017420.1, 6183.Smp_134110.1
OG0002154		6183.Smp_017880.1, 6183.Smp_051080.1
OG0002155		6183.Smp_018160.1, 6183.Smp_077120.1
OG0002156		6183.Smp_018250.2, 6183.Smp_059170.2
OG0002157		6183.Smp_018880.1, 6183.Smp_019000.1
OG0002158		6183.Smp_019210.1, 6183.Smp_130060.1
OG0002159		6183.Smp_019350.1, 6183.Smp_105220.1
OG0002160		6183.Smp_019640.1, 6183.Smp_028210.1
OG0002161		6183.Smp_019760.1, 6183.Smp_155500.1
OG0002162		6183.Smp_019810.1, 6183.Smp_133000.1
OG0002163		6183.Smp_020340.1, 6183.Smp_133210.1
OG0002164		6183.Smp_020370.1, 6183.Smp_058240.1
OG0002165		6183.Smp_020450.1, 6183.Smp_164450.1
OG0002166		6183.Smp_020660.1, 6183.Smp_143950.1
OG0002167		6183.Smp_021460.1, 6183.Smp_133770.1
OG0002168		6183.Smp_021730.1, 6183.Smp_066200.1
OG0002169		6183.Smp_022710.1, 6183.Smp_022720.1
OG0002170		6183.Smp_022810.1, 6183.Smp_071630.1
OG0002171		6183.Smp_022870.1, 6183.Smp_178740.1
OG0002172		6183.Smp_023010.1, 6183.Smp_134510.1
OG0002173		6183.Smp_023240.1, 6183.Smp_105050.1
OG0002174		6183.Smp_023990.1, 6183.Smp_164190.1
OG0002175		6183.Smp_024670.1, 6183.Smp_210340.1
OG0002176		6183.Smp_024860.1, 6183.Smp_152190.1
OG0002177		6183.Smp_025690.1, 6183.Smp_178810.1
OG0002178		6183.Smp_026450.2, 6183.Smp_084180.1
OG0002179		6183.Smp_026830.1, 6183.Smp_145630.1
OG0002180		6183.Smp_027430.1, 6183.Smp_045960.1
OG0002181		6183.Smp_028120.1, 6183.Smp_028140.1
OG0002182		6183.Smp_028130.1, 6183.Smp_078910.1
OG0002183		6183.Smp_028800.1, 6183.Smp_137690.1
OG0002184		6183.Smp_028870.1, 6183.Smp_137700.1
OG0002185		6183.Smp_029520.1, 6183.Smp_148580.1
OG0002186		6183.Smp_030000.1, 6183.Smp_083870.1
OG0002187		6183.Smp_030030.1, 6183.Smp_054070.1
OG0002188		6183.Smp_030110.1, 6183.Smp_049910.1
OG0002189		6183.Smp_030860.1, 6183.Smp_162310.1
OG0002190		6183.Smp_031390.1, 6183.Smp_139140.1
OG0002191		6183.Smp_031880.1, 6183.Smp_043990.1
OG0002192		6183.Smp_031940.1, 6183.Smp_086690.1
OG0002193		6183.Smp_032000.1, 6183.Smp_141270.1
OG0002194		6183.Smp_032120.1, 6183.Smp_139580.1
OG0002195		6183.Smp_032470.1, 6183.Smp_084950.1
OG0002196		6183.Smp_032690.1, 6183.Smp_032710.1
OG0002197		6183.Smp_032790.1, 6183.Smp_152270.1
OG0002198		6183.Smp_032800.2, 6183.Smp_032820.1
OG0002199		6183.Smp_033250.1, 6183.Smp_078720.1
OG0002200		6183.Smp_033330.1, 6183.Smp_170030.1
OG0002201		6183.Smp_033600.1, 6183.Smp_169750.1
OG0002202		6183.Smp_033700.1, 6183.Smp_125890.1
OG0002203		6183.Smp_033930.1, 6183.Smp_190970.1
OG0002204		6183.Smp_034120.1, 6183.Smp_164210.1
OG0002205		6183.Smp_035190.2, 6183.Smp_199010.1
OG0002206		6183.Smp_036090.1, 6183.Smp_141620.1
OG0002207		6183.Smp_036720.1, 6183.Smp_141940.1
OG0002208		6183.Smp_036980.1, 6183.Smp_165560.1
OG0002209		6183.Smp_037020.1, 6183.Smp_142100.1
OG0002210		6183.Smp_038340.1, 6183.Smp_094130.1
OG0002211		6183.Smp_038730.5, 6183.Smp_182770.1
OG0002212		6183.Smp_039010.1, 6183.Smp_149030.1
OG0002213		6183.Smp_039300.1, 6183.Smp_098550.1
OG0002214		6183.Smp_039870.2, 6183.Smp_171040.1
OG0002215		6183.Smp_040270.1, 6183.Smp_132760.1
OG0002216		6183.Smp_041750.1, 6183.Smp_105690.1
OG0002217		6183.Smp_042300.2, 6183.Smp_075120.1
OG0002218		6183.Smp_042390.1, 6183.Smp_178890.1
OG0002219		6183.Smp_042700.1, 6183.Smp_198170.1
OG0002220		6183.Smp_043100.1, 6183.Smp_053940.1
OG0002221		6183.Smp_043420.1, 6183.Smp_154100.1
OG0002222		6183.Smp_043610.1, 6183.Smp_052750.1
OG0002223		6183.Smp_043860.1, 6183.Smp_147190.1
OG0002224		6183.Smp_043930.1, 6183.Smp_059660.1
OG0002225		6183.Smp_044610.1, 6183.Smp_125590.1
OG0002226		6183.Smp_044920.1, 6183.Smp_129050.1
OG0002227		6183.Smp_045330.1, 6183.Smp_145440.1
OG0002228		6183.Smp_045470.1, 6183.Smp_162760.1
OG0002229		6183.Smp_045620.1, 6183.Smp_049520.1
OG0002230		6183.Smp_045950.2, 6183.Smp_050920.1
OG0002231		6183.Smp_046800.1, 6183.Smp_095360.1
OG0002232		6183.Smp_046810.1, 6183.Smp_152200.1
OG0002233		6183.Smp_047190.1, 6183.Smp_154470.1
OG0002234		6183.Smp_047330.1, 6183.Smp_147540.1
OG0002235		6183.Smp_047570.1, 6183.Smp_197890.1
OG0002236		6183.Smp_047870.1, 6183.Smp_128670.1
OG0002237		6183.Smp_048380.1, 6183.Smp_146050.1
OG0002238		6183.Smp_049170.1, 6183.Smp_090150.2
OG0002239		6183.Smp_049400.1, 6183.Smp_148600.1
OG0002240		6183.Smp_049630.1, 6183.Smp_154450.1
OG0002241		6183.Smp_050160.1, 6183.Smp_141160.1
OG0002242		6183.Smp_051230.1, 6183.Smp_051300.1
OG0002243		6183.Smp_051670.1, 6183.Smp_165890.1
OG0002244		6183.Smp_051920.2, 6183.Smp_055740.1
OG0002245		6183.Smp_052230.1, 6183.Smp_147710.1
OG0002246		6183.Smp_053800.1, 6183.Smp_180390.1
OG0002247		6183.Smp_053900.1, 6183.Smp_134300.1
OG0002248		6183.Smp_055340.1, 6183.Smp_133660.1
OG0002249		6183.Smp_056360.8, 6183.Smp_193440.1
OG0002250		6183.Smp_056390.1, 6183.Smp_166540.1
OG0002251		6183.Smp_056890.1, 6183.Smp_152710.2
OG0002252		6183.Smp_057090.1, 6183.Smp_134660.1
OG0002253		6183.Smp_057120.1, 6183.Smp_093430.1
OG0002254		6183.Smp_058270.1, 6183.Smp_175020.1
OG0002255		6183.Smp_058450.1, 6183.Smp_174110.1
OG0002256		6183.Smp_059340.1, 6183.Smp_092580.1
OG0002257		6183.Smp_059910.3, 6183.Smp_133380.1
OG0002258		6183.Smp_060160.1, 6183.Smp_151450.1
OG0002259		6183.Smp_060480.1, 6183.Smp_167370.1
OG0002260		6183.Smp_060620.1, 6183.Smp_097180.1
OG0002261		6183.Smp_061000.1, 6183.Smp_141120.1
OG0002262		6183.Smp_062300.1, 6183.Smp_130230.1
OG0002263		6183.Smp_062610.1, 6183.Smp_155900.1
OG0002264		6183.Smp_063110.1, 6183.Smp_166880.1
OG0002265		6183.Smp_064650.1, 6183.Smp_178800.1
OG0002266		6183.Smp_065210.2, 6183.Smp_161790.1
OG0002267		6183.Smp_065470.3, 6183.Smp_081380.1
OG0002268		6183.Smp_068230.1, 6183.Smp_175040.1
OG0002269		6183.Smp_068240.1, 6183.Smp_165420.1
OG0002270		6183.Smp_069380.1, 6183.Smp_191310.1
OG0002271		6183.Smp_070340.1, 6183.Smp_160330.1
OG0002272		6183.Smp_071150.1, 6183.Smp_147220.1
OG0002273		6183.Smp_071980.1, 6183.Smp_089230.1
OG0002274		6183.Smp_072190.1, 6183.Smp_161340.1
OG0002275		6183.Smp_072720.1, 6183.Smp_105210.1
OG0002276		6183.Smp_072990.1, 6183.Smp_210330.1
OG0002277		6183.Smp_073490.1, 6183.Smp_073510.1
OG0002278		6183.Smp_074190.1, 6183.Smp_079480.1
OG0002279		6183.Smp_074250.1, 6183.Smp_162220.1
OG0002280		6183.Smp_074930.1, 6183.Smp_169610.1
OG0002281		6183.Smp_075140.1, 6183.Smp_145360.1
OG0002282		6183.Smp_076150.2, 6183.Smp_203710.1
OG0002283		6183.Smp_076490.1, 6183.Smp_099440.1
OG0002284		6183.Smp_076500.1, 6183.Smp_210860.1
OG0002285		6183.Smp_076710.1, 6183.Smp_118570.1
OG0002286		6183.Smp_077020.1, 6183.Smp_162620.1
OG0002287		6183.Smp_077030.1, 6183.Smp_089930.1
OG0002288		6183.Smp_077610.1, 6183.Smp_131410.1
OG0002289		6183.Smp_077890.1, 6183.Smp_112450.1
OG0002290		6183.Smp_078010.1, 6183.Smp_201220.1
OG0002291		6183.Smp_078090.1, 6183.Smp_191380.1
OG0002292		6183.Smp_078540.1, 6183.Smp_139610.1
OG0002293		6183.Smp_078560.1, 6183.Smp_078570.1
OG0002294		6183.Smp_078600.1, 6183.Smp_092740.1
OG0002295		6183.Smp_079640.1, 6183.Smp_130780.1
OG0002296		6183.Smp_080210.1, 6183.Smp_165340.1
OG0002297		6183.Smp_080650.1, 6183.Smp_147320.1
OG0002298		6183.Smp_082420.1, 6183.Smp_082430.1
OG0002299		6183.Smp_082740.1, 6183.Smp_151580.1
OG0002300		6183.Smp_083200.2, 6183.Smp_147920.1
OG0002301		6183.Smp_084090.1, 6183.Smp_148200.1
OG0002302		6183.Smp_084540.2, 6183.Smp_126850.2
OG0002303		6183.Smp_084940.3, 6183.Smp_198010.1
OG0002304		6183.Smp_085690.1, 6183.Smp_085700.1
OG0002305		6183.Smp_088990.1, 6183.Smp_133050.1
OG0002306		6183.Smp_090220.1, 6183.Smp_143690.1
OG0002307		6183.Smp_090800.1, 6183.Smp_210480.1
OG0002308		6183.Smp_091300.1, 6183.Smp_113660.1
OG0002309		6183.Smp_092150.1, 6183.Smp_151640.1
OG0002310		6183.Smp_093620.1, 6183.Smp_137450.1
OG0002311		6183.Smp_093790.1, 6183.Smp_105730.1
OG0002312		6183.Smp_093950.1, 6183.Smp_123620.1
OG0002313		6183.Smp_093980.1, 6183.Smp_173630.1
OG0002314		6183.Smp_094190.1, 6183.Smp_127060.1
OG0002315		6183.Smp_094500.1, 6183.Smp_212180.1
OG0002316		6183.Smp_095290.1, 6183.Smp_164740.1
OG0002317		6183.Smp_095350.1, 6183.Smp_165400.3
OG0002318		6183.Smp_095980.1, 6183.Smp_174810.1
OG0002319		6183.Smp_096240.1, 6183.Smp_143570.1
OG0002320		6183.Smp_096920.1, 6183.Smp_163540.1
OG0002321		6183.Smp_097490.1, 6183.Smp_212780.1
OG0002322		6183.Smp_097710.1, 6183.Smp_147280.1
OG0002323		6183.Smp_097750.1, 6183.Smp_097800.3
OG0002324		6183.Smp_098250.1, 6183.Smp_151740.1
OG0002325		6183.Smp_098850.1, 6183.Smp_151080.1
OG0002326		6183.Smp_099210.1, 6183.Smp_102390.1
OG0002327		6183.Smp_099670.1, 6183.Smp_176820.1
OG0002328		6183.Smp_099680.1, 6183.Smp_176830.1
OG0002329		6183.Smp_100600.1, 6183.Smp_109870.1
OG0002330		6183.Smp_102070.1, 6183.Smp_163610.1
OG0002331		6183.Smp_102780.1, 6183.Smp_159650.1
OG0002332		6183.Smp_103320.1, 6183.Smp_128650.2
OG0002333		6183.Smp_104310.1, 6183.Smp_190370.1
OG0002334		6183.Smp_104450.1, 6183.Smp_104460.1
OG0002335		6183.Smp_105200.3, 6183.Smp_158320.2
OG0002336		6183.Smp_106060.1, 6183.Smp_194600.1
OG0002337		6183.Smp_108610.1, 6183.Smp_177780.1
OG0002338		6183.Smp_109300.1, 6183.Smp_205550.1
OG0002339		6183.Smp_109340.1, 6183.Smp_149750.1
OG0002340		6183.Smp_112520.1, 6183.Smp_178360.1
OG0002341		6183.Smp_113610.1, 6183.Smp_154920.1
OG0002342		6183.Smp_113760.1, 6183.Smp_205800.1
OG0002343		6183.Smp_114240.1, 6183.Smp_186180.1
OG0002344		6183.Smp_114340.1, 6183.Smp_212020.1
OG0002345		6183.Smp_117390.1, 6183.Smp_205620.1
OG0002346		6183.Smp_122060.1, 6183.Smp_127190.1
OG0002347		6183.Smp_122550.1, 6183.Smp_169280.1
OG0002348		6183.Smp_122760.3, 6183.Smp_181720.1
OG0002349		6183.Smp_123300.1, 6183.Smp_155050.1
OG0002350		6183.Smp_123640.1, 6183.Smp_210820.1
OG0002351		6183.Smp_124340.1, 6183.Smp_162060.1
OG0002352		6183.Smp_124530.1, 6183.Smp_134050.1
OG0002353		6183.Smp_124600.1, 6183.Smp_170130.1
OG0002354		6183.Smp_124890.1, 6183.Smp_173360.1
OG0002355		6183.Smp_125050.1, 6183.Smp_125340.1
OG0002356		6183.Smp_125640.1, 6183.Smp_148320.1
OG0002357		6183.Smp_125780.1, 6183.Smp_127890.1
OG0002358		6183.Smp_125940.1, 6183.Smp_125950.1
OG0002359		6183.Smp_126450.1, 6183.Smp_137890.1
OG0002360		6183.Smp_126630.1, 6183.Smp_146930.1
OG0002361		6183.Smp_127140.1, 6183.Smp_168040.1
OG0002362		6183.Smp_127480.1, 6183.Smp_166590.1
OG0002363		6183.Smp_127510.1, 6183.Smp_143870.1
OG0002364		6183.Smp_127600.1, 6183.Smp_172050.1
OG0002365		6183.Smp_127780.1, 6183.Smp_140100.1
OG0002366		6183.Smp_127810.1, 6183.Smp_196920.1
OG0002367		6183.Smp_127820.1, 6183.Smp_172070.1
OG0002368		6183.Smp_128250.1, 6183.Smp_148740.1
OG0002369		6183.Smp_128520.1, 6183.Smp_128530.1
OG0002370		6183.Smp_129160.1, 6183.Smp_157720.1
OG0002371		6183.Smp_129240.1, 6183.Smp_138600.1
OG0002372		6183.Smp_129260.1, 6183.Smp_145810.1
OG0002373		6183.Smp_129290.1, 6183.Smp_134030.1
OG0002374		6183.Smp_129360.1, 6183.Smp_153920.1
OG0002375		6183.Smp_129550.1, 6183.Smp_129580.1
OG0002376		6183.Smp_130070.1, 6183.Smp_132700.1
OG0002377		6183.Smp_130430.1, 6183.Smp_205840.1
OG0002378		6183.Smp_130660.1, 6183.Smp_163320.1
OG0002379		6183.Smp_130690.1, 6183.Smp_132000.1
OG0002380		6183.Smp_130710.1, 6183.Smp_167040.1
OG0002381		6183.Smp_130730.1, 6183.Smp_178010.1
OG0002382		6183.Smp_130900.1, 6183.Smp_170990.1
OG0002383		6183.Smp_131030.1, 6183.Smp_143750.1
OG0002384		6183.Smp_131380.1, 6183.Smp_164040.1
OG0002385		6183.Smp_132670.1, 6183.Smp_199400.1
OG0002386		6183.Smp_132840.1, 6183.Smp_168410.1
OG0002387		6183.Smp_132930.1, 6183.Smp_169170.1
OG0002388		6183.Smp_132990.1, 6183.Smp_179000.1
OG0002389		6183.Smp_133450.1, 6183.Smp_169960.1
OG0002390		6183.Smp_133680.1, 6183.Smp_155860.1
OG0002391		6183.Smp_133890.1, 6183.Smp_133900.1
OG0002392		6183.Smp_134200.1, 6183.Smp_147240.1
OG0002393		6183.Smp_134530.1, 6183.Smp_159140.1
OG0002394		6183.Smp_134950.1, 6183.Smp_136850.2
OG0002395		6183.Smp_135130.1, 6183.Smp_143220.1
OG0002396		6183.Smp_135140.1, 6183.Smp_141660.1
OG0002397		6183.Smp_135540.1, 6183.Smp_177600.1
OG0002398		6183.Smp_135920.1, 6183.Smp_170870.1
OG0002399		6183.Smp_136110.1, 6183.Smp_172990.1
OG0002400		6183.Smp_136280.1, 6183.Smp_173440.1
OG0002401		6183.Smp_136410.1, 6183.Smp_137460.1
OG0002402		6183.Smp_136470.1, 6183.Smp_153520.1
OG0002403		6183.Smp_136880.1, 6183.Smp_180190.1
OG0002404		6183.Smp_138060.1, 6183.Smp_138080.1
OG0002405		6183.Smp_138300.1, 6183.Smp_174630.1
OG0002406		6183.Smp_139290.1, 6183.Smp_142020.1
OG0002407		6183.Smp_139520.1, 6183.Smp_141030.1
OG0002408		6183.Smp_139740.1, 6183.Smp_154850.1
OG0002409		6183.Smp_140020.1, 6183.Smp_165200.1
OG0002410		6183.Smp_140770.1, 6183.Smp_151410.1
OG0002411		6183.Smp_140930.1, 6183.Smp_178370.1
OG0002412		6183.Smp_140980.1, 6183.Smp_156420.1
