Orthogroup	kog_cerevisiae_pos_go	kog_droso_pos_go	kog_elegans_pos_go	protein_mansoni
OG0001441	NP_014948.1	NP_523719.1		6183.Smp_008830.1
OG0001442	NP_012569.1		NP_510607.2	6183.Smp_135910.1
OG0001443	NP_009383.1		NP_499301.2	6183.Smp_022310.1
OG0001444	NP_015243.1		NP_496802.2	6183.Smp_158610.2
OG0001445	NP_010110.1		NP_508927.2	6183.Smp_128380.1
OG0001446	NP_013374.1		NP_499379.2	6183.Smp_131070.1
OG0001447	NP_010219.1	NP_476978.1		6183.Smp_103710.1
OG0001448	NP_009477.1	NP_524840.2		6183.Smp_041600.1
OG0001449	NP_015165.1		NP_497837.1	6183.Smp_194160.1
OG0001450	NP_014854.2			6183.Smp_044920.1, 6183.Smp_129050.1
OG0001451	NP_012141.1		NP_500617.1	6183.Smp_044970.1
OG0001452	NP_010736.3			6183.Smp_004040.1, 6183.Smp_066720.1
OG0001453	NP_010457.3	NP_477259.1		6183.Smp_005180.1
OG0001454	NP_010942.1		NP_490960.1	6183.Smp_095150.1
OG0001455	NP_010905.1		NP_497961.1	6183.Smp_094880.1
OG0001456	NP_012574.1		NP_495940.1	6183.Smp_071970.1
OG0001457	NP_009530.1	NP_477121.1		6183.Smp_054840.1
OG0001458	NP_010882.1		NP_506706.1	6183.Smp_037590.1
OG0001459	NP_011314.2	NP_511065.1		6183.Smp_094140.1
OG0001460	NP_013376.1		NP_497858.1	6183.Smp_143490.1
OG0001461	NP_009780.1		NP_500340.1	6183.Smp_002510.1
OG0001462	NP_012728.1		NP_495653.1	6183.Smp_046020.1
OG0001463	NP_011460.3		NP_504814.1, NP_507482.1	
OG0001464	NP_011883.1	NP_609948.1		6183.Smp_041450.1
OG0001465	NP_010432.3		NP_504700.2	6183.Smp_104330.1
OG0001466	NP_014158.1		NP_502129.1	6183.Smp_052810.1
OG0001467	NP_012604.1		NP_496279.1	6183.Smp_056370.1
OG0001468	NP_014506.1		NP_493586.1	6183.Smp_018610.1
OG0001469	NP_011640.1, NP_015471.1		NP_505204.1	
OG0001470	NP_014029.1	NP_524271.2	NP_497958.1	
OG0001471	NP_010778.3		NP_497551.1	6183.Smp_094250.1
OG0001472	NP_014238.3		NP_508627.5	6183.Smp_103570.1
OG0001473	NP_011079.3, NP_011313.1, NP_012005.1			
OG0001474	NP_015283.1		NP_492357.2	6183.Smp_156990.1
OG0001475	NP_013081.1			6183.Smp_058620.1, 6183.Smp_134560.1
OG0001476	NP_012835.1		NP_506341.1	6183.Smp_027210.1
OG0001477	NP_010255.1		NP_505657.1	6183.Smp_101290.2
OG0001478	NP_015433.1		NP_501632.1	6183.Smp_052870.1
OG0001479	NP_012382.2	NP_477405.1	NP_496499.2	
OG0001480	NP_012220.3		NP_499364.1	6183.Smp_142850.1
OG0001481	NP_010055.1		NP_492310.1	6183.Smp_152370.1
OG0001482	NP_010742.1		NP_491243.1	6183.Smp_016880.1
OG0001483	NP_116638.1		NP_498902.1	6183.Smp_096010.1
OG0001484	NP_014172.1		NP_499759.2	6183.Smp_172510.1
OG0001485	NP_014897.1		NP_493464.1	6183.Smp_145670.1
OG0001486	NP_013108.1		NP_491662.1	6183.Smp_151650.1
OG0001487	NP_011801.1		NP_501006.1	6183.Smp_105960.1
OG0001488	NP_010682.3	NP_572686.1		6183.Smp_072340.1
OG0001489	NP_011786.1		NP_502289.2	6183.Smp_179290.1
OG0001490	NP_010663.1	NP_609358.1		6183.Smp_083120.1
OG0001491	NP_011610.3			6183.Smp_058130.1, 6183.Smp_093630.2
OG0001492	NP_009850.1		NP_498249.3	6183.Smp_149320.1
OG0001493	NP_009751.1		NP_496236.1	6183.Smp_061250.1
OG0001494	NP_012132.3		NP_495746.1	6183.Smp_044020.1
OG0001495	NP_013889.1		NP_501552.1	6183.Smp_044160.1
OG0001496	NP_009557.1		NP_491588.1	6183.Smp_059800.1
OG0001497	NP_010578.3	NP_524887.2		6183.Smp_095910.1
OG0001498	NP_011853.1		NP_495016.1	6183.Smp_199130.1
OG0001499	NP_014624.1	NP_523420.1		6183.Smp_138840.1
OG0001500	NP_013126.1	NP_523582.4		6183.Smp_176270.1
OG0001501	NP_009691.1		NP_498112.1	6183.Smp_171150.1
OG0001502	NP_013969.3, NP_014957.2	NP_523774.1		
OG0001503	NP_014844.3		NP_499333.1	6183.Smp_018480.1
OG0001504	NP_009404.1	NP_524274.1		6183.Smp_121800.1
OG0001505	NP_011450.1		NP_495010.2	6183.Smp_177080.1
OG0001506	NP_013176.1		NP_495707.1	6183.Smp_013200.2
OG0001507	NP_012725.1	NP_572423.1		6183.Smp_047450.1
OG0001508	NP_012842.1, NP_015277.1			6183.Smp_083410.1
OG0001509	NP_015194.1		NP_495811.1	6183.Smp_200920.1
OG0001510	NP_011026.3		NP_494397.1	6183.Smp_059750.2
OG0001511	NP_011848.1	NP_524421.1		6183.Smp_066990.1
OG0001512	NP_014132.1		NP_508177.2	6183.Smp_130340.1
OG0001513	NP_013341.1		NP_491741.1	6183.Smp_128130.1
OG0001514	NP_015229.1		NP_492913.1	6183.Smp_033350.1
OG0001515	NP_013847.1	NP_476591.1		6183.Smp_123500.1
OG0001516	NP_013271.1			6183.Smp_019990.1, 6183.Smp_060700.1
OG0001517	NP_015064.1		NP_491572.2	6183.Smp_064240.1
OG0001518	NP_009614.2		NP_491765.2	6183.Smp_069960.1
OG0001519	NP_013264.1		NP_501576.2	6183.Smp_009650.1
OG0001520	NP_014149.1		NP_506070.1	6183.Smp_127050.1
OG0001521	NP_010181.2		NP_506017.1	6183.Smp_087010.1
OG0001522	NP_012078.3, NP_012682.1		NP_510144.1	
OG0001523	NP_014637.1		NP_493337.1	6183.Smp_033050.1
OG0001524	NP_011309.1	NP_477042.1		6183.Smp_154420.1
OG0001525	NP_012602.3		NP_498521.1	6183.Smp_096360.1
OG0001526	NP_011391.2		NP_500791.2	6183.Smp_140440.1
OG0001527	NP_015387.1		NP_498663.1, NP_499418.1	
OG0001528	NP_010466.3			6183.Smp_017810.1, 6183.Smp_167860.1
OG0001529	NP_010569.3	NP_477230.1		6183.Smp_079390.1
OG0001530	NP_116617.1	NP_608565.1		6183.Smp_148720.1
OG0001531	NP_015432.1	NP_477156.1		6183.Smp_037380.1
OG0001532	NP_014353.1		NP_500385.1	6183.Smp_007550.1
OG0001533	NP_012626.1		NP_504203.1	6183.Smp_070070.1
OG0001534	NP_010544.3, NP_013074.1			6183.Smp_145990.1
OG0001535	NP_010524.3		NP_494441.1	6183.Smp_124430.1
OG0001536	NP_011716.3		NP_499648.3	6183.Smp_050730.1
OG0001537	NP_013956.1		NP_498398.1	6183.Smp_105930.1
OG0001538	NP_009516.1	NP_476819.2		6183.Smp_074020.1
OG0001539	NP_014112.1	NP_524608.1		6183.Smp_092770.1
OG0001540	NP_012491.3		NP_497979.1	6183.Smp_025890.1
OG0001541	NP_011472.1	NP_476967.1		6183.Smp_007660.1
OG0001542	NP_012381.1		NP_495180.2	6183.Smp_173330.1
OG0001543	NP_015150.2		NP_495840.1	6183.Smp_046880.2
OG0001544	NP_012123.1		NP_499487.1	6183.Smp_165580.1
OG0001545	NP_010530.1, NP_013731.1	NP_569949.3		
OG0001546	NP_014086.1		NP_498636.2	6183.Smp_152860.1
OG0001547	NP_010429.1	NP_524320.1		6183.Smp_211170.1
OG0001548	NP_009365.1		NP_497536.2	6183.Smp_006990.1
OG0001549	NP_014609.1		NP_499917.2	6183.Smp_009520.1
OG0001550	NP_009974.1, NP_010854.1			6183.Smp_154140.1
OG0001551	NP_012036.1		NP_497203.1	6183.Smp_037400.1
OG0001552	NP_010244.1		NP_497180.3	6183.Smp_062520.1
OG0001553	NP_015373.1		NP_507875.1	6183.Smp_038820.1
OG0001554	NP_010267.3		NP_491705.1	6183.Smp_177120.1
OG0001555	NP_011308.1		NP_492821.1	6183.Smp_212220.1
OG0001556	NP_011498.1		NP_492549.2	6183.Smp_101220.1
OG0001557	NP_009602.1		NP_493577.1	6183.Smp_159230.1
OG0001558	NP_009484.2, NP_011027.1, NP_013872.1			
OG0001559	NP_012934.1	NP_573109.1	NP_495494.1	
OG0001560	NP_014021.1		NP_500129.1	6183.Smp_031990.1
OG0001561	NP_014005.1	NP_610453.1		6183.Smp_085150.1
OG0001562	NP_010103.1	NP_569982.1	NP_496465.1	
OG0001563	NP_011396.1		NP_498014.2	6183.Smp_021330.2
OG0001564	NP_011081.1		NP_493356.2	6183.Smp_161940.1
OG0001565	NP_011320.3			6183.Smp_075950.1, 6183.Smp_134860.1
OG0001566	NP_015313.1		NP_497319.1	6183.Smp_029730.1
OG0001567	NP_010405.3	NP_609566.1		6183.Smp_165900.1
OG0001568	NP_013667.1		NP_504495.1	6183.Smp_170570.1
OG0001569	NP_012297.3, NP_014282.1		NP_503306.1	
OG0001570	NP_012200.2	NP_608733.1	NP_500612.1	
OG0001571	NP_011005.1		NP_502358.1	6183.Smp_120350.1
OG0001572	NP_009403.1		NP_495222.2	6183.Smp_142780.1
OG0001573	NP_009966.2, NP_012337.1, NP_014410.3			
OG0001574	NP_013943.1		NP_499080.3	6183.Smp_041770.1
OG0001575	NP_010014.1		NP_505521.2	6183.Smp_050880.1
OG0001576	NP_010475.1		NP_499317.2	6183.Smp_082800.1
OG0001577	NP_014819.3	NP_524613.1		6183.Smp_140790.1
OG0001578	NP_013719.1, NP_013721.1, NP_014632.1			
OG0001579	NP_012956.3		NP_494939.1	6183.Smp_151420.1
OG0001580	NP_013309.1		NP_500086.1	6183.Smp_090870.1
OG0001581	NP_012655.3		NP_498111.2	6183.Smp_038100.1
OG0001582	NP_009453.2		NP_493203.1	6183.Smp_002880.1
OG0001583	NP_010192.1	NP_477388.1		6183.Smp_084610.1
OG0001584	NP_010617.1	NP_608891.1		6183.Smp_131520.1
OG0001585	NP_009938.2	NP_476676.1		6183.Smp_018890.1
OG0001586	NP_010961.3		NP_491955.1	6183.Smp_028440.1
OG0001587	NP_011943.2		NP_499362.1	6183.Smp_046890.1
OG0001588	NP_014439.3		NP_498513.2	6183.Smp_202500.1
OG0001589	NP_014917.3		NP_498122.2	6183.Smp_102920.1
OG0001590	NP_010872.1		NP_505573.1	6183.Smp_081450.1
OG0001591	NP_010920.3		NP_508994.1	6183.Smp_166520.1
OG0001592	NP_014350.1		NP_498606.1	6183.Smp_052330.1
OG0001593	NP_010983.2		NP_508923.2	6183.Smp_009150.1
OG0001594	NP_014337.3		NP_492452.3	6183.Smp_012860.1
OG0001595	NP_011021.3	NP_524583.1		6183.Smp_124230.1
OG0001596	NP_010497.3		NP_495841.1	6183.Smp_019380.1
OG0001597	NP_010186.1	NP_477474.1		6183.Smp_061650.1
OG0001598	NP_012951.1		NP_499106.1	6183.Smp_084900.1
OG0001599	NP_011597.1	NP_611790.1		6183.Smp_166550.1
OG0001600	NP_011287.1			6183.Smp_132050.1, 6183.Smp_161080.1
OG0001601	NP_010134.1		NP_494835.1	6183.Smp_058650.1
OG0001602	NP_011358.3, NP_014490.1		NP_508978.3	
OG0001603	NP_010790.3, NP_013281.1			6183.Smp_002080.1
OG0001604	NP_014754.3		NP_492205.2	6183.Smp_061040.1
OG0001605	NP_012056.1		NP_501653.1	6183.Smp_159000.1
OG0001606	NP_010329.1	NP_524777.1		6183.Smp_162280.1
OG0001607	NP_014928.1, NP_014929.3			6183.Smp_007450.2
OG0001608	NP_009595.1		NP_500214.1	6183.Smp_033670.5
OG0001609	NP_014231.1		NP_498715.1	6183.Smp_175750.1
OG0001610	NP_013597.1		NP_498704.1	6183.Smp_021910.1
OG0001611	NP_009976.1		NP_498051.1	6183.Smp_166830.1
OG0001612	NP_009492.1, NP_010078.1, NP_011022.1			
OG0001613	NP_013308.1		NP_506144.1	6183.Smp_133270.1
OG0001614	NP_116659.1		NP_494712.1, NP_498470.1	
OG0001615	NP_014904.3		NP_491319.1	6183.Smp_026630.1
OG0001616	NP_011277.1		NP_509999.1	6183.Smp_030250.1
OG0001617	NP_011627.1		NP_497657.1	6183.Smp_017090.1
OG0001618	NP_012508.1		NP_497821.1	6183.Smp_055890.1
OG0001619	NP_011380.3		NP_491061.1	6183.Smp_042090.1
OG0001620	NP_013755.1		NP_498580.2	6183.Smp_012380.1
OG0001621	NP_011759.1, NP_012032.1			6183.Smp_099420.1
OG0001622	NP_014140.1		NP_498707.1	6183.Smp_150460.1
OG0001623	NP_011867.1	NP_608449.1		6183.Smp_055390.1
OG0001624	NP_013814.1, NP_014066.1, NP_116596.1			
OG0001625	NP_012234.3		NP_492823.2	6183.Smp_164830.1
OG0001626	NP_010300.3		NP_492519.2, NP_510724.1	
OG0001627	NP_009518.1		NP_499268.1	6183.Smp_067260.1
OG0001628	NP_014663.1		NP_497428.1	6183.Smp_097380.1
OG0001629	NP_009475.1		NP_495277.1	6183.Smp_073790.1
OG0001630	NP_010774.4		NP_505219.1	6183.Smp_010090.1
OG0001631	NP_013125.1		NP_495206.2	6183.Smp_045710.1
OG0001632	NP_009398.1	NP_524808.3		6183.Smp_030690.1
OG0001633	NP_010469.3		NP_498410.1	6183.Smp_028930.1
OG0001634	NP_013701.1		NP_505879.1	6183.Smp_079310.1
OG0001635	NP_009395.1, NP_010266.1, NP_014659.1			
OG0001636	NP_009351.1		NP_500620.1	6183.Smp_149440.1
OG0001637	NP_014098.1		NP_502655.1	6183.Smp_031570.1
OG0001638	NP_011447.1	NP_524742.1		6183.Smp_066740.1
OG0001639	NP_012292.3		NP_501870.1	6183.Smp_081510.1
OG0001640	NP_010502.3, NP_012661.3, NP_013630.1			
OG0001641	NP_010945.1, NP_011306.1, NP_011480.1			
OG0001642	NP_011836.1		NP_493579.2	6183.Smp_101310.1
OG0001643	NP_012867.1			6183.Smp_054240.1, 6183.Smp_122680.1
OG0001644	NP_009604.1		NP_502186.1	6183.Smp_032760.1
OG0001645	NP_014514.1		NP_508808.1	6183.Smp_003410.1
OG0001646	NP_009570.1, NP_010274.1, NP_015169.1			
OG0001647	NP_010200.1	NP_611685.1		6183.Smp_119920.1
OG0001648	NP_014937.1		NP_506573.1	6183.Smp_058680.2
OG0001649	NP_011905.1	NP_477437.1		6183.Smp_054220.1
OG0001650	NP_011073.1, NP_014802.3			6183.Smp_129760.1
OG0001651	NP_011885.1, NP_012766.1			6183.Smp_041650.1
OG0001652	NP_116636.1	NP_573139.1		6183.Smp_038680.1
OG0001653	NP_015458.1		NP_501924.1	6183.Smp_008500.2
OG0001654	NP_014137.1		NP_493616.1	6183.Smp_210940.1
OG0001655	NP_013797.1		NP_490829.1	6183.Smp_061590.1
OG0001656	NP_012034.1		NP_496516.1	6183.Smp_197880.1
OG0001657	NP_013643.1		NP_498196.1	6183.Smp_088990.1
OG0001658	NP_014403.3		NP_501375.2	6183.Smp_093740.3
OG0001659	NP_012328.1		NP_504828.1	6183.Smp_148410.1
OG0001660	NP_009698.3, NP_014560.1			6183.Smp_148460.1
OG0001661	NP_010017.2		NP_498516.3	6183.Smp_133320.1
OG0001662	NP_012426.1		NP_494782.1	6183.Smp_162600.1
OG0001663	NP_009736.3, NP_015230.1		NP_507863.1	
OG0001664	NP_012430.1, NP_012954.3, NP_015144.1			
OG0001665	NP_116648.2		NP_506153.1	6183.Smp_126760.1
OG0001666	NP_011631.1		NP_497969.1	6183.Smp_180420.1
OG0001667	NP_014227.4		NP_496383.3	6183.Smp_151380.1
OG0001668	NP_010443.3		NP_501328.1	6183.Smp_180900.1
OG0001669	NP_009486.3		NP_499162.2	6183.Smp_000710.1
OG0001670	NP_116665.1		NP_497006.1	6183.Smp_084740.1
OG0001671	NP_014260.3		NP_498392.2	6183.Smp_086460.1
OG0001672	NP_013172.1		NP_499067.3	6183.Smp_153250.1
OG0001673	NP_012912.1	NP_608996.1		6183.Smp_160770.1
OG0001674	NP_013116.1		NP_491217.1	6183.Smp_137380.1
OG0001675	NP_013663.1		NP_491953.1	6183.Smp_137430.1
OG0001676	NP_013962.1	NP_476712.1		6183.Smp_166310.1
OG0001677	NP_013777.1		NP_495825.1	6183.Smp_147360.1
OG0001678	NP_009387.1, NP_014599.1			6183.Smp_006710.1
OG0001679	NP_010476.1		NP_505567.2	6183.Smp_064050.2
OG0001680	NP_015107.1		NP_504245.3	6183.Smp_100030.1
OG0001681	NP_013335.1		NP_499558.1	6183.Smp_158140.1
OG0001682	NP_010772.1		NP_509282.4	6183.Smp_194590.1
OG0001683	NP_010211.1, NP_012858.2, NP_013754.1			
OG0001684	NP_012138.1		NP_504457.2	6183.Smp_171230.1
OG0001685	NP_014860.1	NP_524229.1		6183.Smp_004020.1
OG0001686	NP_013795.1		NP_501841.1	6183.Smp_042810.1
OG0001687	NP_014317.4	NP_477023.1		6183.Smp_143380.1
OG0001688	NP_010223.1		NP_494840.1	6183.Smp_038930.1
OG0001689	NP_015507.1		NP_507877.1	6183.Smp_099310.1
OG0001690	NP_011276.1		NP_490716.1	6183.Smp_128050.1
OG0001691	NP_013373.1		NP_506071.1	6183.Smp_083150.1
OG0001692	NP_013526.1		NP_501938.1	6183.Smp_029990.1
OG0001693	NP_013703.1		NP_502283.1	6183.Smp_151070.1
OG0001694	NP_009531.1		NP_492796.1	6183.Smp_126490.1
OG0001695	NP_011892.1		NP_501064.1	6183.Smp_000030.1
OG0001696	NP_012712.1	NP_477310.2		6183.Smp_162630.1
OG0001697	NP_015506.1		NP_505604.2	6183.Smp_048760.1
OG0001698	NP_015322.1		NP_498037.2	6183.Smp_087920.1
OG0001699	NP_011979.1		NP_501359.1	6183.Smp_035280.1
OG0001700	NP_012717.1		NP_501320.2	6183.Smp_137650.1
OG0001701	NP_116660.1		NP_494298.1	6183.Smp_017890.1
OG0001702	NP_014134.1		NP_506170.2	6183.Smp_057650.1
OG0001703	NP_015316.1		NP_497411.2	6183.Smp_052790.1
OG0001704	NP_013249.1		NP_494788.3	6183.Smp_142210.1
OG0001705	NP_009644.3		NP_502517.1	6183.Smp_050820.1
OG0001706	NP_014267.1		NP_491574.1	6183.Smp_144490.1
OG0001707	NP_010345.3		NP_506581.1	6183.Smp_132590.1
OG0001708	NP_014691.1		NP_496958.2	6183.Smp_133300.1
OG0001709	NP_010611.3		NP_493567.2	6183.Smp_152740.1
OG0001710	NP_011944.2		NP_500974.2	6183.Smp_156450.2
OG0001711	NP_012190.1		NP_498346.2	6183.Smp_175250.1
OG0001712	NP_009635.1		NP_498698.1	6183.Smp_001170.1
OG0001713	NP_010597.3		NP_499880.3	6183.Smp_011980.1
OG0001714	NP_011561.3		NP_505626.1	6183.Smp_013560.1
OG0001715	NP_014803.1	NP_608708.2		6183.Smp_164410.1
OG0001716	NP_015160.1		NP_499143.1	6183.Smp_124950.1
OG0001717	NP_009495.1	NP_610284.1		6183.Smp_060010.1
OG0001718	NP_009874.1			6183.Smp_029470.1, 6183.Smp_029500.1
OG0001719	NP_010707.3		NP_497480.2	6183.Smp_136180.1
OG0001720	NP_009876.1	NP_609205.1		6183.Smp_172190.1
OG0001721	NP_009884.1		NP_493980.1	6183.Smp_003340.1
OG0001722	NP_010925.1	NP_608422.1		6183.Smp_037700.1
OG0001723	NP_015225.1, NP_444297.1			6183.Smp_150510.1
OG0001724	NP_013958.1		NP_496322.2	6183.Smp_194370.1
OG0001725	NP_014581.1		NP_503052.1	6183.Smp_146680.1
OG0001726	NP_013102.1		NP_504292.2	6183.Smp_132350.1
OG0001727	NP_011041.3		NP_496760.1	6183.Smp_171660.1
OG0001728	NP_116657.1	NP_572929.1		6183.Smp_103100.1
OG0001729	NP_013617.1		NP_491590.1	6183.Smp_012340.1
OG0001730	NP_012578.3		NP_495238.2	6183.Smp_055900.3
OG0001731	NP_011281.1		NP_509496.3	6183.Smp_146100.1
OG0001732	NP_013528.1	NP_609331.1	NP_501296.1	
OG0001733	NP_012982.2		NP_503353.2	6183.Smp_123520.1
OG0001734	NP_012494.3	NP_611120.1		6183.Smp_049880.1
OG0001735	NP_009529.1		NP_490830.3	6183.Smp_175950.1
OG0001736	NP_012455.1		NP_496136.1	6183.Smp_170110.1
OG0001737	NP_013015.1, NP_014044.1, NP_014724.1			
OG0001738	NP_015488.1	NP_477320.1		6183.Smp_042210.1
OG0001739	NP_010552.3		NP_495439.2	6183.Smp_212500.1
OG0001740	NP_015416.1		NP_495171.1	6183.Smp_022630.1
OG0001741	NP_011792.1		NP_504838.1	6183.Smp_160090.1
OG0001742	NP_014192.1		NP_493544.2	6183.Smp_043200.1
OG0001743	NP_015280.1		NP_498411.1	6183.Smp_123510.1
OG0001744	NP_012532.3		NP_501065.2	6183.Smp_105680.1
OG0001745	NP_009679.2		NP_498093.1	6183.Smp_040800.1
OG0001746	NP_014327.1		NP_495796.1	6183.Smp_041890.2
OG0001747	NP_015006.3	NP_611228.1		6183.Smp_058460.1
OG0001748	NP_011568.3		NP_496239.2	6183.Smp_175840.1
OG0001749	NP_013244.1		NP_491303.3	6183.Smp_163100.1
OG0001750	NP_009455.3	NP_477106.1		6183.Smp_157290.1
OG0001751	NP_012041.1	NP_611350.1	NP_502064.1	
OG0001752	NP_011643.1		NP_506243.1, NP_507692.1	
OG0001753	NP_012884.3		NP_501917.2	6183.Smp_177790.1
OG0001754	NP_010099.1, NP_010151.1		NP_490889.1	
OG0001755	NP_012435.1		NP_506358.3	6183.Smp_018460.1
OG0001756	NP_010180.1	NP_609032.1		6183.Smp_043350.1
OG0001757	NP_010867.3, NP_012585.1		NP_498164.3	
OG0001758	NP_012058.1	NP_572475.1		6183.Smp_020210.1
OG0001759	NP_014091.1		NP_495815.1	6183.Smp_133510.1
OG0001760	NP_010620.3		NP_492347.2	6183.Smp_170100.1
OG0001761	NP_014177.1	NP_608342.1	NP_495386.3	
OG0001762	NP_009473.2		NP_497510.2	6183.Smp_181240.1
OG0001763	NP_009755.1	NP_523663.1		6183.Smp_022400.1
OG0001764	NP_011902.1		NP_493946.1	6183.Smp_065060.1
OG0001765	NP_014699.1		NP_491090.1	6183.Smp_064510.1
OG0001766	NP_013161.1		NP_495785.1	6183.Smp_094060.1
OG0001767	NP_011607.3		NP_504577.1	6183.Smp_152510.1
OG0001768	NP_011067.3		NP_507972.1	6183.Smp_175200.1
OG0001769	NP_010198.1, NP_013586.1, NP_013865.1			
OG0001770	NP_015350.1	NP_524207.1	NP_494564.2	
OG0001771	NP_014522.1, NP_014951.4		NP_509762.2	
OG0001772	NP_010334.1		NP_498765.1	6183.Smp_057430.1
OG0001773	NP_014180.1		NP_496282.2	6183.Smp_103930.5
OG0001774	NP_014427.1		NP_505071.1	6183.Smp_161590.1
OG0001775	NP_011774.1		NP_491891.2	6183.Smp_123940.1
OG0001776	NP_015002.3		NP_492437.1	6183.Smp_091730.1
OG0001777	NP_013276.1	NP_525120.1		6183.Smp_068920.3
OG0001778	NP_010856.1		NP_501500.1	6183.Smp_157710.1
OG0001779	NP_015193.1		NP_502547.2	6183.Smp_141470.1
OG0001780	NP_014138.1	NP_477132.1		6183.Smp_052390.1
OG0001781	NP_116655.1	NP_611646.1		6183.Smp_171830.1
OG0001782	NP_010373.3		NP_505661.1	6183.Smp_019190.1
OG0001783	NP_011846.1, NP_012885.2		NP_508729.2	
OG0001784	NP_013298.1		NP_505660.1	6183.Smp_048660.1
OG0001785	NP_014710.1	NP_572355.1		6183.Smp_151520.1
OG0001786	NP_444296.1		NP_497068.2	6183.Smp_194930.1
OG0001787	NP_011981.1		NP_498265.1	6183.Smp_210610.1
OG0001788	NP_012535.3	NP_609237.1		6183.Smp_023660.1
OG0001789	NP_014372.1		NP_498119.1	6183.Smp_166680.1
OG0001790	NP_015228.1	NP_611967.1		6183.Smp_176290.1
OG0001791	NP_012163.1		NP_497750.1	6183.Smp_030930.2
OG0001792	NP_014837.1	NP_476996.1		6183.Smp_080280.1
OG0001793	NP_011341.3		NP_498982.1	6183.Smp_077590.1
OG0001794	NP_011516.1	NP_611503.1		6183.Smp_002160.1
OG0001795	NP_009358.1		NP_508375.1	6183.Smp_040360.1
OG0001796	NP_012617.1		NP_498057.1	6183.Smp_148440.1
OG0001797	NP_011445.1		NP_505062.1	6183.Smp_067090.1
OG0001798	NP_015324.1		NP_499296.2	6183.Smp_178700.1
OG0001799	NP_011783.1		NP_505710.1	6183.Smp_026920.1
OG0001800	NP_013463.1		NP_492049.1	6183.Smp_038030.1
OG0001801	NP_013753.1	NP_477136.1		6183.Smp_084620.1
OG0001802	NP_011538.3	NP_609737.1		6183.Smp_073990.1
OG0001803	NP_011372.3	NP_609617.1		6183.Smp_211090.1
OG0001804	NP_012183.2		NP_497616.1	6183.Smp_131090.1
OG0001805	NP_015168.1		NP_492400.1	6183.Smp_154780.1
OG0001806	NP_014893.1	NP_610876.1		6183.Smp_019130.1
OG0001807	NP_015205.1		NP_500844.1	6183.Smp_048990.1
OG0001808	NP_010914.3		NP_495655.1	6183.Smp_035470.1
OG0001809	NP_010918.1		NP_504843.1	6183.Smp_089590.1
OG0001810	NP_015361.1	NP_523585.2		6183.Smp_015070.1
OG0001811	NP_010726.3, NP_013694.1		NP_491418.1	
OG0001812	NP_015366.1	NP_573098.1		6183.Smp_122840.1
OG0001813	NP_013420.2		NP_499445.2	6183.Smp_146030.1
OG0001814	NP_013458.1	NP_523835.2		6183.Smp_070600.1
OG0001815	NP_010585.3	NP_609066.1	NP_490870.2	
OG0001816	NP_014324.3		NP_502404.1	6183.Smp_061950.1
OG0001817	NP_011841.1		NP_502081.1	6183.Smp_131670.1
OG0001818	NP_011760.3		NP_509821.1	6183.Smp_167330.1
OG0001819	NP_011521.1		NP_490931.1	6183.Smp_158130.1
OG0001820	NP_013105.1		NP_499239.1	6183.Smp_136520.1
OG0001821	NP_011520.2		NP_501776.2	6183.Smp_059360.1
OG0001822	NP_011796.1		NP_495955.1	6183.Smp_010140.1
OG0001823	NP_010624.3	NP_611691.1	NP_492351.1	
OG0001824	NP_014433.1			6183.Smp_010690.1, 6183.Smp_127830.1
OG0001825	NP_014720.1		NP_492860.1	6183.Smp_023250.1
OG0001826	NP_011304.2		NP_499865.1	6183.Smp_040560.1
OG0001827	NP_013614.1	NP_477468.1		6183.Smp_022470.1
OG0001828	NP_015466.1		NP_502202.2	6183.Smp_065160.1
OG0001829	NP_011906.1		NP_505627.1	6183.Smp_080840.1
OG0001830	NP_116623.1	NP_511062.1	NP_495885.1	
OG0001831	NP_012773.1		NP_491868.2	6183.Smp_007190.1
OG0001832	NP_009533.1	NP_572246.1		6183.Smp_131100.1
OG0001833	NP_010332.3	NP_610501.1		6183.Smp_143740.1
OG0001834	NP_015109.1		NP_498013.2	6183.Smp_063250.1
OG0001835	NP_013651.1	NP_572499.2		6183.Smp_074010.1
OG0001836	NP_009448.1		NP_495905.1	6183.Smp_067780.1
OG0001837	NP_010076.1	NP_612103.1		6183.Smp_095130.1
OG0001838	NP_010330.1		NP_500076.1	6183.Smp_034100.1
OG0001839	NP_013794.1		NP_490762.1	6183.Smp_053040.1
OG0001840	NP_013723.1		NP_492274.3	6183.Smp_147370.1
OG0001841	NP_012540.3	NP_573130.1		6183.Smp_093750.2
OG0001842	NP_013122.1		NP_497226.2	6183.Smp_007970.1
OG0001843	NP_011935.1		NP_496557.1	6183.Smp_065120.1
OG0001844	NP_015231.2		NP_495908.2	6183.Smp_119980.1
OG0001845	NP_009616.1		NP_496339.1	6183.Smp_149120.1
OG0001846	NP_012656.1		NP_492346.2	6183.Smp_170950.1
OG0001847	NP_014281.1		NP_502609.2	6183.Smp_006190.1
OG0001848	NP_010688.4		NP_495254.2, NP_507813.1	
OG0001849	NP_009668.3		NP_498420.2	6183.Smp_005010.1
OG0001850	NP_010573.3, NP_011912.1			6183.Smp_095000.2
OG0001851	NP_013652.1		NP_498927.2	6183.Smp_171820.2
OG0001852	NP_009973.1		NP_504567.1	6183.Smp_156270.1
