Orthogroup	kog_droso_pos_go	protein_mansoni
OG0002102		6183.Smp_135910.1, 6183.Smp_166940.1
OG0002103		6183.Smp_135920.1, 6183.Smp_170870.1
OG0002104		6183.Smp_136110.1, 6183.Smp_172990.1
OG0002105		6183.Smp_136280.1, 6183.Smp_173440.1
OG0002106		6183.Smp_136410.1, 6183.Smp_137460.1
OG0002107		6183.Smp_136470.1, 6183.Smp_153520.1
OG0002108		6183.Smp_136880.1, 6183.Smp_180190.1
OG0002109		6183.Smp_136970.1, 6183.Smp_173700.1
OG0002110		6183.Smp_138060.1, 6183.Smp_138080.1
OG0002111		6183.Smp_138230.1, 6183.Smp_143190.1
OG0002112		6183.Smp_138300.1, 6183.Smp_174630.1
OG0002113		6183.Smp_138440.1, 6183.Smp_176060.1
OG0002114		6183.Smp_138880.1, 6183.Smp_139980.1
OG0002115		6183.Smp_139290.1, 6183.Smp_142020.1
OG0002116		6183.Smp_139520.1, 6183.Smp_141030.1
OG0002117		6183.Smp_139740.1, 6183.Smp_154850.1
OG0002118		6183.Smp_140020.1, 6183.Smp_165200.1
OG0002119		6183.Smp_140360.1, 6183.Smp_181080.1
OG0002120		6183.Smp_140770.1, 6183.Smp_151410.1
OG0002121		6183.Smp_140930.1, 6183.Smp_178370.1
OG0002122		6183.Smp_140980.1, 6183.Smp_156420.1
OG0002123		6183.Smp_141010.1, 6183.Smp_163750.1
OG0002124		6183.Smp_141150.1, 6183.Smp_210300.1
OG0002125		6183.Smp_141280.1, 6183.Smp_162450.1
OG0002126		6183.Smp_141320.1, 6183.Smp_153970.1
OG0002127		6183.Smp_141410.1, 6183.Smp_173100.1
OG0002128		6183.Smp_141590.2, 6183.Smp_144430.1
OG0002129		6183.Smp_142120.1, 6183.Smp_162530.1
OG0002130		6183.Smp_142550.1, 6183.Smp_163440.1
OG0002131		6183.Smp_142630.1, 6183.Smp_167010.1
OG0002132		6183.Smp_143180.1, 6183.Smp_174800.1
OG0002133		6183.Smp_143420.1, 6183.Smp_161120.1
OG0002134		6183.Smp_143810.1, 6183.Smp_162050.1
OG0002135		6183.Smp_143980.1, 6183.Smp_155190.1
OG0002136		6183.Smp_144000.1, 6183.Smp_144010.1
OG0002137		6183.Smp_144570.1, 6183.Smp_179710.1
OG0002138		6183.Smp_144600.1, 6183.Smp_156500.1
OG0002139		6183.Smp_144630.1, 6183.Smp_170560.1
OG0002140		6183.Smp_144810.1, 6183.Smp_167520.1
OG0002141		6183.Smp_144890.1, 6183.Smp_151280.1
OG0002142		6183.Smp_144960.1, 6183.Smp_149080.1
OG0002143		6183.Smp_145540.1, 6183.Smp_152540.1
OG0002144		6183.Smp_145720.1, 6183.Smp_206040.1
OG0002145		6183.Smp_145760.1, 6183.Smp_179870.1
OG0002146		6183.Smp_145870.1, 6183.Smp_178760.1
OG0002147		6183.Smp_146360.1, 6183.Smp_177240.1
OG0002148		6183.Smp_148030.1, 6183.Smp_148040.1
OG0002149		6183.Smp_148480.1, 6183.Smp_175430.1
OG0002150		6183.Smp_148610.1, 6183.Smp_148620.1
OG0002151		6183.Smp_149050.2, 6183.Smp_197920.1
OG0002152		6183.Smp_149280.1, 6183.Smp_196090.1
OG0002153		6183.Smp_149420.1, 6183.Smp_171860.1
OG0002154		6183.Smp_150080.1, 6183.Smp_165280.1
OG0002155		6183.Smp_150170.1, 6183.Smp_156390.1
OG0002156		6183.Smp_150210.1, 6183.Smp_157360.1
OG0002157		6183.Smp_150590.1, 6183.Smp_178730.1
OG0002158		6183.Smp_151130.1, 6183.Smp_179740.1
OG0002159		6183.Smp_151400.1, 6183.Smp_167140.1
OG0002160		6183.Smp_151800.1, 6183.Smp_179760.1
OG0002161		6183.Smp_152070.1, 6183.Smp_152080.1
OG0002162		6183.Smp_152130.1, 6183.Smp_194430.1
OG0002163		6183.Smp_152150.1, 6183.Smp_167830.1
OG0002164		6183.Smp_152280.1, 6183.Smp_152290.1
OG0002165		6183.Smp_152550.1, 6183.Smp_162260.1
OG0002166		6183.Smp_152660.1, 6183.Smp_171130.1
OG0002167		6183.Smp_152780.1, 6183.Smp_172420.1
OG0002168		6183.Smp_153310.1, 6183.Smp_210870.1
OG0002169		6183.Smp_153700.1, 6183.Smp_167660.1
OG0002170		6183.Smp_153860.2, 6183.Smp_205940.1
OG0002171		6183.Smp_153880.1, 6183.Smp_196800.1
OG0002172		6183.Smp_153900.1, 6183.Smp_167450.1
OG0002173		6183.Smp_154650.1, 6183.Smp_181170.1
OG0002174		6183.Smp_154790.1, 6183.Smp_154800.1
OG0002175		6183.Smp_155000.1, 6183.Smp_180910.1
OG0002176		6183.Smp_155150.1, 6183.Smp_172980.1
OG0002177		6183.Smp_155960.1, 6183.Smp_194610.1
OG0002178		6183.Smp_156020.1, 6183.Smp_156040.1
OG0002179		6183.Smp_156140.1, 6183.Smp_175720.1
OG0002180		6183.Smp_157080.1, 6183.Smp_160210.1
OG0002181		6183.Smp_157300.1, 6183.Smp_175590.1
OG0002182		6183.Smp_157340.1, 6183.Smp_197830.1
OG0002183		6183.Smp_157740.1, 6183.Smp_212320.1
OG0002184		6183.Smp_157860.1, 6183.Smp_157870.1
OG0002185		6183.Smp_158140.1, 6183.Smp_169790.1
OG0002186		6183.Smp_159120.1, 6183.Smp_159130.1
OG0002187		6183.Smp_159160.1, 6183.Smp_171010.1
OG0002188		6183.Smp_159570.1, 6183.Smp_211020.1
OG0002189		6183.Smp_159600.1, 6183.Smp_170330.1
OG0002190		6183.Smp_159810.1, 6183.Smp_180310.1
OG0002191		6183.Smp_160000.1, 6183.Smp_171170.1
OG0002192		6183.Smp_160450.1, 6183.Smp_163660.1
OG0002193		6183.Smp_160710.1, 6183.Smp_161250.1
OG0002194		6183.Smp_160810.1, 6183.Smp_162940.1
OG0002195		6183.Smp_161010.1, 6183.Smp_210660.1
OG0002196		6183.Smp_163160.1, 6183.Smp_169150.1
OG0002197		6183.Smp_163450.1, 6183.Smp_181160.1
OG0002198		6183.Smp_163840.1, 6183.Smp_169250.1
OG0002199		6183.Smp_163900.1, 6183.Smp_178390.1
OG0002200		6183.Smp_163950.1, 6183.Smp_180670.1
OG0002201		6183.Smp_163970.1, 6183.Smp_172590.1
OG0002202		6183.Smp_164340.1, 6183.Smp_169130.1
OG0002203		6183.Smp_164760.1, 6183.Smp_171460.1
OG0002204		6183.Smp_165330.1, 6183.Smp_172090.1
OG0002205		6183.Smp_165440.1, 6183.Smp_172470.1
OG0002206		6183.Smp_165920.2, 6183.Smp_165940.1
OG0002207		6183.Smp_166200.1, 6183.Smp_171750.1
OG0002208		6183.Smp_167240.1, 6183.Smp_167250.1
OG0002209		6183.Smp_167890.1, 6183.Smp_196790.1
OG0002210		6183.Smp_168310.1, 6183.Smp_169570.1
OG0002211		6183.Smp_168490.1, 6183.Smp_174910.1
OG0002212		6183.Smp_168650.1, 6183.Smp_176000.1
OG0002213		6183.Smp_168900.1, 6183.Smp_192470.1
OG0002214		6183.Smp_169360.1, 6183.Smp_212760.1
OG0002215		6183.Smp_169430.1, 6183.Smp_205400.1
OG0002216		6183.Smp_169880.1, 6183.Smp_169890.1
OG0002217		6183.Smp_170610.1, 6183.Smp_170620.1
OG0002218		6183.Smp_170630.1, 6183.Smp_212710.1
OG0002219		6183.Smp_173620.1, 6183.Smp_197710.1
OG0002220		6183.Smp_174270.1, 6183.Smp_174290.1
OG0002221		6183.Smp_175530.1, 6183.Smp_175540.1
OG0002222		6183.Smp_179230.1, 6183.Smp_205750.1
OG0002223		6183.Smp_179580.1, 6183.Smp_185180.1
OG0002224		6183.Smp_179630.1, 6183.Smp_193650.1
OG0002225		6183.Smp_182360.1, 6183.Smp_185900.1
OG0002226		6183.Smp_182410.1, 6183.Smp_184380.1
OG0002227		6183.Smp_182930.1, 6183.Smp_183570.1
OG0002228		6183.Smp_182940.1, 6183.Smp_203030.1
OG0002229		6183.Smp_183020.1, 6183.Smp_186130.1
OG0002230		6183.Smp_184710.1, 6183.Smp_185170.1
OG0002231		6183.Smp_185080.1, 6183.Smp_201050.1
OG0002232		6183.Smp_185130.1, 6183.Smp_190210.1
OG0002233		6183.Smp_185360.1, 6183.Smp_186610.1
OG0002234		6183.Smp_185430.1, 6183.Smp_205950.1
OG0002235		6183.Smp_186470.1, 6183.Smp_186490.1
OG0002236		6183.Smp_189110.1, 6183.Smp_189120.1
OG0002237		6183.Smp_190090.1, 6183.Smp_198800.1
OG0002238		6183.Smp_191690.1, 6183.Smp_193270.1
OG0002239		6183.Smp_199550.1, 6183.Smp_205430.1
OG0002240		6183.Smp_200120.1, 6183.Smp_205330.1
OG0002241		6183.Smp_200710.1, 6183.Smp_212350.1
OG0002242		6183.Smp_201520.1, 6183.Smp_201530.1
OG0002243		6183.Smp_201650.1, 6183.Smp_205220.1
OG0002244		6183.Smp_203080.1, 6183.Smp_205170.1
OG0002245		6183.Smp_203550.1, 6183.Smp_204370.1
OG0002246		6183.Smp_205080.1, 6183.Smp_205090.1
OG0002247		6183.Smp_205150.1, 6183.Smp_205160.1
OG0002248		6183.Smp_205650.1, 6183.Smp_205710.1
OG0002249		6183.Smp_206230.1, 6183.Smp_206240.1
