Orthogroup	kog_humano_pos_go	protein_mansoni
OG0001989	NP_057314.2	6183.Smp_127160.1
OG0001990	NP_057313.2, NP_612390.1	
OG0001991	NP_000447.2	6183.Smp_048310.1
OG0001992	NP_085056.2	6183.Smp_066010.2
OG0001993	NP_057611.1, NP_060015.1	
OG0001994	NP_000523.2	6183.Smp_163230.1
OG0001995	NP_036313.3	6183.Smp_040500.1
OG0001996	NP_055635.3	6183.Smp_010930.1
OG0001997	NP_006810.1	6183.Smp_064860.1
OG0001998	NP_004614.3	6183.Smp_155480.1
OG0001999	NP_003012.1	6183.Smp_065980.1
OG0002000	NP_036514.1, NP_079054.3	
OG0002001	NP_004530.1	6183.Smp_041450.1
OG0002002	NP_001340.2	6183.Smp_053510.1
OG0002003	NP_003468.2	6183.Smp_212190.1
OG0002004	NP_001924.2	6183.Smp_104330.1
OG0002005	NP_003214.1	6183.Smp_103540.2
OG0002006	NP_000393.4	6183.Smp_052810.1
OG0002007	NP_057616.2	6183.Smp_050830.1
OG0002008	NP_002342.1	6183.Smp_169240.1
OG0002009	NP_063945.2	6183.Smp_166990.1
OG0002010	NP_003886.3	6183.Smp_159670.1
OG0002011	NP_112594.1	6183.Smp_056370.1
OG0002012	NP_060303.2	6183.Smp_132040.1
OG0002013	NP_004261.1	6183.Smp_018610.1
OG0002014	NP_061921.2	6183.Smp_133540.1
OG0002015	NP_005021.2	6183.Smp_009600.1
OG0002016	NP_055079.3	6183.Smp_079410.1
OG0002017	NP_057365.3	6183.Smp_068060.1
OG0002018	NP_002569.1	6183.Smp_179800.1
OG0002019	NP_005981.3	6183.Smp_150260.1
OG0002020	NP_006243.2	6183.Smp_142990.1
OG0002021	NP_055606.1	6183.Smp_166150.1
OG0002022	NP_006540.3, NP_115670.1	
OG0002023	NP_004945.4, NP_059672.2	
OG0002024	NP_059129.3, NP_620482.3	
OG0002025	NP_079076.3	6183.Smp_166540.1
OG0002026	NP_003148.2	6183.Smp_176970.1
OG0002027	NP_001265.2	6183.Smp_077180.1
OG0002028	NP_598001.1	6183.Smp_097940.1
OG0002029	NP_002604.1	6183.Smp_094250.1
OG0002030	NP_003939.1	6183.Smp_163380.1
OG0002031	NP_004187.3	6183.Smp_124130.1
OG0002032	NP_000066.1, NP_001250.1	
OG0002033	NP_006192.1	6183.Smp_041820.1
OG0002034	NP_003309.2	6183.Smp_171610.1
OG0002035	NP_060356.2	6183.Smp_153870.1
OG0002036	NP_006204.1	6183.Smp_098840.1
OG0002037	NP_003381.1, NP_004194.3	
OG0002038	NP_003933.1, NP_004746.2	
OG0002039	NP_004577.1	6183.Smp_017900.1
OG0002040	NP_116584.2	6183.Smp_053560.1
OG0002041	NP_009202.1	6183.Smp_103570.1
OG0002042	NP_003675.3, NP_060042.2	
OG0002043	NP_055387.2	6183.Smp_171920.1
OG0002044	NP_001923.2, NP_149055.2	
OG0002045	NP_005365.4, NP_057531.2	
OG0002046	NP_055655.1, NP_112214.3	
OG0002047	NP_004841.2, NP_005397.1	
OG0002048	NP_009125.1	6183.Smp_171370.1
OG0002049	NP_005035.1	6183.Smp_194610.1
OG0002050	NP_002721.1	6183.Smp_152330.1
OG0002051	NP_036557.1	6183.Smp_114090.1
OG0002052	NP_056171.3	6183.Smp_104030.3
OG0002053	NP_612370.3	6183.Smp_133620.1
OG0002054	NP_031399.2	6183.Smp_129120.1
OG0002055	NP_036250.2	6183.Smp_105040.1
OG0002056	NP_006251.1	6183.Smp_049600.4
OG0002057	NP_000781.2	6183.Smp_171580.1
OG0002058	NP_002035.1	6183.Smp_078400.1
OG0002059	NP_002141.2	6183.Smp_007960.1
OG0002060	NP_001315.1	6183.Smp_045250.1
OG0002061	NP_055784.3	6183.Smp_170170.1
OG0002062	NP_003748.1	6183.Smp_006000.1
OG0002063	NP_004795.1	6183.Smp_018400.1
OG0002064	NP_003601.1	6183.Smp_060170.1
OG0002065	NP_002797.4	6183.Smp_017070.1
OG0002066	NP_002795.2	6183.Smp_042270.2
OG0002067	NP_001229.1, NP_477097.1	
OG0002068	NP_002037.2	6183.Smp_056970.1
OG0002069	NP_063937.2	6183.Smp_008260.1
OG0002070	NP_001790.1	6183.Smp_150040.2
OG0002071	NP_036251.2	6183.Smp_090980.1
OG0002072	NP_620590.2	6183.Smp_134260.1
OG0002073	NP_002736.3	6183.Smp_047900.1
OG0002074	NP_002738.2, NP_002739.1	
OG0002075	NP_004926.1	6183.Smp_073340.1
OG0002076	NP_443713.2	6183.Smp_103950.1
OG0002077	NP_057315.3	6183.Smp_140700.1
OG0002078	NP_001265476.1, NP_620637.1	
OG0002079	NP_620707.1, NP_620708.1	
OG0002080	NP_002743.3, NP_620709.1	
OG0002081	NP_001251.1	6183.Smp_156990.1
OG0002082	NP_005725.3	6183.Smp_000720.1
OG0002083	NP_006473.2	6183.Smp_141230.1
OG0002084	NP_001886.1	6183.Smp_099030.1
OG0002085	NP_003904.3	6183.Smp_068960.2
OG0002086	NP_068595.3	6183.Smp_027210.1
OG0002087	NP_001062.1	6183.Smp_200410.1
OG0002088	NP_004334.1	6183.Smp_030370.1
OG0002089	NP_001737.1	6183.Smp_043150.1
OG0002090	NP_536356.3, NP_612146.1	
OG0002091	NP_001092.1	6183.Smp_183710.1
OG0002092	NP_001605.1	6183.Smp_046600.1
OG0002093	NP_005727.1	6183.Smp_072870.1
OG0002094	NP_060947.1	6183.Smp_093230.1
OG0002095	NP_005713.1	6183.Smp_101290.2
OG0002096	NP_005712.1	6183.Smp_210740.1
OG0002097	NP_071941.1	6183.Smp_135570.1
OG0002098	NP_079131.3	6183.Smp_125790.1
OG0002099	NP_004118.3	6183.Smp_138920.1
OG0002100	NP_055629.1	6183.Smp_052870.1
OG0002101	NP_004721.1	6183.Smp_066630.1
OG0002102	NP_005154.2	6183.Smp_073930.1
OG0002103	NP_060633.1	6183.Smp_006690.1
OG0002104	NP_005391.1	6183.Smp_131700.1
OG0002105	NP_006247.1	6183.Smp_160760.1
OG0002106	NP_002728.2	6183.Smp_176360.1
OG0002107	NP_066283.1	6183.Smp_148510.1
OG0002108	NP_110395.1	6183.Smp_147870.1
OG0002109	NP_055449.1, NP_055721.3	
OG0002110	NP_817092.1	6183.Smp_169320.1
OG0002111	NP_060914.2	6183.Smp_087980.1
OG0002112	NP_060679.1	6183.Smp_152370.1
OG0002113	NP_055385.3, NP_115765.2	
OG0002114	NP_000849.1	6183.Smp_016880.1
OG0002115	NP_001995.1	6183.Smp_070710.1
OG0002116	NP_001530.1	6183.Smp_035200.4
OG0002117	NP_057390.1	6183.Smp_141080.1
OG0002118	NP_008965.2	6183.Smp_020920.1
OG0002119	NP_060096.4	6183.Smp_132870.1
OG0002120	NP_036460.1	6183.Smp_078800.1
OG0002121	NP_005138.3	6183.Smp_096010.1
OG0002122	NP_060668.2	6183.Smp_146900.1
OG0002123	NP_009145.1	6183.Smp_145670.1
OG0002124	NP_037370.2	6183.Smp_151650.1
OG0002125	NP_071760.2	6183.Smp_173390.1
OG0002126	NP_005785.1, NP_066284.2	
OG0002127	NP_002793.2	6183.Smp_173840.1
OG0002128	NP_006494.1	6183.Smp_072340.1
OG0002129	NP_002796.4	6183.Smp_119310.1
OG0002130	NP_002794.1	6183.Smp_012470.1
OG0002131	NP_009057.1	6183.Smp_018240.3
OG0002132	NP_003110.1	6183.Smp_018620.1
OG0002133	NP_006787.2	6183.Smp_165550.1
OG0002134	NP_055078.1	6183.Smp_055760.1
OG0002135	NP_115492.1	6183.Smp_126110.1
OG0002136	NP_004860.2	6183.Smp_025510.1
OG0002137	NP_071399.2	6183.Smp_002810.1
OG0002138	NP_079002.3	6183.Smp_013080.1
OG0002139	NP_006169.2	6183.Smp_057320.1
OG0002140	NP_114127.3	6183.Smp_167200.1
OG0002141	NP_004319.1	6183.Smp_083120.1
OG0002142	NP_004228.1	6183.Smp_171260.1
OG0002143	NP_000958.1	6183.Smp_047200.1
OG0002144	NP_060175.3	6183.Smp_086190.1
OG0002145	NP_078974.1	6183.Smp_044690.1
OG0002146	NP_068380.3	6183.Smp_093630.2
OG0002147	NP_689920.1	6183.Smp_142930.1
OG0002148	NP_003346.2, NP_068605.1	
OG0002149	NP_000378.1	6183.Smp_064150.1
OG0002150	NP_036272.2	6183.Smp_121160.1
OG0002151	NP_003553.2	6183.Smp_004080.1
OG0002152	NP_061331.2	6183.Smp_137000.1
OG0002153	NP_110407.2	6183.Smp_044020.1
OG0002154	NP_060504.1	6183.Smp_098920.1
OG0002155	NP_005844.4	6183.Smp_149230.1
OG0002156	NP_055132.2	6183.Smp_059800.1
OG0002157	NP_004828.1	6183.Smp_134230.1
OG0002158	NP_067640.2	6183.Smp_033260.2
OG0002159	NP_003127.1	6183.Smp_059540.1
OG0002160	NP_003130.2	6183.Smp_095910.1
OG0002161	NP_008830.2	6183.Smp_018680.1
OG0002162	NP_004126.1	6183.Smp_056200.1
OG0002163	NP_005181.2	6183.Smp_088250.1
OG0002164	NP_057508.2	6183.Smp_031920.5
OG0002165	NP_076999.2	6183.Smp_145550.1
OG0002166	NP_071450.2	6183.Smp_128310.1
OG0002167	NP_060904.2	6183.Smp_079400.1
OG0002168	NP_055716.1, NP_073618.3	
OG0002169	NP_005968.1, NP_057204.2	
OG0002170	NP_055187.1	6183.Smp_016920.1
OG0002171	NP_057578.1	6183.Smp_049970.5
OG0002172	NP_001135.3	6183.Smp_047420.1
OG0002173	NP_006759.3	6183.Smp_199130.1
OG0002174	NP_003754.2	6183.Smp_138840.1
OG0002175	NP_003560.2	6183.Smp_125640.1
OG0002176	NP_003155.2	6183.Smp_176270.1
OG0002177	NP_005317.2	6183.Smp_091010.1
OG0002178	NP_055112.2	6183.Smp_165640.1
OG0002179	NP_000993.1	6183.Smp_009690.1
OG0002180	NP_057267.2	6183.Smp_134420.1
OG0002181	NP_115736.1	6183.Smp_147930.1
OG0002182	NP_000691.1, NP_004030.1	
OG0002183	NP_001147.1, NP_004025.1	
OG0002184	NP_055288.1	6183.Smp_077020.1
OG0002185	NP_057104.2	6183.Smp_162620.1
OG0002186	NP_006100.2	6183.Smp_171150.1
OG0002187	NP_008844.1	6183.Smp_026260.1
OG0002188	NP_002286.2	6183.Smp_179180.1
OG0002189	NP_057118.1	6183.Smp_102840.1
OG0002190	NP_112199.2	6183.Smp_039670.1
OG0002191	NP_079140.2	6183.Smp_018480.1
OG0002192	NP_006003.1	6183.Smp_210400.1
OG0002193	NP_003396.1, NP_036611.2	
OG0002194	NP_006752.1	6183.Smp_034840.2
OG0002195	NP_004089.1	6183.Smp_134690.1
OG0002196	NP_066018.1	6183.Smp_094630.1
OG0002197	NP_054894.1	6183.Smp_021080.1
OG0002198	NP_006159.2	6183.Smp_126870.1
OG0002199	NP_002575.1, NP_039236.1	
OG0002200	NP_002936.1	6183.Smp_121800.1
OG0002201	NP_149078.1	6183.Smp_177080.1
OG0002202	NP_036360.3	6183.Smp_167890.1
OG0002203	NP_077271.1	6183.Smp_059350.2
OG0002204	NP_057125.2	6183.Smp_019880.1
OG0002205	NP_006546.1	6183.Smp_047450.1
OG0002206	NP_004883.3	6183.Smp_035300.2
OG0002207	NP_002777.1	6183.Smp_170730.1
OG0002208	NP_002873.1	6183.Smp_115290.1
OG0002209	NP_004981.2	6183.Smp_040770.1
OG0002210	NP_001395.1	6183.Smp_083410.1
OG0002211	NP_000844.2, NP_000845.2	
OG0002212	NP_006157.1	6183.Smp_154340.1
OG0002213	NP_059139.3	6183.Smp_198790.1
OG0002214	NP_001929.1	6183.Smp_149540.1
OG0002215	NP_000960.2	6183.Smp_200920.1
OG0002216	NP_000627.2	6183.Smp_056440.1
OG0002217	NP_002943.2	6183.Smp_013470.2
OG0002218	NP_000933.1	6183.Smp_040790.1
OG0002219	NP_057143.1	6183.Smp_029900.1
OG0002220	NP_055152.1	6183.Smp_021160.1
OG0002221	NP_005860.2	6183.Smp_084080.1
OG0002222	NP_000967.1	6183.Smp_012750.1
OG0002223	NP_000987.2	6183.Smp_061200.1
OG0002224	NP_005784.1	6183.Smp_081790.1
OG0002225	NP_037462.1	6183.Smp_153530.1
OG0002226	NP_057700.3	6183.Smp_168270.1
OG0002227	NP_003487.1	6183.Smp_196120.1
OG0002228	NP_001175.2	6183.Smp_162340.1
OG0002229	NP_055907.3	6183.Smp_142710.1
OG0002230	NP_004949.1	6183.Smp_122910.1
OG0002231	NP_000042.3	6183.Smp_157820.1
OG0002232	NP_000984.1	6183.Smp_050280.1
OG0002233	NP_477515.2	6183.Smp_059750.2
OG0002234	NP_071349.3	6183.Smp_007770.1
OG0002235	NP_075567.2	6183.Smp_083030.1
OG0002236	NP_060052.3	6183.Smp_029940.2
OG0002237	NP_001009.1	6183.Smp_130850.1
OG0002238	NP_001014.1	6183.Smp_066990.1
OG0002239	NP_000969.1	6183.Smp_007900.1
OG0002240	NP_477352.3	6183.Smp_150660.1
OG0002241	NP_002642.1	6183.Smp_130340.1
OG0002242	NP_005017.3, NP_006210.1	
OG0002243	NP_006209.2	6183.Smp_164960.1
OG0002244	NP_002638.2	6183.Smp_128130.1
OG0002245	NP_004777.1	6183.Smp_175610.1
OG0002246	NP_060767.2	6183.Smp_033350.1
OG0002247	NP_036605.2	6183.Smp_037530.1
OG0002248	NP_006532.2	6183.Smp_006550.1
OG0002249	NP_057043.1	6183.Smp_004170.1
OG0002250	NP_057569.2	6183.Smp_094820.1
OG0002251	NP_004403.1	6183.Smp_198180.1
OG0002252	NP_073739.3	6183.Smp_172150.1
OG0002253	NP_065916.2	6183.Smp_152840.1
OG0002254	NP_001348.2	6183.Smp_035030.1
OG0002255	NP_004932.1	6183.Smp_157510.1
OG0002256	NP_055496.2	6183.Smp_147330.1
OG0002257	NP_003578.2	6183.Smp_027970.1
OG0002258	NP_054722.2	6183.Smp_156060.1
OG0002259	NP_001349.2	6183.Smp_087270.1
OG0002260	NP_005683.2	6183.Smp_040540.1
OG0002261	NP_004184.1	6183.Smp_101280.1
OG0002262	NP_006412.2	6183.Smp_135280.1
OG0002263	NP_036312.2	6183.Smp_150070.2
OG0002264	NP_006435.2	6183.Smp_171710.1
OG0002265	NP_004060.2	6183.Smp_143060.1
OG0002266	NP_115882.1	6183.Smp_064240.1
OG0002267	NP_056287.1	6183.Smp_005900.1
OG0002268	NP_008944.1	6183.Smp_123180.1
OG0002269	NP_057457.1, NP_570607.1	
OG0002270	NP_056092.2	6183.Smp_207020.1
OG0002271	NP_057407.2, NP_060382.3	
OG0002272	NP_056416.2	6183.Smp_142890.1
OG0002273	NP_055486.2	6183.Smp_130650.1
OG0002274	NP_056986.2	6183.Smp_150360.1
OG0002275	NP_003931.2	6183.Smp_069960.1
OG0002276	NP_003706.2	6183.Smp_168660.1
OG0002277	NP_598375.3	6183.Smp_019760.1
OG0002278	NP_055550.1	6183.Smp_137970.1
OG0002279	NP_004625.2	6183.Smp_097110.1
OG0002280	NP_060509.2	6183.Smp_132170.1
OG0002281	NP_004270.2	6183.Smp_009650.1
OG0002282	NP_005723.2	6183.Smp_127050.1
OG0002283	NP_001904.2	6183.Smp_049990.1
OG0002284	NP_005436.1	6183.Smp_134850.1
OG0002285	NP_002303.2	6183.Smp_148660.1
OG0002286	NP_000225.1	6183.Smp_019840.2
OG0002287	NP_002903.3	6183.Smp_125680.1
OG0002288	NP_002682.2	6183.Smp_087010.1
OG0002289	NP_058633.2	6183.Smp_178260.1
OG0002290	NP_060480.1	6183.Smp_098650.1
OG0002291	NP_003316.3	6183.Smp_090070.1
OG0002292	NP_001181.2, NP_005495.2	
OG0002293	NP_005563.1, NP_005564.1	
OG0002294	NP_055586.1, NP_062538.5	
OG0002295	NP_005329.3	6183.Smp_181360.1
OG0002296	NP_443195.1	6183.Smp_033050.1
OG0002297	NP_055515.1	6183.Smp_131900.1
OG0002298	NP_002747.2, NP_002749.2	
OG0002299	NP_004850.1	6183.Smp_154420.1
OG0002300	NP_001610.2	6183.Smp_210820.1
OG0002301	NP_005299.1	6183.Smp_123640.1
OG0002302	NP_079325.2	6183.Smp_147230.1
OG0002303	NP_002907.1	6183.Smp_096360.1
OG0002304	NP_031396.1	6183.Smp_066260.1
OG0002305	NP_002905.2	6183.Smp_140530.1
OG0002306	NP_060487.2	6183.Smp_166370.1
OG0002307	NP_004694.2, NP_079092.2	
OG0002308	NP_002283.3	6183.Smp_148790.1
OG0002309	NP_005487.3	6183.Smp_173700.1
OG0002310	NP_001705.2	6183.Smp_028070.1
OG0002311	NP_054859.2	6183.Smp_131000.1
OG0002312	NP_000357.3, NP_003280.2	
OG0002313	NP_003001.1	6183.Smp_086690.1
OG0002314	NP_003301.1	6183.Smp_076990.1
OG0002315	NP_061878.3	6183.Smp_172540.1
OG0002316	NP_005432.1	6183.Smp_153610.1
OG0002317	NP_006368.3	6183.Smp_134590.1
OG0002318	NP_056107.1	6183.Smp_050640.1
OG0002319	NP_000480.3	6183.Smp_153820.1
OG0002320	NP_000897.3	6183.Smp_142620.1
OG0002321	NP_001513.2	6183.Smp_125450.1
OG0002322	NP_002949.2	6183.Smp_156580.1
OG0002323	NP_060047.3	6183.Smp_212360.1
OG0002324	NP_001012660.1, NP_076416.2	
OG0002325	NP_003788.2	6183.Smp_165220.1
OG0002326	NP_004716.1	6183.Smp_045060.1
OG0002327	NP_001609.2	6183.Smp_129260.1
OG0002328	NP_005475.2	6183.Smp_145810.1
OG0002329	NP_006428.2	6183.Smp_210780.1
OG0002330	NP_005026.3	6183.Smp_148720.1
OG0002331	NP_115883.2	6183.Smp_002820.3
OG0002332	NP_006684.1	6183.Smp_037380.1
OG0002333	NP_036331.1	6183.Smp_198380.1
OG0002334	NP_036450.1	6183.Smp_065110.1
OG0002335	NP_006301.3	6183.Smp_091470.1
OG0002336	NP_060696.4, NP_064601.3	
OG0002337	NP_000886.1	6183.Smp_007550.1
OG0002338	NP_115507.4	6183.Smp_180680.1
OG0002339	NP_112179.2	6183.Smp_070070.1
OG0002340	NP_110440.1	6183.Smp_145990.1
OG0002341	NP_002079.3, NP_055434.2	
OG0002342	NP_000379.3, NP_619642.2	
OG0002343	NP_056031.2	6183.Smp_045860.1
OG0002344	NP_057535.1	6183.Smp_124430.1
OG0002345	NP_003929.4	6183.Smp_138860.1
OG0002346	NP_004635.2	6183.Smp_210090.1
OG0002347	NP_001118.3	6183.Smp_034870.1
OG0002348	NP_060725.1	6183.Smp_050730.1
OG0002349	NP_001032.2, NP_004659.2	
OG0002350	NP_005717.3	6183.Smp_148540.1
OG0002351	NP_002959.2, NP_065169.1	
OG0002352	NP_003743.1	6183.Smp_000480.1
OG0002353	NP_055018.2	6183.Smp_074020.1
OG0002354	NP_036265.3	6183.Smp_092770.1
OG0002355	NP_003164.1	6183.Smp_027300.1
OG0002356	NP_006506.3	6183.Smp_043580.1
OG0002357	NP_001035534.1, NP_115711.2	
OG0002358	NP_060239.2	6183.Smp_104980.1
OG0002359	NP_065115.3	6183.Smp_055310.1
OG0002360	NP_057488.1	6183.Smp_029100.2
OG0002361	NP_056273.2	6183.Smp_123210.1
OG0002362	NP_060147.2	6183.Smp_180520.1
OG0002363	NP_055559.1	6183.Smp_025890.1
OG0002364	NP_060242.2	6183.Smp_022130.1
OG0002365	NP_000236.2, NP_002438.2	
OG0002366	NP_004028.4	6183.Smp_004120.1
OG0002367	NP_000013.2	6183.Smp_035700.1
OG0002368	NP_036412.1	6183.Smp_137590.1
OG0002369	NP_001159.2	6183.Smp_172190.1
OG0002370	NP_036329.3, NP_055672.3	
OG0002371	NP_055503.1	6183.Smp_165700.2
OG0002372	NP_002477.1	6183.Smp_031360.1
OG0002373	NP_004822.2	6183.Smp_018220.2
OG0002374	NP_073607.2	6183.Smp_198820.1
OG0002375	NP_060676.2	6183.Smp_173330.1
OG0002376	NP_112200.2	6183.Smp_019980.1
OG0002377	NP_002632.1	6183.Smp_046880.2
OG0002378	NP_001024.1	6183.Smp_009030.1
OG0002379	NP_002725.1	6183.Smp_030400.1
OG0002380	NP_004148.1	6183.Smp_079010.1
OG0002381	NP_003282.2	6183.Smp_131220.1
OG0002382	NP_073603.2	6183.Smp_130110.1
OG0002383	NP_056045.2, NP_056057.2	
OG0002384	NP_000113.1	6183.Smp_165580.1
OG0002385	NP_113609.1	6183.Smp_125980.1
OG0002386	NP_149017.2	6183.Smp_029480.1
OG0002387	NP_570722.2	6183.Smp_151350.1
OG0002388	NP_000310.2, NP_057643.1	
OG0002389	NP_001247.3	6183.Smp_134020.1
OG0002390	NP_060205.3	6183.Smp_152860.1
OG0002391	NP_037428.3	6183.Smp_194030.1
OG0002392	NP_000391.1	6183.Smp_199100.1
OG0002393	NP_114432.2	6183.Smp_173440.1
OG0002394	NP_055513.2	6183.Smp_131030.1
OG0002395	NP_057291.1	6183.Smp_084380.1
OG0002396	NP_060720.2	6183.Smp_143920.1
OG0002397	NP_036564.3	6183.Smp_150850.2
OG0002398	NP_005635.1	6183.Smp_211170.1
OG0002399	NP_056988.3	6183.Smp_006990.1
OG0002400	NP_002444.2	6183.Smp_167220.1
OG0002401	NP_004437.2	6183.Smp_138930.2
OG0002402	NP_055095.2	6183.Smp_043970.1
OG0002403	NP_002851.2	6183.Smp_145020.1
OG0002404	NP_004652.2	6183.Smp_037400.1
OG0002405	NP_476516.1	6183.Smp_062520.1
OG0002406	NP_055249.1	6183.Smp_038820.1
OG0002407	NP_001883.4	6183.Smp_067810.1
OG0002408	NP_001884.2, NP_620693.1	
OG0002409	NP_001202.5	6183.Smp_210110.1
OG0002410	NP_003494.1	6183.Smp_177120.1
OG0002411	NP_001013764.1, NP_003639.2	
OG0002412	NP_071341.2	6183.Smp_127940.1
OG0002413	NP_114423.1	6183.Smp_136030.1
OG0002414	NP_003031.3, NP_005061.3	
OG0002415	NP_003894.3	6183.Smp_070690.1
OG0002416	NP_061147.1	6183.Smp_168520.1
OG0002417	NP_005085.2	6183.Smp_143830.1
OG0002418	NP_620147.1	6183.Smp_172160.1
OG0002419	NP_006835.2	6183.Smp_005390.2
OG0002420	NP_009123.1	6183.Smp_212220.1
OG0002421	NP_064716.2	6183.Smp_153430.1
OG0002422	NP_004484.1	6183.Smp_151030.1
OG0002423	NP_000851.2, NP_116172.2	
OG0002424	NP_003115.1	6183.Smp_212250.1
OG0002425	NP_057370.1	6183.Smp_042680.1
OG0002426	NP_065956.1, NP_612421.1	
OG0002427	NP_002026.1	6183.Smp_141720.1
OG0002428	NP_060762.3	6183.Smp_031990.1
OG0002429	NP_006256.1	6183.Smp_148150.1
OG0002430	NP_005123.2	6183.Smp_151750.1
OG0002431	NP_002499.2, NP_031387.3	
OG0002432	NP_005128.1, NP_068813.1	
OG0002433	NP_003827.4, NP_076421.2	
OG0002434	NP_000426.2, NP_077719.2	
OG0002435	NP_003203.1, NP_115934.1	
OG0002436	NP_115821.2, NP_115822.1	
OG0002437	NP_037385.2, NP_056965.3	
OG0002438	NP_060760.2	6183.Smp_085150.1
OG0002439	NP_055785.2	6183.Smp_127250.1
OG0002440	NP_002202.2, NP_391988.1	
OG0002441	NP_000202.3	6183.Smp_089700.1
OG0002442	NP_064632.2	6183.Smp_021330.2
OG0002443	NP_005006.4	6183.Smp_161940.1
OG0002444	NP_002256.2	6183.Smp_038080.1
OG0002445	NP_065156.5	6183.Smp_199360.1
OG0002446	NP_065731.3	6183.Smp_176440.1
OG0002447	NP_115784.1	6183.Smp_122370.2
OG0002448	NP_038476.2	6183.Smp_017670.1
OG0002449	NP_055994.2	6183.Smp_029730.1
OG0002450	NP_115689.1	6183.Smp_134940.1
OG0002451	NP_068766.1	6183.Smp_137520.1
OG0002452	NP_000062.1	6183.Smp_125070.2
OG0002453	NP_060192.1	6183.Smp_165900.1
OG0002454	NP_001087.2	6183.Smp_127730.1
OG0002455	NP_003840.2	6183.Smp_052060.1
OG0002456	NP_055977.3, NP_112186.3	
OG0002457	NP_060392.3	6183.Smp_170570.1
OG0002458	NP_000087.2, NP_055614.1	
OG0002459	NP_002651.2, NP_002652.2	
OG0002460	NP_000924.3	6183.Smp_146330.1
OG0002461	NP_037524.1	6183.Smp_046140.1
OG0002462	NP_008911.1, NP_079474.2	
OG0002463	NP_057026.3	6183.Smp_171940.1
OG0002464	NP_005101.1	6183.Smp_136260.2
OG0002465	NP_059117.3	6183.Smp_029060.1
OG0002466	NP_005443.3	6183.Smp_120350.1
OG0002467	NP_005048.2	6183.Smp_142780.1
OG0002468	NP_009017.1	6183.Smp_054610.1
OG0002469	NP_000300.1	6183.Smp_068250.1
OG0002470	NP_064508.3	6183.Smp_199940.1
OG0002471	NP_055557.2	6183.Smp_163130.1
OG0002472	NP_064507.3	6183.Smp_138520.1
OG0002473	NP_067639.1, NP_112601.3	
OG0002474	NP_003036.1	6183.Smp_123010.1
OG0002475	NP_003973.3, NP_003974.3	
OG0002476	NP_064631.2	6183.Smp_153480.1
OG0002477	NP_055185.2	6183.Smp_041770.1
OG0002478	NP_000608.1	6183.Smp_099850.3
OG0002479	NP_005107.4, NP_005838.3	
OG0002480	NP_001632.2	6183.Smp_051320.1
OG0002481	NP_055296.2	6183.Smp_167500.1
OG0002482	NP_060357.1	6183.Smp_050880.1
OG0002483	NP_009190.2	6183.Smp_104520.1
OG0002484	NP_003156.1	6183.Smp_131870.1
OG0002485	NP_057190.2	6183.Smp_082800.1
OG0002486	NP_510968.2	6183.Smp_029360.1
OG0002487	NP_489479.1	6183.Smp_152830.1
OG0002488	NP_001161707.1, NP_079350.5	
OG0002489	NP_004718.1, NP_065077.1	
OG0002490	NP_079062.1	6183.Smp_008220.1
OG0002491	NP_057116.2	6183.Smp_135770.1
OG0002492	NP_060210.2	6183.Smp_038340.1
OG0002493	NP_116188.3	6183.Smp_146630.1
OG0002494	NP_060576.1	6183.Smp_053020.1
OG0002495	NP_071939.1, NP_115703.2	
OG0002496	NP_057437.1	6183.Smp_169610.1
OG0002497	NP_000134.2	6183.Smp_158240.1
OG0002498	NP_000131.2	6183.Smp_140790.1
OG0002499	NP_000782.1	6183.Smp_175230.1
OG0002500	NP_003485.1	6183.Smp_141010.1
OG0002501	NP_003924.2	6183.Smp_210510.1
OG0002502	NP_114427.1	6183.Smp_156410.1
OG0002503	NP_109598.2	6183.Smp_090870.1
OG0002504	NP_054868.3	6183.Smp_096720.1
OG0002505	NP_000099.2	6183.Smp_046740.1
OG0002506	NP_059134.1	6183.Smp_149380.1
OG0002507	NP_115609.2	6183.Smp_148360.1
OG0002508	NP_001900.1	6183.Smp_013040.2
OG0002509	NP_003874.2	6183.Smp_093280.1
OG0002510	NP_004955.2	6183.Smp_005210.1
OG0002511	NP_006035.2	6183.Smp_138770.1
OG0002512	NP_060712.2	6183.Smp_135490.1
OG0002513	NP_001677.2	6183.Smp_038100.1
OG0002514	NP_001684.2	6183.Smp_029390.1
OG0002515	NP_001681.2	6183.Smp_147050.1
OG0002516	NP_004037.1	6183.Smp_002880.1
OG0002517	NP_001117.2	6183.Smp_055990.1
OG0002518	NP_004854.1	6183.Smp_079380.1
OG0002519	NP_006406.1	6183.Smp_028080.1
OG0002520	NP_000679.1	6183.Smp_045260.1
OG0002521	NP_073747.1	6183.Smp_136360.1
OG0002522	NP_056377.1	6183.Smp_131520.1
OG0002523	NP_000678.1	6183.Smp_028440.1
OG0002524	NP_006612.2	6183.Smp_096020.2
OG0002525	NP_000394.2	6183.Smp_070780.1
OG0002526	NP_001491.1	6183.Smp_153490.1
OG0002527	NP_037468.1	6183.Smp_053820.1
OG0002528	NP_001061.2	6183.Smp_034670.1
OG0002529	NP_057345.2	6183.Smp_154880.1
OG0002530	NP_006079.1	6183.Smp_192110.1
OG0002531	NP_057346.1	6183.Smp_028360.1
OG0002532	NP_006073.2	6183.Smp_090120.1
OG0002533	NP_000364.1	6183.Smp_050540.1
