Orthogroup	protein_mansoni	resultado_cel
OG0001968	6183.Smp_032060.1	NP_493659.3
OG0001969	6183.Smp_032120.1, 6183.Smp_139580.1	
OG0001970	6183.Smp_032150.1	NP_494919.1
OG0001971	6183.Smp_032260.1	NP_499964.1
OG0001972	6183.Smp_032310.1	NP_499667.1
OG0001973	6183.Smp_032420.1	NP_491125.4
OG0001974	6183.Smp_032470.1, 6183.Smp_084950.1	
OG0001975	6183.Smp_032480.1	NP_506193.1
OG0001976	6183.Smp_032510.1	NP_490715.1
OG0001977	6183.Smp_032580.2	NP_492765.1
OG0001978	6183.Smp_032690.1, 6183.Smp_032710.1	
OG0001979	6183.Smp_032760.1	NP_502186.1
OG0001980	6183.Smp_033050.1	NP_493338.1
OG0001981	6183.Smp_033250.1, 6183.Smp_078720.1	
OG0001982	6183.Smp_033260.2	NP_498095.3
OG0001983	6183.Smp_033350.1	NP_492913.1
OG0001984	6183.Smp_033590.1	NP_499375.1
OG0001985	6183.Smp_033610.1	NP_492119.1
OG0001986	6183.Smp_033660.1	NP_498990.1
OG0001987	6183.Smp_033680.1	NP_507024.1
OG0001988	6183.Smp_033700.1, 6183.Smp_125890.1	
OG0001989	6183.Smp_033930.1	NP_499460.1
OG0001990	6183.Smp_033990.1	NP_491065.1
OG0001991	6183.Smp_034000.1	NP_509450.1
OG0001992	6183.Smp_034120.1	NP_505641.2
OG0001993	6183.Smp_034190.1	NP_491703.1
OG0001994	6183.Smp_034410.1	NP_505215.2
OG0001995	6183.Smp_034430.1	NP_492686.1
OG0001996	6183.Smp_034450.1	NP_507515.1
OG0001997	6183.Smp_034490.1	NP_500125.2
OG0001998	6183.Smp_034530.1	NP_496981.2
OG0001999	6183.Smp_034550.1	NP_506128.1
OG0002000	6183.Smp_034670.1	NP_499131.1
OG0002001	6183.Smp_034700.3	NP_494755.1
OG0002002	6183.Smp_035030.1	NP_495890.2
OG0002003	6183.Smp_035080.1	NP_492873.2
OG0002004	6183.Smp_035090.2	NP_498156.1
OG0002005	6183.Smp_035110.1	NP_495933.1
OG0002006	6183.Smp_035150.1	NP_492142.1
OG0002007	6183.Smp_035160.1	NP_500975.2
OG0002008	6183.Smp_035200.4	NP_493570.1
OG0002009	6183.Smp_035270.2	NP_504656.1
OG0002010	6183.Smp_035280.1	NP_501359.1
OG0002011	6183.Smp_035300.2	NP_508198.1
OG0002012	6183.Smp_035310.1	NP_496301.1
OG0002013	6183.Smp_035390.1	NP_495184.1
OG0002014	6183.Smp_035410.1	NP_491613.1
OG0002015	6183.Smp_035430.2	NP_507133.4
OG0002016	6183.Smp_035470.1	NP_495655.1
OG0002017	6183.Smp_035500.1	NP_495496.2
OG0002018	6183.Smp_035580.1	NP_505733.1
OG0002019	6183.Smp_035700.1	NP_501087.1
OG0002020	6183.Smp_035790.1	NP_496375.1
OG0002021	6183.Smp_035870.1, 6183.Smp_121190.1	
OG0002022	6183.Smp_036010.1	NP_497661.2
OG0002023	6183.Smp_036090.1, 6183.Smp_141620.1	
OG0002024	6183.Smp_036130.1	NP_502574.1
OG0002025	6183.Smp_036250.1	NP_492952.1
OG0002026	6183.Smp_036390.1	NP_492355.1
OG0002027	6183.Smp_036720.1, 6183.Smp_141940.1	
OG0002028	6183.Smp_036940.1	NP_505778.1
OG0002029	6183.Smp_036990.1	NP_491424.2
OG0002030	6183.Smp_037290.1	NP_499696.2
OG0002031	6183.Smp_037400.1	NP_497203.1
OG0002032	6183.Smp_037590.1	NP_506706.1
OG0002033	6183.Smp_037910.1	NP_496369.1
OG0002034	6183.Smp_038030.1	NP_492049.1
OG0002035	6183.Smp_038080.1	NP_491477.2
OG0002036	6183.Smp_038100.1	NP_498111.2
OG0002037	6183.Smp_038240.1	NP_491281.1
OG0002038	6183.Smp_038330.1	NP_495928.2
OG0002039	6183.Smp_038340.1	NP_491702.1
OG0002040	6183.Smp_038410.1	NP_491249.1
OG0002041	6183.Smp_038510.1	NP_498584.1
OG0002042	6183.Smp_038630.1	NP_496412.1
OG0002043	6183.Smp_038640.1	NP_496951.1
OG0002044	6183.Smp_038680.1	NP_491032.1
OG0002045	6183.Smp_038730.5, 6183.Smp_182770.1	
OG0002046	6183.Smp_038820.1	NP_507875.1
OG0002047	6183.Smp_038870.1	NP_503733.1
OG0002048	6183.Smp_038930.1	NP_494840.1
OG0002049	6183.Smp_038940.1	NP_492674.2
OG0002050	6183.Smp_038980.2	NP_494563.1
OG0002051	6183.Smp_039000.1	NP_491593.1
OG0002052	6183.Smp_039010.1, 6183.Smp_149030.1	
OG0002053	6183.Smp_039300.1, 6183.Smp_098550.1	
OG0002054	6183.Smp_039390.1	NP_497686.2
OG0002055	6183.Smp_039490.1	NP_491344.1
OG0002056	6183.Smp_039640.2	NP_492424.2
OG0002057	6183.Smp_039810.1	NP_510746.2
OG0002058	6183.Smp_039820.1	NP_493375.2
OG0002059	6183.Smp_039970.1	NP_501583.1
OG0002060	6183.Smp_039980.1	NP_501505.1
OG0002061	6183.Smp_040110.1, 6183.Smp_145730.1	
OG0002062	6183.Smp_040270.1, 6183.Smp_132760.1	
OG0002063	6183.Smp_040280.1	NP_504826.2
OG0002064	6183.Smp_040450.1	NP_491655.1
OG0002065	6183.Smp_040460.1, 6183.Smp_140120.1	
OG0002066	6183.Smp_040540.1	NP_499779.1
OG0002067	6183.Smp_040560.1	NP_499865.1
OG0002068	6183.Smp_040770.1	NP_502196.1
OG0002069	6183.Smp_040800.1	NP_498093.1
OG0002070	6183.Smp_040970.1	NP_498968.2
OG0002071	6183.Smp_041390.1	NP_493381.1
OG0002072	6183.Smp_041450.1	NP_492006.1
OG0002073	6183.Smp_041480.2	NP_492677.1
OG0002074	6183.Smp_041490.1	NP_493970.1
OG0002075	6183.Smp_041600.1	NP_501914.1
OG0002076	6183.Smp_041650.1	NP_503134.1
OG0002077	6183.Smp_041730.2	NP_496595.1
OG0002078	6183.Smp_041750.1, 6183.Smp_105690.1	
OG0002079	6183.Smp_041760.1	NP_491994.2
OG0002080	6183.Smp_041820.1	NP_501372.1
OG0002081	6183.Smp_041830.1	NP_490985.1
OG0002082	6183.Smp_041890.2	NP_495796.1
OG0002083	6183.Smp_041960.1	NP_496268.2
OG0002084	6183.Smp_041980.1	NP_490926.1
OG0002085	6183.Smp_042050.1	NP_498607.1
OG0002086	6183.Smp_042060.1	NP_499492.1
OG0002087	6183.Smp_042160.2	NP_498271.1
OG0002088	6183.Smp_042230.1	NP_502036.1
OG0002089	6183.Smp_042270.2	NP_491672.1
OG0002090	6183.Smp_042340.1	NP_502910.2
OG0002091	6183.Smp_042400.1	NP_500273.2
OG0002092	6183.Smp_042430.2	NP_507905.2
OG0002093	6183.Smp_042550.1	NP_508216.1
OG0002094	6183.Smp_042560.1	NP_495912.1
OG0002095	6183.Smp_042590.1	NP_498595.1
OG0002096	6183.Smp_042670.2	NP_491163.1
OG0002097	6183.Smp_042700.1, 6183.Smp_198170.1	
OG0002098	6183.Smp_042790.1	NP_499931.2
OG0002099	6183.Smp_042810.1	NP_501841.1
OG0002100	6183.Smp_042980.1	NP_498328.1
OG0002101	6183.Smp_042990.1	NP_500023.1
OG0002102	6183.Smp_043030.1	NP_492475.1
OG0002103	6183.Smp_043070.1	NP_497592.1
OG0002104	6183.Smp_043150.1	NP_499176.1
OG0002105	6183.Smp_043200.1	NP_493544.2
OG0002106	6183.Smp_043420.1, 6183.Smp_154100.1	
OG0002107	6183.Smp_043580.1	NP_500106.1
OG0002108	6183.Smp_043610.1, 6183.Smp_052750.1	
OG0002109	6183.Smp_043670.2	NP_508506.1
OG0002110	6183.Smp_043780.1	NP_499358.1
OG0002111	6183.Smp_043860.1, 6183.Smp_147190.1	
OG0002112	6183.Smp_043940.2	NP_498940.1
OG0002113	6183.Smp_043970.1	NP_491030.1
OG0002114	6183.Smp_044020.1	NP_495746.1
OG0002115	6183.Smp_044060.1	NP_490787.1
OG0002116	6183.Smp_044160.1	NP_501552.1
OG0002117	6183.Smp_044260.1	NP_495839.2
OG0002118	6183.Smp_044280.1	NP_506691.1
OG0002119	6183.Smp_044440.1	NP_503354.1
OG0002120	6183.Smp_044470.1	NP_498225.1
OG0002121	6183.Smp_044690.1	NP_510493.2
OG0002122	6183.Smp_044810.1	NP_504239.2
OG0002123	6183.Smp_044850.1	NP_496483.2
OG0002124	6183.Smp_044920.1	P39055.3
OG0002125	6183.Smp_044970.1	NP_500617.1
OG0002126	6183.Smp_045060.1	NP_496879.1
OG0002127	6183.Smp_045070.1	NP_490990.2
OG0002128	6183.Smp_045250.1	NP_495822.1
OG0002129	6183.Smp_045260.1	NP_501991.3
OG0002130	6183.Smp_045330.1, 6183.Smp_145440.1	
OG0002131	6183.Smp_045430.3	NP_500417.2
OG0002132	6183.Smp_045510.1	NP_490842.1
OG0002133	6183.Smp_045610.1	NP_508774.1
OG0002134	6183.Smp_045620.1	NP_492416.2
OG0002135	6183.Smp_045750.1	NP_494280.3
OG0002136	6183.Smp_045780.1	NP_491248.1
OG0002137	6183.Smp_045860.1	NP_491649.1
OG0002138	6183.Smp_045930.1	NP_501284.1
OG0002139	6183.Smp_045940.1	NP_496170.1
OG0002140	6183.Smp_045960.1	NP_502555.1
OG0002141	6183.Smp_045980.1	NP_493412.2
OG0002142	6183.Smp_046020.1	NP_495653.1
OG0002143	6183.Smp_046060.1	NP_508504.2
OG0002144	6183.Smp_046090.2	NP_500035.3
OG0002145	6183.Smp_046120.1	NP_500386.2
OG0002146	6183.Smp_046160.1	NP_498147.1
OG0002147	6183.Smp_046250.1	NP_505145.1
OG0002148	6183.Smp_046500.2	NP_500466.3
OG0002149	6183.Smp_046550.1	NP_498510.1
OG0002150	6183.Smp_046680.1	NP_498555.1
OG0002151	6183.Smp_046740.1	NP_502753.2
OG0002152	6183.Smp_046750.1	NP_510394.1
OG0002153	6183.Smp_046880.2	NP_495840.1
OG0002154	6183.Smp_046890.1	NP_499362.1
OG0002155	6183.Smp_046930.1	NP_498563.1
OG0002156	6183.Smp_046980.1	NP_505762.1
OG0002157	6183.Smp_047110.1	NP_492326.1
OG0002158	6183.Smp_047190.1	NP_508971.1
OG0002159	6183.Smp_047200.1	NP_497783.1
OG0002160	6183.Smp_047330.1, 6183.Smp_147540.1	
OG0002161	6183.Smp_047360.1	NP_490978.1
OG0002162	6183.Smp_047370.1	NP_498457.1
OG0002163	6183.Smp_047450.1	NP_498605.1
OG0002164	6183.Smp_047570.1, 6183.Smp_197890.1	
OG0002165	6183.Smp_047610.1	NP_497756.2
OG0002166	6183.Smp_047740.1	NP_496489.1
OG0002167	6183.Smp_047870.1, 6183.Smp_128670.1	
OG0002168	6183.Smp_047900.1	NP_497846.3
OG0002169	6183.Smp_048040.1, 6183.Smp_096520.1	
OG0002170	6183.Smp_048260.2	NP_505053.1
OG0002171	6183.Smp_048310.1	NP_510561.1
OG0002172	6183.Smp_048380.1, 6183.Smp_146050.1	
OG0002173	6183.Smp_048430.1	NP_501085.3
OG0002174	6183.Smp_048550.1	NP_493208.1
OG0002175	6183.Smp_048620.1	NP_498581.1
OG0002176	6183.Smp_048650.1	NP_492056.1
OG0002177	6183.Smp_048660.1	NP_505660.1
OG0002178	6183.Smp_048760.1	NP_505604.2
OG0002179	6183.Smp_048830.1	NP_495907.1
OG0002180	6183.Smp_048870.1	NP_497934.2
OG0002181	6183.Smp_048940.1	NP_504474.1
OG0002182	6183.Smp_048990.1	NP_500844.1
OG0002183	6183.Smp_049140.1	NP_508025.1
OG0002184	6183.Smp_049150.1	NP_510709.1
OG0002185	6183.Smp_049170.1, 6183.Smp_090150.2	
OG0002186	6183.Smp_049330.1	NP_509947.1
OG0002187	6183.Smp_049390.1	NP_510032.1
OG0002188	6183.Smp_049400.1, 6183.Smp_148600.1	
OG0002189	6183.Smp_049500.1	NP_498339.1
OG0002190	6183.Smp_049550.1	NP_509019.1
OG0002191	6183.Smp_049600.4	NP_491084.1
OG0002192	6183.Smp_049680.1	NP_491654.1
OG0002193	6183.Smp_049760.1, 6183.Smp_124450.1	
OG0002194	6183.Smp_049890.1	NP_494926.1
OG0002195	6183.Smp_049930.1	NP_506105.2
OG0002196	6183.Smp_050080.1	NP_503730.1
OG0002197	6183.Smp_050110.1	NP_492469.1
OG0002198	6183.Smp_050130.1	NP_498034.1
OG0002199	6183.Smp_050350.2	NP_499245.1
OG0002200	6183.Smp_050360.1	NP_498395.1
OG0002201	6183.Smp_050470.1	NP_496100.1
OG0002202	6183.Smp_050540.1	NP_499291.1
OG0002203	6183.Smp_050570.1	NP_496065.1
OG0002204	6183.Smp_050590.1	NP_501392.1
OG0002205	6183.Smp_050640.1	NP_498356.1
OG0002206	6183.Smp_050700.1	NP_490808.1
OG0002207	6183.Smp_050730.1	NP_499648.3
OG0002208	6183.Smp_050740.1	NP_497808.1
OG0002209	6183.Smp_050820.1	NP_502517.1
OG0002210	6183.Smp_050880.1	NP_505521.2
OG0002211	6183.Smp_050890.1	NP_508454.1
OG0002212	6183.Smp_051000.1	NP_499394.2
OG0002213	6183.Smp_051210.1	NP_501227.1
OG0002214	6183.Smp_051260.1	NP_507940.1
OG0002215	6183.Smp_051320.1	NP_493021.1
OG0002216	6183.Smp_051550.1	NP_498518.2
OG0002217	6183.Smp_051670.1, 6183.Smp_165890.1	
OG0002218	6183.Smp_052060.1	NP_510450.1
OG0002219	6183.Smp_052280.1	NP_509854.1
OG0002220	6183.Smp_052330.1	NP_498606.1
OG0002221	6183.Smp_052350.1	NP_490730.2
OG0002222	6183.Smp_052390.1	NP_501986.2
OG0002223	6183.Smp_052640.1	NP_501352.1
OG0002224	6183.Smp_052710.1	NP_504475.1
OG0002225	6183.Smp_052760.1	NP_497212.1
OG0002226	6183.Smp_052790.1	NP_497411.2
OG0002227	6183.Smp_052800.1	NP_491553.1
OG0002228	6183.Smp_052810.1	NP_502129.1
OG0002229	6183.Smp_052870.1	NP_501632.1
OG0002230	6183.Smp_053030.1	NP_505798.2
OG0002231	6183.Smp_053040.1	NP_490762.1
OG0002232	6183.Smp_053130.1	NP_493435.1
OG0002233	6183.Smp_053140.1	NP_504796.1
OG0002234	6183.Smp_053420.1	NP_506628.1
OG0002235	6183.Smp_053460.1	NP_494918.2
OG0002236	6183.Smp_053510.1	NP_499089.1
OG0002237	6183.Smp_053610.1	NP_501804.1
OG0002238	6183.Smp_053800.1	NP_495545.3
OG0002239	6183.Smp_053820.1	NP_502793.1
OG0002240	6183.Smp_053830.1	NP_498572.1
OG0002241	6183.Smp_053900.1	NP_508409.1
OG0002242	6183.Smp_054070.1	NP_491372.1
OG0002243	6183.Smp_054120.1	NP_493387.1
OG0002244	6183.Smp_054310.1	NP_499537.2
OG0002245	6183.Smp_054340.2	NP_495898.1
OG0002246	6183.Smp_054450.1	NP_492778.1
OG0002247	6183.Smp_054600.1	NP_498360.2
OG0002248	6183.Smp_054640.1	NP_510814.1
OG0002249	6183.Smp_054750.1	NP_498026.1
OG0002250	6183.Smp_054780.1	NP_501167.1
OG0002251	6183.Smp_054820.1	NP_505179.1
OG0002252	6183.Smp_054840.1	NP_496558.1
OG0002253	6183.Smp_055050.1	NP_491795.1
OG0002254	6183.Smp_055130.1	NP_499183.1
OG0002255	6183.Smp_055190.1	NP_496447.1
OG0002256	6183.Smp_055200.1	NP_498691.1
OG0002257	6183.Smp_055310.1	NP_498417.1
OG0002258	6183.Smp_055390.1	NP_495529.1
OG0002259	6183.Smp_055400.1	NP_506367.1
OG0002260	6183.Smp_055420.2	NP_494762.2
OG0002261	6183.Smp_055720.3	NP_498104.1
OG0002262	6183.Smp_055760.1	NP_499298.2
OG0002263	6183.Smp_055800.1	NP_498661.1
OG0002264	6183.Smp_055890.1	NP_497821.1
OG0002265	6183.Smp_055960.1	NP_490882.3
OG0002266	6183.Smp_055990.1	NP_504290.1
OG0002267	6183.Smp_056200.1	NP_491989.1
OG0002268	6183.Smp_056290.1, 6183.Smp_176450.1	
OG0002269	6183.Smp_056350.1	NP_500237.1
OG0002270	6183.Smp_056370.1	NP_496279.1
OG0002271	6183.Smp_056500.1	NP_492354.1
OG0002272	6183.Smp_056620.1	NP_497278.1
OG0002273	6183.Smp_056640.1	NP_499098.1
OG0002274	6183.Smp_056780.1	NP_495943.1
OG0002275	6183.Smp_056810.1	NP_500963.1
OG0002276	6183.Smp_056850.1	NP_501122.1
OG0002277	6183.Smp_056860.1	NP_497890.1
OG0002278	6183.Smp_056890.1, 6183.Smp_152710.2	
OG0002279	6183.Smp_056970.1	NP_508534.3
OG0002280	6183.Smp_057060.1	NP_495409.3
OG0002281	6183.Smp_057090.1, 6183.Smp_134660.1	
OG0002282	6183.Smp_057120.1, 6183.Smp_093430.1	
OG0002283	6183.Smp_057230.1	NP_500549.1
OG0002284	6183.Smp_057320.1	NP_492152.1
OG0002285	6183.Smp_057430.1	NP_498765.1
OG0002286	6183.Smp_057650.1	NP_506170.2
OG0002287	6183.Smp_057930.1	NP_496708.2
OG0002288	6183.Smp_058140.2	NP_504551.3
OG0002289	6183.Smp_058150.1	NP_492752.1
OG0002290	6183.Smp_058270.1, 6183.Smp_175020.1	
OG0002291	6183.Smp_058350.1	NP_492159.2
OG0002292	6183.Smp_058360.1	NP_506022.1
OG0002293	6183.Smp_058460.1	NP_497067.1
OG0002294	6183.Smp_058620.1	NP_510382.1
OG0002295	6183.Smp_058650.1	NP_494835.1
OG0002296	6183.Smp_058660.1	NP_498102.1
OG0002297	6183.Smp_058670.1	NP_499310.1
OG0002298	6183.Smp_058680.2	NP_506573.1
OG0002299	6183.Smp_058720.1	NP_506860.1
OG0002300	6183.Smp_058730.1	NP_495710.1
OG0002301	6183.Smp_058880.1	NP_502376.1
OG0002302	6183.Smp_059100.1	NP_496457.1
OG0002303	6183.Smp_059350.2	NP_492721.1
OG0002304	6183.Smp_059360.1	NP_501776.2
OG0002305	6183.Smp_059540.1	NP_501507.1
OG0002306	6183.Smp_059570.1	NP_492856.1
OG0002307	6183.Smp_059670.1	NP_509239.1
OG0002308	6183.Smp_059690.2	NP_492076.1
OG0002309	6183.Smp_059750.2	NP_494397.1
OG0002310	6183.Smp_059790.2	NP_501878.1
OG0002311	6183.Smp_059800.1	NP_491588.1
OG0002312	6183.Smp_059880.1	NP_497789.1
OG0002313	6183.Smp_059980.1	NP_508948.2
OG0002314	6183.Smp_060010.1	NP_500248.1
OG0002315	6183.Smp_060090.1	NP_498221.1
OG0002316	6183.Smp_060160.1, 6183.Smp_151450.1	
OG0002317	6183.Smp_060170.1	NP_492650.1
OG0002318	6183.Smp_060180.1	NP_499740.1
OG0002319	6183.Smp_060190.3	NP_510389.2
OG0002320	6183.Smp_060270.1	NP_493559.1
OG0002321	6183.Smp_060420.1	NP_492518.2
OG0002322	6183.Smp_060620.1	NP_502956.1
OG0002323	6183.Smp_060820.1	NP_501266.1
OG0002324	6183.Smp_060900.1	NP_499300.1
OG0002325	6183.Smp_060940.1	NP_509912.1
OG0002326	6183.Smp_060950.1	NP_505099.2
OG0002327	6183.Smp_061000.1, 6183.Smp_141120.1	
OG0002328	6183.Smp_061040.1	NP_492205.2
OG0002329	6183.Smp_061200.1	NP_495468.1
OG0002330	6183.Smp_061230.1	NP_509446.1
OG0002331	6183.Smp_061250.1	NP_496236.1
OG0002332	6183.Smp_061300.1	NP_493919.1
OG0002333	6183.Smp_061310.1	NP_498021.1
OG0002334	6183.Smp_061560.1	NP_492370.1
OG0002335	6183.Smp_061570.1	NP_497587.1
OG0002336	6183.Smp_061580.2	NP_498273.1
OG0002337	6183.Smp_061590.1	NP_490829.1
OG0002338	6183.Smp_061650.1	NP_498517.1
OG0002339	6183.Smp_061870.1	NP_501361.1
OG0002340	6183.Smp_061920.1	NP_496488.2
OG0002341	6183.Smp_061940.1	NP_498730.1
OG0002342	6183.Smp_061950.1	NP_502404.1
OG0002343	6183.Smp_061970.1	NP_495820.1
OG0002344	6183.Smp_062260.2	NP_502304.2
OG0002345	6183.Smp_062420.3	NP_499811.1
OG0002346	6183.Smp_062520.1	NP_497180.3
OG0002347	6183.Smp_062530.1	NP_495272.1
OG0002348	6183.Smp_062550.1	NP_497227.1
OG0002349	6183.Smp_062630.1	NP_498286.1
OG0002350	6183.Smp_062680.1	NP_509888.1
OG0002351	6183.Smp_062720.1	NP_502818.1
OG0002352	6183.Smp_062760.1, 6183.Smp_069400.1	
OG0002353	6183.Smp_062790.1	NP_497713.1
OG0002354	6183.Smp_062950.1	NP_509342.1
OG0002355	6183.Smp_063000.1	NP_490828.3
OG0002356	6183.Smp_063040.1	NP_500801.2
OG0002357	6183.Smp_063090.1	NP_498738.2
OG0002358	6183.Smp_063110.1, 6183.Smp_166880.1	
OG0002359	6183.Smp_063120.1	NP_498121.1
OG0002360	6183.Smp_063190.1, 6183.Smp_156200.1	
OG0002361	6183.Smp_063230.1	NP_491115.1
OG0002362	6183.Smp_063250.1	NP_498013.2
OG0002363	6183.Smp_063300.1	NP_498573.2
OG0002364	6183.Smp_063350.1	NP_490905.1
OG0002365	6183.Smp_063420.1	P47209.1
OG0002366	6183.Smp_063480.1	NP_492117.1
OG0002367	6183.Smp_063580.2	NP_504411.1
OG0002368	6183.Smp_063640.1	NP_496508.1
OG0002369	6183.Smp_063650.4	NP_503146.1
OG0002370	6183.Smp_063670.1	NP_500992.1
OG0002371	6183.Smp_063830.1	NP_496335.1
OG0002372	6183.Smp_064020.4	NP_499177.3
OG0002373	6183.Smp_064050.2	NP_505567.2
OG0002374	6183.Smp_064150.1	NP_501223.1
OG0002375	6183.Smp_064240.1	NP_493174.1
OG0002376	6183.Smp_064260.1	NP_500978.1
OG0002377	6183.Smp_064350.1	NP_495659.1
OG0002378	6183.Smp_064380.1	NP_509047.1
OG0002379	6183.Smp_064500.1	NP_498566.3
OG0002380	6183.Smp_064510.1	NP_491090.1
OG0002381	6183.Smp_064520.1	NP_499777.1
OG0002382	6183.Smp_064530.1	NP_495092.1
OG0002383	6183.Smp_064600.1	NP_499334.2
OG0002384	6183.Smp_064640.1	NP_506222.2
OG0002385	6183.Smp_064750.1	NP_508866.1
OG0002386	6183.Smp_064830.1	NP_497339.1
OG0002387	6183.Smp_064860.1	NP_503322.1
OG0002388	6183.Smp_065060.1	NP_493946.1
OG0002389	6183.Smp_065120.1	NP_496557.1
OG0002390	6183.Smp_065150.1	NP_498625.1
OG0002391	6183.Smp_065160.1	NP_502202.2
OG0002392	6183.Smp_065180.1	NP_504593.1
OG0002393	6183.Smp_065190.2	NP_504655.1
OG0002394	6183.Smp_065210.2, 6183.Smp_161790.1	
OG0002395	6183.Smp_065290.1	NP_500139.1
OG0002396	6183.Smp_065610.1	NP_492458.1
OG0002397	6183.Smp_065780.1	NP_506580.1
OG0002398	6183.Smp_065840.1	NP_496536.1
OG0002399	6183.Smp_065980.1	NP_494893.1
OG0002400	6183.Smp_066050.1	NP_495186.3
OG0002401	6183.Smp_066150.1	NP_491171.1
OG0002402	6183.Smp_066200.1	NP_492601.1
OG0002403	6183.Smp_066260.1	NP_498750.2
OG0002404	6183.Smp_066330.3	NP_505830.3
OG0002405	6183.Smp_066370.1	NP_497852.1
OG0002406	6183.Smp_066620.1	NP_500032.1
OG0002407	6183.Smp_066630.1	NP_504637.1
OG0002408	6183.Smp_066740.1	NP_499360.1
OG0002409	6183.Smp_066820.2	NP_501492.2
OG0002410	6183.Smp_066890.1	NP_491398.1
OG0002411	6183.Smp_066960.2	NP_496848.1
OG0002412	6183.Smp_066990.1	NP_493525.1
OG0002413	6183.Smp_067010.1	NP_508136.2
OG0002414	6183.Smp_067090.1	NP_505062.1
OG0002415	6183.Smp_067140.1	NP_496549.1
OG0002416	6183.Smp_067250.1	NP_498144.1
OG0002417	6183.Smp_067260.1	NP_499268.1
OG0002418	6183.Smp_067280.1	NP_500826.1
OG0002419	6183.Smp_067510.1	NP_500339.1
OG0002420	6183.Smp_067540.1	NP_493382.1
OG0002421	6183.Smp_067580.1	NP_500892.1
OG0002422	6183.Smp_067780.1	NP_495905.1
OG0002423	6183.Smp_067810.1	NP_497818.1
OG0002424	6183.Smp_067890.1	NP_505750.1
OG0002425	6183.Smp_068060.1	NP_498327.1
OG0002426	6183.Smp_068100.1	NP_492340.1
OG0002427	6183.Smp_068110.1	NP_505736.2
OG0002428	6183.Smp_068120.1	NP_495339.1
OG0002429	6183.Smp_068170.1	NP_498928.1
OG0002430	6183.Smp_068230.1, 6183.Smp_175040.1	
OG0002431	6183.Smp_068240.1, 6183.Smp_165420.1	
OG0002432	6183.Smp_068280.1	NP_502317.1
OG0002433	6183.Smp_068480.1	NP_502781.1
OG0002434	6183.Smp_068530.1, 6183.Smp_147000.1	
OG0002435	6183.Smp_068580.1	NP_501258.1
OG0002436	6183.Smp_068920.3	NP_499370.1
OG0002437	6183.Smp_068960.2	NP_492008.1
OG0002438	6183.Smp_068990.1	NP_492097.1
OG0002439	6183.Smp_069120.1, 6183.Smp_159640.1	
OG0002440	6183.Smp_069130.2	NP_498868.1
OG0002441	6183.Smp_069220.2	NP_498875.1
OG0002442	6183.Smp_069670.1	NP_498920.2
OG0002443	6183.Smp_069770.1	NP_506376.1
OG0002444	6183.Smp_069810.1	NP_509874.1
OG0002445	6183.Smp_069840.1	NP_498030.1
OG0002446	6183.Smp_069900.1	NP_495984.2
OG0002447	6183.Smp_069910.1	NP_507698.1
OG0002448	6183.Smp_069960.1	NP_491765.2
OG0002449	6183.Smp_070070.1	NP_504203.1
OG0002450	6183.Smp_070090.1	NP_499840.1
OG0002451	6183.Smp_070110.1	NP_497347.3
OG0002452	6183.Smp_070130.1	NP_499552.1
OG0002453	6183.Smp_070190.1	NP_491173.1
OG0002454	6183.Smp_070200.1	NP_497276.2
OG0002455	6183.Smp_070310.1	NP_510667.2
OG0002456	6183.Smp_070340.1, 6183.Smp_160330.1	
OG0002457	6183.Smp_070360.1	NP_491680.2
OG0002458	6183.Smp_070680.1	NP_492777.1
OG0002459	6183.Smp_070710.1	NP_493027.1
OG0002460	6183.Smp_070760.1	NP_502172.1
OG0002461	6183.Smp_070770.1	NP_499055.1
OG0002462	6183.Smp_070780.1	NP_493274.1
OG0002463	6183.Smp_070920.1	NP_500302.1
OG0002464	6183.Smp_070930.1	NP_491520.2
OG0002465	6183.Smp_071000.1	NP_497346.2
OG0002466	6183.Smp_071250.1	NP_501549.1
OG0002467	6183.Smp_071390.1	NP_509884.1
OG0002468	6183.Smp_071560.1	NP_498544.1
OG0002469	6183.Smp_071570.1	NP_495526.1
OG0002470	6183.Smp_071610.1	NP_498688.1
OG0002471	6183.Smp_071630.1	NP_491233.1
OG0002472	6183.Smp_071840.1	NP_501998.1
OG0002473	6183.Smp_071950.1	NP_497468.2
OG0002474	6183.Smp_071970.1	NP_495940.1
OG0002475	6183.Smp_072080.1	NP_491419.2
OG0002476	6183.Smp_072140.1	NP_502959.1
OG0002477	6183.Smp_072190.1, 6183.Smp_161340.1	
OG0002478	6183.Smp_072330.2	NP_506626.1
OG0002479	6183.Smp_072340.1	NP_498429.1
OG0002480	6183.Smp_072360.1	NP_498651.2
OG0002481	6183.Smp_072370.1	NP_499090.1
OG0002482	6183.Smp_072640.1	NP_492517.2
OG0002483	6183.Smp_072720.1	NP_492005.1
OG0002484	6183.Smp_072740.1	NP_496475.3
OG0002485	6183.Smp_072790.1	NP_498118.1
OG0002486	6183.Smp_072800.1, 6183.Smp_078220.1	
OG0002487	6183.Smp_072870.1	NP_497108.2
OG0002488	6183.Smp_072900.1	NP_498126.1
OG0002489	6183.Smp_073080.2	NP_496099.1
OG0002490	6183.Smp_073110.1	NP_508898.2
OG0002491	6183.Smp_073200.1	NP_498089.2
OG0002492	6183.Smp_073210.1	NP_499078.1
OG0002493	6183.Smp_073220.1	NP_499368.1
